N	3gram	Losev_Vlad	Freidism
1	не может быть	4	14
2	в самом деле	1	10
3	в том что	13	9
4	как мы видели	1	8
5	во всяком случае	8	8
6	на протяжении всей	1	6
7	в то же	7	6
8	мы знаем что	2	6
9	в высшей степени	1	6
10	то же время	7	6
11	может быть и	1	6
12	можно сказать что	3	5
13	как мы уже	3	5
14	в свою очередь	2	4
15	и до конца	2	4
16	тем не менее	8	4
17	сам по себе	1	4
18	в чем не	1	4
19	на первый план	4	4
20	в этом отношении	2	4
21	ни в чем	1	4
22	в этот период	1	3
23	и тот же	2	3
24	только то что	1	3
25	мы уже знаем	1	3
26	для того чтобы	3	3
27	о том что	9	3
28	один и тот	2	3
29	что же касается	8	3
30	и той же	1	3
31	во всех своих	1	3
32	бы то ни	2	3
33	и притом в	1	3
34	так и в	1	3
35	но в общем	2	3
36	одной и той	1	3
37	но в то	2	3
38	но во всяком	1	3
39	нет и не	1	3
40	и не может	1	3
41	на этом мы	1	3
42	шопенгауэра и гартмана	2	2
43	и тем не	1	2
44	ни в каком	1	2
45	равно как и	1	2
46	но вместе с	1	2
47	что в его	1	2
48	он не только	2	2
49	в течение первого	1	2
50	в этом смысле	4	2
51	заключается в том	1	2
52	его отношение к	1	2
53	в конце концов	6	2
54	чем он сам	1	2
55	а следовательно и	1	2
56	а с другой	1	2
57	и ни в	1	2
58	на всю жизнь	1	2
59	в таких случаях	1	2
60	в каком случае	1	2
61	что он сам	1	2
62	что и в	2	2
63	том что он	4	2
64	для него только	1	2
65	то ни было	1	2
66	то обстоятельство что	2	2
67	к тому что	1	2
68	самом же деле	1	2
69	все что может	1	2
70	это и есть	1	2
71	на самом же	1	2
72	с одной стороны	1	2
73	к этому времени	3	2
74	как раз и	2	2
75	а также и	2	2
76	и т д	3	1
77	того что он	1	1
78	он никогда не	2	1
79	в первых двух	1	1
80	что он не	3	1
81	в этом случае	1	1
82	человек не может	1	1
83	а может быть	1	1
84	но тем не	1	1
85	от того чтобы	1	1
86	вместе с ним	1	1
87	без всякого участия	1	1
88	ибо не было	1	1
89	что же это	1	1
90	и с его	1	1
91	а в начале	1	1
92	но и по	1	1
93	каком случае не	1	1
94	является как бы	1	1
95	который как мы	1	1
96	до известной степени	1	1
97	что можно сказать	2	1
98	и наконец в	1	1
99	то что он	6	1
100	и только в	1	1
101	больше и больше	1	1
102	же это за	1	1
103	как мы знаем	3	1
104	по крайней мере	1	1
105	все больше и	1	1
106	в нем мы	1	1
107	но и его	1	1
108	большую роль в	1	1
109	что бы то	1	1
110	из крупнейших представителей	1	1
111	выходят за пределы	1	1
112	протяжении всей его	1	1
113	знаем что все	1	1
114	ни в каких	2	1
115	и без того	1	1
116	все той же	1	1
117	жизни так и	1	1
118	и у животных	1	1
119	за ними и	1	1
120	очень важный момент	1	1
121	критическом отношении к	1	1
122	психологии а также	1	1
123	в жизни и	1	1
124	в котором он	1	1
125	в том же	3	1
126	он конечно не	1	1
127	в тех же	2	1
128	в этой борьбе	1	1
129	к выводу что	1	1
130	в свое время	6	1
131	конечно не в	1	1
132	а именно что	1	1
133	они не могут	1	1
134	с ним в	2	1
135	ответ на это	2	1
136	во что бы	1	1
137	и уже в	1	1
138	с ним что	1	1
139	в то время	6	1
140	только в таком	1	1
141	далек от того	1	1
142	но даже и	3	1
143	и то же	1	1
144	конце концов и	1	1
145	что он был	1	1
146	случае не может	1	1
147	уже не может	1	1
148	и потому его	1	1
149	хотя и не	2	1
150	не было бы	1	1
151	в одной плоскости	1	1
152	ничего общего с	1	1
153	но и все	1	1
154	не что иное	2	1
155	вовсе не есть	1	1
156	дело в том	7	1
157	и в дальнейшем	1	1
158	одно и то	1	1
159	она знает только	1	1
160	уже и в	1	1
161	с первого же	2	1
162	в истории философии	2	1
163	все эти сведения	1	1
164	смысле этого слова	1	1
165	было для него	2	1
166	но как раз	1	1
167	так и его	1	1
168	том что в	3	1
169	никакого отношения к	3	1
170	и никогда не	1	1
171	и в то	3	1
172	совсем не то	1	1
173	и как мы	2	1
174	к той же	1	1
175	всей его жизни	2	1
176	к которой он	1	1
177	из них не	2	1
178	где оно может	1	1
179	не без влияния	2	1
180	не только не	1	1
181	так как это	1	1
182	есть не что	1	1
183	так как в	1	1
184	через три дня	1	1
185	поэтому в своей	1	1
186	в своем месте	1	1
187	том что даже	1	1
188	нужно сказать что	1	1
189	из этой области	1	1
190	в целом и	1	1
191	об этом у	1	1
192	в переводе на	1	1
193	и все же	2	1
194	во второй половине	3	1
195	можно сказать о	1	1
196	по этому вопросу	1	1
197	что как раз	1	1
198	что иное как	2	1
199	но все же	1	1
200	уже в течение	1	1
201	как это делает	2	1
202	и в нем	1	1
203	он не был	1	1
204	только с помощью	1	1
205	мы не будем	1	1
206	что требует от	1	1
207	приходит к выводу	1	1
208	как уже сказано	1	1
209	не то что	2	1
210	оно может быть	1	1
211	до конца и	1	1
212	что он и	1	1
213	и совсем не	1	1
214	нам кажется что	2	1
215	прежде всего на	1	1
216	мы уже сказали	2	1
217	начала и до	2	1
218	в настоящее время	2	1
219	несколько слов о	1	1
220	раз и навсегда	2	1
221	то ни стало	1	1
