N	3gram	Losev_Dial	Morfolog
1	и т д	28	60
2	в этих случаях	1	14
3	не может быть	4	9
4	в связи с	3	9
5	с точки зрения	18	6
6	тем не менее	3	6
7	связи с этим	2	5
8	подобно тому как	1	5
9	как мы увидим	1	5
10	с другой стороны	7	5
11	в том что	12	4
12	на самом деле	3	4
13	не могут быть	1	4
14	к тому что	3	4
15	но все же	2	4
16	т д но	2	4
17	на то что	4	3
18	о том что	6	3
19	для того чтобы	1	3
20	не значит что	6	3
21	в то время	2	3
22	на первый взгляд	2	3
23	в последнем случае	1	3
24	то время как	2	3
25	и тем не	1	2
26	это не значит	3	2
27	т д они	1	2
28	дело не в	1	2
29	говорить о том	1	2
30	тем и другим	1	2
31	более или менее	5	2
32	хотя и не	1	2
33	же может быть	2	2
34	т д в	1	2
35	не что иное	4	2
36	в обоих случаях	1	2
37	это еще не	1	2
38	это и не	2	2
39	можно было бы	4	2
40	точно так же	3	2
41	может существовать без	1	2
42	в данном случае	1	2
43	то мы имеем	1	2
44	но так как	1	2
45	во всяком случае	3	2
46	что иное как	4	2
47	с одной стороны	3	2
48	в этом отношении	2	2
49	вопрос о том	1	2
50	то прежде всего	1	2
51	друг к другу	2	2
52	может быть и	6	2
53	не всегда так	1	1
54	сих пор не	1	1
55	есть не что	3	1
56	т е о	2	1
57	что это и	1	1
58	имеет ничего общего	3	1
59	т д и	3	1
60	все это мы	1	1
61	которые не могут	1	1
62	и не требует	1	1
63	т е не	1	1
64	т д все	2	1
65	заметим только что	1	1
66	том что все	1	1
67	она есть всегда	2	1
68	и вот мы	1	1
69	мы уже знаем	4	1
70	и даже не	3	1
71	и наконец даже	1	1
72	как один из	2	1
73	что там где	1	1
74	что они имеют	1	1
75	а на самом	1	1
76	до известной степени	1	1
77	то что он	1	1
78	бы только один	1	1
79	но это и	1	1
80	и может быть	3	1
81	с такой же	1	1
82	они даны в	1	1
83	том или другом	1	1
84	в чем же	1	1
85	то что не	1	1
86	какая разница между	1	1
87	и более ярко	1	1
88	том что такое	1	1
89	можно сомневаться в	1	1
90	следует за ней	1	1
91	того или другого	1	1
92	а не по	1	1
93	ни в каких	1	1
94	хотя это и	1	1
95	и не стремится	1	1
96	чтобы получить в	1	1
97	т д с	1	1
98	что же касается	1	1
99	это дает нам	1	1
100	а в другом	1	1
101	по одному из	1	1
102	в коем случае	1	1
103	можно сказать что	6	1
104	здесь мы находим	1	1
105	только в том	1	1
106	и когда мы	1	1
107	но если мы	1	1
108	связаны между собою	1	1
109	то же можно	1	1
110	далеко не всегда	1	1
111	заметить что в	1	1
112	в этом и	1	1
113	не вызывает никаких	1	1
114	более и более	1	1
115	в то же	7	1
116	тех или иных	1	1
117	может быть заменено	1	1
118	в качестве примера	2	1
119	и то же	8	1
120	рук и ног	1	1
121	и есть то	1	1
122	дает нам возможность	1	1
123	в таком случае	2	1
124	же можно сказать	2	1
125	д с другой	1	1
126	мы будем говорить	1	1
127	на этом основании	1	1
128	и пр все	1	1
129	во многих отношениях	1	1
130	то как же	2	1
131	и как будто	1	1
132	друг с другом	2	1
133	до сих пор	4	1
134	не потому что	5	1
135	все более и	1	1
136	ясно что это	1	1
137	так как это	2	1
138	что под этим	1	1
139	там где есть	1	1
140	иметь в виду	4	1
141	ни в коем	1	1
142	одно и то	8	1
143	той или иной	4	1
144	это мы видим	1	1
145	сомневаться в том	2	1
146	бросается в глаза	1	1
147	это нисколько не	1	1
148	было бы показать	1	1
149	так как они	1	1
150	постольку поскольку это	1	1
151	если бы мы	1	1
152	это уже не	1	1
153	надо сказать что	1	1
154	во всех этих	1	1
155	которые могут быть	1	1
156	можно сравнить с	1	1
157	а потому что	2	1
158	она может быть	1	1
159	не имеет смысла	1	1
160	не стремится к	1	1
161	с самого начала	2	1
162	том что он	1	1
163	может быть названа	1	1
164	что в основе	1	1
165	и об отношении	1	1
166	не имеет ничего	3	1
167	в сказках и	1	1
168	это было бы	1	1
169	мы увидим как	1	1
170	можно на этом	1	1
171	между тем в	1	1
172	можно сказать о	1	1
173	во всех частях	1	1
174	с тех пор	2	1
175	можно ли считать	1	1
176	это значит что	16	1
177	в чем она	1	1
178	в другом случае	1	1
179	жизненных явлений и	1	1
180	совершенно не приходится	1	1
181	то же время	8	1
182	приводит к тому	1	1
183	то это значит	3	1
184	не то что	1	1
185	и как он	1	1
186	так же и	1	1
187	но это не	2	1
188	что и в	1	1
189	те или иные	1	1
190	что несмотря на	1	1
191	если же он	1	1
192	коем случае не	1	1
193	потому что они	2	1
