N	3gram	Bakhtin_Fr	slovoVRo
1	не может быть	5	19
2	то же время	5	18
3	в то же	5	18
4	той или иной	5	15
5	с точки зрения	6	15
6	в отличие от	4	14
7	в узком смысле	2	14
8	в той или	5	13
9	или иной степени	1	13
10	в отношении к	1	12
11	в большинстве случаев	2	11
12	с одной стороны	2	11
13	во всех его	3	10
14	в этом случае	1	9
15	во всяком случае	2	8
16	зрения на мир	3	7
17	в значительной степени	4	7
18	и в особенности	1	7
19	но в то	2	7
20	так и в	3	6
21	как мы сказали	1	6
22	и в то	2	6
23	в нем в	2	6
24	но все же	3	6
25	с другой стороны	1	6
26	они могут быть	1	6
27	большей или меньшей	7	6
28	в романе в	1	6
29	в том что	6	5
30	по отношению к	2	5
31	как мы уже	8	5
32	всех его моментах	1	5
33	не только в	5	5
34	в этом отношении	5	5
35	во всех областях	1	5
36	до конца и	1	5
37	точка зрения на	1	4
38	для того чтобы	2	4
39	на первый план	1	4
40	друг с другом	2	4
41	до сих пор	7	4
42	в большей или	7	4
43	точки зрения на	1	4
44	и не может	2	4
45	можно сказать что	3	4
46	таким образом в	1	4
47	или меньшей степени	7	4
48	в дальнейшем развитии	2	4
49	не могут быть	2	4
50	в новое время	4	4
51	никогда не может	1	4
52	все эти формы	1	4
53	мы уже сказали	4	4
54	всегда в той	2	4
55	свое выражение в	1	3
56	до известной степени	2	3
57	в собственном смысле	3	3
58	того или иного	1	3
59	может быть только	1	3
60	тех или иных	1	3
61	в пределах одной	2	3
62	по ту сторону	1	3
63	а затем и	1	3
64	как если бы	1	3
65	в связи с	1	3
66	почти вовсе не	3	3
67	в основе ее	1	3
68	там где они	1	3
69	как и в	1	3
70	эпохи и в	1	3
71	в основе его	2	3
72	включает в себя	3	3
73	как мы видели	2	3
74	выходит за пределы	4	3
75	литературного языка но	1	3
76	несколько слов о	1	3
77	в данную эпоху	1	3
78	в нем всегда	1	2
79	для нас в	1	2
80	и связанное с	1	2
81	как бы ни	2	2
82	шута и дурака	1	2
83	в средние века	12	2
84	то или иное	1	2
85	вовсе не в	2	2
86	то есть к	1	2
87	и во всех	2	2
88	могущественное влияние на	1	2
89	то есть для	2	2
90	то есть не	1	2
91	далеко не всегда	1	2
92	есть только в	1	2
93	перестает быть тем	1	2
94	а между тем	1	2
95	в последующем развитии	1	2
96	они как бы	1	2
97	остановимся еще на	1	2
98	до некоторой степени	1	2
99	не только на	1	2
100	не только не	1	2
101	и др и	1	2
102	нужно сказать что	7	2
103	то есть на	2	2
104	не укладывается в	1	2
105	и связанные с	1	2
106	мир и на	1	2
107	в известном смысле	1	2
108	и в том	2	2
109	определяется прежде всего	1	2
110	и в романе	1	2
111	но прежде всего	3	2
112	но и в	5	2
113	бы ни были	1	2
114	в свое произведение	1	2
115	о том что	3	2
116	в мировой литературе	1	2
117	все эти жанры	2	2
118	и в них	1	2
119	во франции в	2	2
120	или во всяком	1	2
121	религиозного мышления и	1	2
122	романа нового времени	1	2
123	во всех этих	2	2
124	бы они ни	1	2
125	и в новое	1	2
126	существенную роль в	3	2
127	связанных с ними	1	2
128	конечно и в	1	2
129	в них как	1	2
130	же время в	1	2
131	смысловых и ценностных	1	2
132	все эти типы	1	2
133	и в нем	1	2
134	и в частности	2	2
135	мы уже говорили	12	2
136	и не только	1	2
137	на протяжении всего	5	2
138	мы видели что	1	1
139	так сказать в	1	1
140	тем самым он	1	1
141	для него самого	1	1
142	время от времени	1	1
143	xviii века в	1	1
144	в меньшей степени	1	1
145	все то что	1	1
146	это как бы	2	1
147	он еще не	1	1
148	своего исторического развития	1	1
149	в произведение и	1	1
150	рядом друг с	1	1
151	в литературе и	1	1
152	в применении к	3	1
153	языка и стиля	1	1
154	мы видим что	1	1
155	и перестает быть	1	1
156	до конца в	1	1
157	xiv и xv	1	1
158	но именно эта	1	1
159	и почти вовсе	1	1
160	свое наиболее полное	1	1
161	тесной связи с	1	1
162	как мы говорили	1	1
163	более глубокое и	1	1
164	всегда включает в	1	1
165	все это и	1	1
166	при этом что	2	1
167	но и на	2	1
168	в xix веке	2	1
169	свою связь с	1	1
170	основе его лежит	1	1
171	как пародия на	1	1
172	до наших дней	1	1
173	в какой степени	1	1
174	и др но	2	1
