N	2gram	Ircho_Kome	EvropaiC
1	таким образом	13	34
2	в том	19	31
3	и в	40	24
4	том что	19	20
5	все эти	1	19
6	то что	8	18
7	не может	3	18
8	может быть	16	17
9	до сих	3	15
10	все же	7	15
11	сих пор	3	15
12	точки зрения	7	14
13	в этом	9	13
14	все это	7	13
15	с этим	5	12
16	между тем	9	12
17	в своем	6	12
18	по отношению	5	11
19	но и	14	11
20	культуры и	1	11
21	отношению к	5	11
22	все что	3	10
23	мы знаем	5	10
24	не только	12	10
25	так и	17	10
26	как и	12	10
27	культуры в	1	10
28	во всех	4	10
29	из себя	1	10
30	как бы	3	10
31	что в	12	9
32	при этом	5	9
33	в результате	5	9
34	не в	8	9
35	и все	4	9
36	и не	19	9
37	потому что	8	9
38	и что	2	9
39	на то	3	9
40	того же	4	9
41	в самом	5	8
42	у народа	1	8
43	европейской культуры	2	8
44	более или	1	8
45	ясно что	9	8
46	или менее	2	8
47	к тому	15	8
48	для того	3	8
49	если бы	4	8
50	того чтобы	4	8
51	а между	1	8
52	так же	4	8
53	идет речь	1	8
54	а и	1	8
55	из этих	5	8
56	так как	6	7
57	того что	1	7
58	что и	10	7
59	на самом	1	7
60	что он	11	7
61	не менее	6	7
62	о которых	6	7
63	о котором	1	7
64	из этого	2	7
65	о том	12	7
66	вместе с	8	7
67	по своей	2	7
68	в этой	9	7
69	в сознании	4	7
70	в силу	4	7
71	по существу	1	7
72	для этого	2	7
73	мы можем	6	6
74	и на	9	6
75	несмотря на	5	6
76	с ним	1	6
77	только в	6	6
78	тому же	14	6
79	от друга	2	6
80	в мире	3	6
81	отличается от	1	6
82	друг от	2	6
83	еще не	7	6
84	и если	2	6
85	так что	6	6
86	и при	1	6
87	что касается	5	6
88	как на	2	6
89	в общем	2	6
90	с другой	7	6
91	в то	14	6
92	у них	1	6
93	и для	4	6
94	и к	2	5
95	в состоянии	3	5
96	в его	8	5
97	из всех	2	5
98	что это	5	5
99	многие из	3	5
100	пор не	1	5
101	другой стороны	6	5
102	у него	6	5
103	его в	6	5
104	так или	4	5
105	в которой	9	5
106	но все	4	5
107	и с	8	5
108	или иначе	4	5
109	именно в	5	5
110	и без	3	5
111	по своему	5	5
112	на все	3	5
113	случае если	1	5
114	по сравнению	1	5
115	сравнению с	1	5
116	между двумя	1	5
117	и их	3	5
118	лишь только	1	5
119	далеко не	1	5
120	в себе	3	5
121	и от	2	5
122	что все	1	5
123	столь же	9	5
124	как будто	3	5
125	к этому	8	5
126	в пользу	3	5
127	в целом	6	5
128	из них	16	5
129	но в	6	5
130	не так	1	4
131	та же	1	4
132	этой области	2	4
133	на вопрос	1	4
134	которых мы	2	4
135	из того	2	4
136	хотя и	6	4
137	тем не	3	4
138	совершенно не	1	4
139	народ и	1	4
140	из которых	5	4
141	чем больше	1	4
142	в их	6	4
143	в виде	3	4
144	связи с	3	4
145	что его	1	4
146	одним из	3	4
147	в конце	7	4
148	в таком	1	4
149	с тем	5	4
150	в в	8	4
151	не могут	1	4
152	и у	3	4
153	том случае	1	4
154	а с	1	4
155	выше и	1	4
156	мы уже	1	4
157	в течение	5	4
158	хотя бы	2	4
159	цивилизации и	1	4
160	то ни	4	4
161	в дальнейшем	1	4
162	что эта	1	4
163	народ в	1	4
164	целый ряд	2	4
165	отношение к	3	4
166	что для	1	4
167	том же	1	4
168	в области	3	4
169	он не	5	4
170	конце концов	4	4
171	если мы	1	4
172	то же	7	4
173	народа но	1	4
174	ближе к	1	3
175	во всем	1	3
176	бы то	4	3
177	от него	1	3
178	а наоборот	1	3
179	данном случае	1	3
180	только что	2	3
181	и по	6	3
182	в начале	7	3
183	с одной	5	3
184	греческой культуры	1	3
185	которых идет	1	3
186	за ними	1	3
187	еще больше	1	3
188	даже в	3	3
189	освободиться от	1	3
190	ни было	4	3
