N	3gram	Losev_Prob	Istorich
1	и т д	1	142
2	с другой стороны	7	46
3	до сих пор	3	30
4	с одной стороны	5	28
5	в том что	13	25
6	не может быть	2	24
7	вместе с тем	5	23
8	но все же	2	23
9	тем не менее	8	23
10	точно так же	4	22
11	о том что	14	22
12	не только в	5	19
13	здесь мы имеем	1	17
14	в связи с	11	17
15	о том как	1	15
16	в данном случае	5	15
17	после того как	3	15
18	по отношению к	2	14
19	на то что	2	14
20	в то время	4	13
21	таким образом мы	1	13
22	мы уже видели	1	13
23	мы увидим ниже	1	13
24	то время как	4	13
25	но и в	2	12
26	как мы видели	1	12
27	мы не будем	3	12
28	не что иное	3	11
29	что иное как	3	11
30	можно было бы	2	10
31	но так как	1	9
32	как мы увидим	1	9
33	более или менее	1	9
34	и вместе с	3	9
35	то же самое	2	8
36	и то что	3	8
37	что у него	1	8
38	в большинстве случаев	1	7
39	с этой стороны	1	7
40	то что в	2	7
41	во всяком случае	6	7
42	и в русской	1	7
43	потому что он	2	7
44	если бы мы	1	7
45	на первый взгляд	1	7
46	отсюда видно что	1	7
47	что и здесь	1	7
48	на том что	1	6
49	к тому же	5	6
50	это значит что	2	6
51	но это не	1	6
52	этой точки зрения	2	6
53	в своей работе	1	6
54	все же не	3	6
55	с этой точки	2	6
56	не будем здесь	1	6
57	но тем не	1	6
58	с самого начала	3	6
59	том что в	1	5
60	на задний план	1	5
61	для того чтобы	3	5
62	в том чтобы	2	5
63	и что он	1	5
64	в нем и	2	5
65	что этот мотив	1	5
66	в том числе	2	5
67	то же мы	1	5
68	что здесь мы	1	5
69	так и в	1	5
70	на самом деле	2	5
71	чем перейти к	1	4
72	мы здесь не	1	4
73	так или иначе	3	4
74	во всем мире	2	4
75	что представление о	1	4
76	то это значит	1	4
77	в чистом виде	1	4
78	с точки зрения	13	4
79	там где нет	1	4
80	состоит в том	1	4
81	все же можно	1	4
82	в одной из	1	4
83	содержит в себе	1	4
84	что наряду с	1	4
85	вопрос о том	1	4
86	по всему миру	1	4
87	друг на друга	1	4
88	то же что	1	4
89	и тем не	1	4
90	о том чтобы	1	4
91	в это время	3	4
92	можно сказать что	4	4
93	и в особенности	1	4
94	это и есть	2	4
95	как будто бы	3	3
96	никак не может	2	3
97	все еще не	1	3
98	что в данном	2	3
99	не только не	1	3
100	до того что	1	3
101	по этому поводу	4	3
102	к тому что	1	3
103	но никогда не	1	3
104	в одном из	1	3
105	за то что	2	3
106	это не так	1	3
107	мы видели выше	2	3
108	не только по	1	3
109	дело в том	4	3
110	с другой же	1	3
111	можно установить что	1	3
112	на землю и	1	3
113	а так как	1	3
114	потому что у	1	3
115	но и для	1	3
116	у него есть	1	3
117	другой же стороны	1	3
118	в средние века	1	3
119	не в том	1	3
120	и на земле	1	3
121	то ни было	2	3
122	мы хотели бы	2	3
123	имеет отношение к	1	3
124	и знает что	2	3
125	бы то ни	4	3
126	только в связи	1	3
127	только тогда когда	3	3
128	он все же	1	3
129	для нас не	2	3
130	в том смысле	2	3
131	и в средние	1	3
132	по его мнению	1	3
133	в материалах по	1	2
134	а может быть	2	2
135	это не значит	1	2
136	очень часто в	1	2
137	по себе но	1	2
138	по себе а	2	2
139	в том как	1	2
140	и т п	1	2
141	между небом и	1	2
