N	3gram	Vygotskiy_	Hudozhes
1	в том что	20	8
2	в отличие от	1	7
3	с другой стороны	5	6
4	более или менее	1	6
5	в конечном счете	1	5
6	для того чтобы	17	5
7	состоит в том	2	5
8	так или иначе	1	4
9	того или иного	2	4
10	не может быть	3	4
11	мы имеем в	1	3
12	с точки зрения	11	3
13	имеем в виду	2	3
14	и в самом	15	3
15	в виду не	1	3
16	можно сказать что	1	3
17	и то же	3	3
18	одного и того	1	3
19	одно и то	3	3
20	подобно тому как	1	3
21	несет в себе	3	3
22	и того же	1	3
23	с одной стороны	6	3
24	в свою очередь	3	2
25	этой точки зрения	2	2
26	в том и	2	2
27	с этой точки	2	2
28	в самом деле	29	2
29	в таком случае	1	2
30	в противном случае	1	2
31	не в самом	1	2
32	а с другой	1	2
33	том что он	3	2
34	на наших глазах	2	2
35	к тому что	5	2
36	в основе своей	1	2
37	может быть названо	1	2
38	может быть и	1	2
39	точно так же	3	1
40	не могли бы	1	1
41	что он не	4	1
42	может и не	1	1
43	в художественном произведении	1	1
44	в евгении онегине	2	1
45	мере в какой	1	1
46	при этом становится	1	1
47	в одном и	1	1
48	больше и больше	2	1
49	и как бы	2	1
50	отношение к своему	1	1
51	все то что	13	1
52	то есть в	1	1
53	с собою в	1	1
54	заключает в себе	1	1
55	в противоречие с	2	1
56	заключается в том	10	1
57	о том что	8	1
58	то или иное	1	1
59	есть как бы	1	1
60	дело не в	1	1
61	как и в	1	1
62	то есть как	1	1
63	таком случае это	1	1
64	оно состоит в	1	1
65	как один из	1	1
66	что одна из	2	1
67	произведения искусства она	1	1
68	тем и другим	1	1
69	который может быть	1	1
70	быть определена как	1	1
71	не совпадает с	2	1
72	в то время	4	1
73	мы встречаемся с	1	1
74	в себя и	1	1
75	о мире и	1	1
76	или менее определенным	1	1
77	том что она	3	1
78	по поводу этой	1	1
79	в своем составе	1	1
80	речь идет не	1	1
81	не менее важным	1	1
82	несмотря на свою	2	1
83	если бы рассказ	1	1
84	в том случае	4	1
85	то что может	1	1
86	и не могла	1	1
87	не что иное	1	1
88	и в частности	1	1
89	таким образом и	1	1
90	что автор должен	1	1
91	ее никто не	1	1
92	таким образом что	2	1
93	в лучшем случае	2	1
94	как раз в	3	1
95	в зависимости от	1	1
96	на второй план	1	1
97	так же как	2	1
98	и тем самым	1	1
99	может быть определена	1	1
100	мы видим в	2	1
101	в том или	1	1
102	речь идет о	5	1
103	в этом случае	1	1
104	и прежде но	1	1
105	ни от кого	1	1
106	а в том	1	1
107	в этой фразе	1	1
108	к тому же	2	1
109	каждой из них	1	1
110	она могла бы	1	1
111	так же точно	4	1
112	жизни а не	1	1
113	в русском языке	1	1
114	заключать в себе	1	1
115	на первый взгляд	1	1
116	то же самое	12	1
117	при этом как	1	1
118	и в сущности	2	1
119	том случае если	4	1
120	если бы для	1	1
121	том или ином	1	1
122	что иное как	1	1
123	ведет нас к	1	1
124	только то что	3	1
125	как бы в	1	1
126	из того что	1	1
127	а не только	1	1
128	не более чем	1	1
129	это и есть	2	1
130	автора и читателя	1	1
131	и в том	1	1
132	что несмотря на	1	1
133	это было бы	2	1
