N	2gram	Potebnia_M	VerxiiNi
1	и в	48	26
2	таким образом	24	22
3	с тем	9	18
4	в этом	19	15
5	вместе с	22	15
6	точки зрения	4	13
7	как бы	10	12
8	в том	47	11
9	не только	32	10
10	и с	4	10
11	может быть	46	10
12	из этих	10	10
13	что в	30	9
14	так как	20	9
15	связи с	6	9
16	но и	30	9
17	в области	3	9
18	в общем	1	8
19	и не	28	8
20	как на	6	8
21	главным образом	1	8
22	с другой	8	8
23	но не	8	8
24	с одной	8	7
25	но все	2	7
26	том что	28	7
27	потому что	82	7
28	одной стороны	4	7
29	а с	4	7
30	то что	37	7
31	но в	8	7
32	из них	11	7
33	к нему	7	7
34	так и	17	6
35	несмотря на	2	6
36	все это	4	6
37	что и	16	6
38	все эти	1	6
39	все же	3	6
40	к тому	9	6
41	о том	7	6
42	во всяком	4	6
43	и потому	9	6
44	всяком случае	3	6
45	мы должны	6	6
46	и т.д	1	6
47	с точки	3	6
48	в себе	26	6
49	того же	5	6
50	и к	5	5
51	до сих	4	5
52	в его	6	5
53	тому же	1	5
54	более или	6	5
55	в мире	3	5
56	не имеет	10	5
57	с другом	1	5
58	или менее	6	5
59	сих пор	4	5
60	по крайней	8	5
61	того чтобы	5	5
62	для того	8	5
63	так же	6	5
64	лишь в	2	5
65	отношение к	2	5
66	одной из	3	5
67	образом в	4	5
68	в силу	7	5
69	друг с	1	5
70	а не	22	5
71	крайней мере	8	5
72	никогда не	2	5
73	в самом	11	4
74	что оно	12	4
75	ничем не	1	4
76	то есть	53	4
77	и по	5	4
78	то же	35	4
79	из которых	1	4
80	только в	29	4
81	в этих	2	4
82	должен был	2	4
83	с другими	9	4
84	целый ряд	2	4
85	что он	8	4
86	и вместе	6	4
87	в которых	5	4
88	к своим	1	4
89	в смысле	4	4
90	в котором	7	4
91	в течение	2	4
92	и тогда	4	4
93	он не	4	4
94	и что	13	4
95	далеко не	5	4
96	а в	14	4
97	в этой	3	4
98	и от	5	4
99	не может	18	4
100	что все	5	4
101	на этот	1	4
102	в виде	3	4
103	в то	16	4
104	и только	5	4
105	в нем	16	4
106	во время	4	4
107	с этой	2	3
108	и при	5	3
109	при этом	6	3
110	для него	14	3
111	что это	6	3
112	тем не	7	3
113	и если	4	3
114	в результате	1	3
115	то с	1	3
116	так или	2	3
117	и даже	3	3
118	если бы	20	3
119	в которой	9	3
120	или иначе	1	3
121	на нее	2	3
122	с самого	1	3
123	в таком	6	3
124	в связи	1	3
125	ясно что	1	3
126	и как	8	3
127	как о	3	3
128	если в	2	3
129	не менее	9	3
130	из которого	1	3
131	и таким	1	3
132	в других	3	3
133	что эти	3	3
134	можно сказать	4	3
135	но с	1	3
136	хотя бы	3	3
137	так что	14	3
138	у них	1	3
139	когда он	1	3
140	точно так	15	3
141	в одном	4	3
142	не вполне	1	3
143	к ним	3	3
144	и о	6	3
145	отношению к	10	3
146	в своем	6	3
147	уже не	11	3
148	с течением	3	3
149	к этому	3	3
150	у индусов	1	3
151	того что	24	3
152	течением времени	2	3
153	убеждение что	1	2
154	и человеком	1	2
155	бы то	2	2
156	с которого	1	2
157	влечет за	1	2
158	все что	4	2
159	взгляд на	1	2
160	один из	7	2
161	и здесь	3	2
162	ему в	2	2
163	и на	5	2
164	благодаря этому	1	2
165	по тому	7	2
166	только что	12	2
167	свидетельствует о	1	2
168	к одной	4	2
169	и заставляет	1	2
170	и люди	1	2
171	уже в	10	2
172	тогда когда	20	2
173	или по	2	2
174	именно из	2	2
175	не с	4	2
176	ни было	2	2
177	этом отношении	2	2
178	только не	5	2
179	те же	6	2
180	не как	3	2
181	всем и	1	2
182	прежде всего	6	2
183	из своих	1	2
184	одно из	6	2
185	не могут	7	2
186	в них	9	2
187	связь с	4	2
188	из него	4	2
189	первое время	2	2
190	не было	12	2
191	к его	2	2
192	не потому	2	2
193	отличаются от	1	2
194	не в	24	2
195	образом если	1	2
196	а также	1	2
197	в виду	1	2
198	одним из	3	2
199	мысль о	12	2
200	том виде	2	2
201	именно в	5	2
202	в процессе	2	2
203	в среде	1	2
204	между этими	1	2
205	можно назвать	2	2
206	с одним	3	2
207	к которым	2	2
208	пор еще	1	2
209	большею частью	2	2
210	виде в	1	2
211	к другу	1	2
212	в одно	8	2
213	основано на	1	2
214	нужно чтобы	1	2
215	никем не	2	2
216	по своему	2	2
217	на все	3	2
218	только для	3	2
219	отличается от	1	2
220	по своим	1	2
221	должно было	2	2
222	в новом	2	2
223	о котором	2	2
224	ничего общего	2	2
225	в эту	4	2
226	так например	3	2
227	от тела	1	2
228	особенно в	1	2
229	связано с	2	2
230	еще не	9	2
231	во всех	1	2
232	ли они	1	2
233	перестает быть	5	2
234	начиная с	1	2
235	мы можем	13	2
236	некоторые из	1	2
237	больше чем	1	2
238	людей и	2	2
239	что мы	16	2
240	если не	6	2
241	этого последнего	4	2
242	но при	1	2
243	еще только	2	2
244	его не	2	2
245	то ни	1	2
246	между тем	19	2
247	в свою	6	2
248	не всегда	5	2
249	из себя	3	2
250	есть как	1	2
251	быть и	1	2
252	сознании и	4	2
253	должна была	1	2
254	связана с	1	2
255	бы например	2	2
256	не могло	3	2
257	нет для	1	2
258	на пути	2	2
259	заключает в	10	2
260	тем и	5	2
261	вслед за	6	2
262	и это	6	2
263	ее с	2	2
264	в начале	3	2
265	превращается в	3	2
266	конечно не	2	2
267	же время	8	2
268	но вместе	5	2
269	признать что	2	2
270	стихии и	1	2
271	состоит в	1	2
272	же самое	3	2
273	может ли	1	2
274	человек должен	2	2
275	он в	1	2
276	тех пор	5	2
277	общего с	1	2
278	сказать что	8	2
279	в народную	1	2
280	когда человек	3	2
281	эти действия	1	2
282	которые в	1	2
283	не могла	2	2
284	и другой	1	2
285	них не	4	2
286	в образе	4	2
287	к которому	1	2
288	в глазах	3	2
289	относится к	6	2
290	жизни и	3	2
291	но если	2	2
292	в разных	4	2
293	и проч	25	2
294	что именно	5	2
295	на то	6	2
296	должны признать	1	2
297	с его	1	2
298	от них	4	2
299	без помощи	1	2
300	от человека	1	2
301	и после	2	2
302	и все	5	2
303	для этого	1	2
304	и из	2	2
305	то или	2	2
306	в самой	1	2
307	тот же	2	2
308	и наконец	3	2
309	мы видели	5	2
310	не к	4	2
311	его можно	1	2
312	и сами	2	2
313	можно только	3	2
314	души и	2	1
315	в той	2	1
316	все в	3	1
317	мир не	1	1
318	в старину	3	1
319	представить себе	5	1
320	люди которые	2	1
321	то в	1	1
322	не безразлично	1	1
323	это неверно	1	1
324	природы и	2	1
325	не так	1	1
326	человек может	2	1
327	не принадлежат	1	1
328	в свое	2	1
329	составить себе	1	1
330	а потому	8	1
331	случае мы	1	1
332	видели что	1	1
333	то они	1	1
334	мы видим	3	1
335	души на	1	1
336	в душе	17	1
337	что с	2	1
338	обо всем	1	1
339	потому только	1	1
340	та же	3	1
341	в прямом	1	1
342	фактом что	1	1
343	тоже не	1	1
344	и конечно	1	1
345	свою очередь	6	1
346	друг к	1	1
347	она и	1	1
348	научного анализа	2	1
349	на самые	1	1
350	указывает на	8	1
351	со всем	1	1
352	нельзя сказать	5	1
353	землю и	1	1
354	и музыка	1	1
355	может не	1	1
356	данном случае	3	1
357	что такое	2	1
358	субстанции к	1	1
359	ни с	1	1
360	них в	2	1
361	вероятно что	2	1
362	известно что	4	1
363	сходства в	1	1
364	эта особенность	1	1
365	как средство	2	1
366	не нужен	1	1
367	первом случае	2	1
368	творчества в	1	1
369	представляется возможным	1	1
370	должно быть	9	1
371	того как	10	1
372	время и	2	1
373	зависит от	7	1
374	его с	3	1
375	от нее	2	1
376	мало нам	1	1
377	следует сказать	3	1
378	сознании не	1	1
379	притом не	2	1
380	для себя	3	1
381	из таких	1	1
382	народа к	1	1
383	при таких	2	1
384	мы читаем	1	1
385	это не	2	1
386	он как	2	1
387	мы знаем	1	1
388	личной жизни	1	1
389	сложнее и	1	1
390	только от	7	1
391	и другую	1	1
392	и далее	1	1
393	связей с	1	1
394	кровь в	1	1
395	и менее	1	1
396	до самого	1	1
397	людей но	1	1
398	что мир	1	1
399	а и	5	1
400	заставляет человека	1	1
401	то для	2	1
402	жизнь народа	1	1
403	именно тем	1	1
404	неизмеримо более	1	1
405	и счастья	1	1
406	которым они	1	1
407	с ним	10	1
408	тот который	1	1
409	таком количестве	1	1
410	она уже	1	1
411	нашей точки	1	1
412	в сущности	3	1
413	в ее	3	1
414	искусству и	1	1
415	вспомнить что	2	1
416	себе под	1	1
417	каждом шагу	1	1
418	что так	1	1
419	но тем	4	1
420	такое же	5	1
421	друга а	1	1
422	уже категорий	1	1
423	все и	1	1
424	этих слов	2	1
425	что человек	4	1
426	и за	1	1
427	то самое	1	1
428	внешней природы	4	1
429	него в	1	1
430	с нашей	1	1
431	занять место	1	1
432	к сознанию	4	1
433	единиц в	1	1
434	у нас	2	1
435	на которой	4	1
436	когда его	1	1
437	часть здания	1	1
438	это и	2	1
439	два раза	1	1
440	ни в	2	1
441	народ в	1	1
442	же что	8	1
443	это слово	6	1
444	себе не	6	1
445	о происхождении	1	1
446	этом следует	2	1
447	то не	3	1
448	в минуту	1	1
449	другой стороны	4	1
450	есть самая	1	1
451	это есть	1	1
452	смысле этого	9	1
453	говорить что	1	1
454	стремление человека	1	1
455	как нечто	3	1
456	не является	1	1
457	с их	1	1
458	по мере	12	1
459	участие в	1	1
460	таком случае	2	1
461	основана на	1	1
462	у него	3	1
463	в их	2	1
464	под этим	1	1
465	в данном	3	1
466	его в	6	1
467	всякую мысль	1	1
468	касается до	2	1
469	чем в	2	1
470	а можно	1	1
471	в своих	2	1
472	границы между	1	1
473	менее совершенно	1	1
474	сами по	3	1
475	нам в	1	1
476	мы поймем	1	1
477	разных местностях	1	1
478	силы природы	2	1
479	не более	1	1
480	самом деле	5	1
481	в первом	5	1
482	прибавить к	1	1
483	жизни это	1	1
484	а во-вторых	1	1
485	понимание которое	1	1
486	тесную связь	1	1
487	что к	2	1
488	к чему	2	1
489	имеет для	8	1
490	как по	1	1
491	многие не	2	1
492	прежде чем	2	1
493	их и	1	1
494	что его	3	1
495	по одному	1	1
496	страданием и	1	1
497	который как	1	1
498	не иметь	1	1
499	именно не	1	1
500	заключается в	2	1
501	но эта	3	1
502	теперь при	1	1
503	оно есть	4	1
504	которое в	2	1
505	такую силу	1	1
506	может только	1	1
507	первоначально было	1	1
508	своей души	1	1
509	сознании в	1	1
510	иначе как	2	1
511	тем что	13	1
512	на нечто	1	1
513	ним для	1	1
514	за тем	3	1
515	тела и	2	1
516	себе сознание	2	1
517	только впоследствии	1	1
518	не обнаруживает	4	1
519	смотрел на	1	1
520	значения и	1	1
521	и содержанием	2	1
522	имели и	1	1
523	смотря по	2	1
524	в жизни	1	1
525	сказать чтобы	1	1
526	отношения к	2	1
527	и другим	2	1
528	относящиеся к	1	1
529	в корне	1	1
530	давно уже	4	1
531	этом последнем	2	1
532	а образ	2	1
533	которое тоже	1	1
534	это относится	1	1
535	думать о	1	1
536	существует и	1	1
537	одном из	4	1
538	как и	22	1
539	с ними	6	1
540	многих других	2	1
541	к нам	2	1
542	время как	3	1
543	помнить что	1	1
544	есть тот	1	1
545	их в	3	1
546	вряд ли	4	1
547	земного шара	1	1
548	а именно	1	1
549	не есть	24	1
550	только то	1	1
551	в своей	2	1
552	доску с	1	1
553	мысли о	6	1
554	в слове	41	1
555	при ближайшем	1	1
556	на эту	1	1
557	как в	17	1
558	души в	2	1
559	стремление к	1	1
560	никто не	5	1
561	мира и	1	1
562	следовательно и	2	1
563	силу этого	1	1
564	так сказать	6	1
565	как с	1	1
566	на одном	2	1
567	от этого	2	1
568	и могут	1	1
569	в такой	2	1
570	его уже	1	1
571	или что	4	1
572	этому что	1	1
573	один и	2	1
574	так называемая	1	1
575	однако это	1	1
576	влагать в	1	1
577	после того	2	1
578	и любовью	1	1
579	том как	3	1
580	и следовательно	3	1
581	в себя	1	1
582	это было	3	1
583	его души	1	1
584	себя не	1	1
585	он сам	2	1
586	на его	4	1
587	людьми и	1	1
588	к мысли	4	1
589	друга что	1	1
590	и таких	1	1
591	в каждой	4	1
592	всей своей	1	1
593	из одного	3	1
594	в чем	6	1
595	в каком	8	1
596	эта связь	2	1
597	человек сознает	1	1
598	разные стороны	1	1
599	из коих	8	1
600	к связи	1	1
601	жизни то	2	1
602	на себе	3	1
603	он сразу	1	1
604	перейти к	1	1
605	что становится	1	1
606	могло бы	2	1
607	в одной	1	1
608	его разными	1	1
609	тем более	9	1
610	точки соприкосновения	1	1
611	таких слов	1	1
612	миром но	1	1
613	что они	2	1
614	бы в	3	1
615	а вместе	2	1
616	с первого	2	1
617	однако не	1	1
618	на них	2	1
619	с этим	12	1
620	это был	1	1
621	наоборот что	2	1
622	сказать и	2	1
623	нет ничего	2	1
624	и того	2	1
625	еще и	1	1
626	могли бы	3	1
627	не встречает	1	1
628	с образом	1	1
629	как показывает	1	1
630	все более	2	1
631	человека в	2	1
632	произвести то	1	1
633	там где	6	1
634	бы и	4	1
635	из предыдущего	2	1
636	на человека	2	1
637	не существует	5	1
638	и других	3	1
639	что душа	1	1
640	и более	4	1
641	одном смысле	1	1
642	впечатлений которые	1	1
643	для создания	2	1
644	чтобы найти	1	1
645	с конца	1	1
646	и состоит	2	1
647	да и	2	1
648	бы с	1	1
649	отличие от	2	1
650	между собой	1	1
651	и требует	1	1
652	не означает	1	1
653	видим что	1	1
654	эти последние	3	1
655	в очень	1	1
656	существование и	1	1
657	было в	6	1
658	что происходит	1	1
659	смерти и	1	1
660	мы уже	5	1
661	в наше	1	1
662	так для	1	1
663	до настоящего	1	1
664	другими словами	3	1
665	эти слова	2	1
666	эти два	1	1
667	говорить не	1	1
668	входит в	3	1
669	мир его	1	1
670	именно потому	1	1
671	но даже	3	1
672	целое но	1	1
673	не должно	1	1
674	отчет в	1	1
675	мы не	17	1
676	жизни из	1	1
677	явления природы	1	1
678	совсем не	2	1
679	практические выводы	1	1
680	не по	1	1
681	явления и	2	1
682	не отличаются	1	1
683	не связанных	1	1
684	в ней	11	1
685	языку и	2	1
686	но это	9	1
687	это для	1	1
688	стоит и	1	1
689	под сенью	1	1
690	как из	1	1
691	о сознательном	1	1
692	а через	1	1
693	но совершенно	1	1
694	от прежних	1	1
695	хотя это	1	1
696	только тогда	13	1
697	невозможно но	3	1
698	идти по	1	1
699	только как	9	1
700	что касается	1	1
701	есть то	3	1
702	к тем	4	1
703	а по	1	1
704	нужно было	2	1
705	есть сам	1	1
706	что уже	2	1
707	эта мысль	2	1
708	этому последнему	2	1
709	только на	4	1
710	но они	1	1
711	и их	4	1
712	в которую	1	1
713	сливаясь с	1	1
714	не были	4	1
715	тождество с	1	1
716	пор не	2	1
717	к одному	7	1
718	как она	2	1
719	и об	1	1
720	над другими	1	1
721	в строгом	1	1
722	связь между	6	1
723	начинается с	1	1
724	из двух	4	1
725	а между	6	1
726	на создание	1	1
727	иметь в	2	1
728	или его	1	1
729	факт что	1	1
730	по отношению	12	1
731	слова с	4	1
732	если человек	1	1
733	найти его	1	1
734	не следует	6	1
735	и до	2	1
736	более и	1	1
737	на людей	1	1
738	на стороне	2	1
739	от своего	2	1
740	на каждом	1	1
741	что когда	1	1
742	при помощи	2	1
743	тогда как	8	1
744	себе в	2	1
745	любви к	1	1
746	так называемых	3	1
747	не представляет	1	1
748	когда мы	4	1
749	нравственных качеств	1	1
750	которого в	3	1
751	тем фактом	1	1
752	указания на	2	1
753	в глаза	2	1
754	всего что	1	1
755	количестве чтобы	1	1
756	очень редких	1	1
757	на это	4	1
758	в нашей	1	1
759	было бы	16	1
760	некоторое время	3	1
761	на одну	1	1
762	чем с	1	1
763	на более	2	1
764	что здесь	1	1
765	или вообще	1	1
766	на бытие	1	1
767	нравственной жизни	1	1
768	с людьми	1	1
769	без всякого	2	1
770	заметить что	7	1
771	человеческой жизни	3	1
772	к двум	1	1
773	одного из	1	1
774	настоящее время	1	1
775	по всей	1	1
776	однако в	1	1
777	то по	2	1
778	в сфере	1	1
779	что среди	1	1
780	оно имеет	3	1
781	вера в	1	1
782	тем же	6	1
783	связь ее	1	1
784	затем в	1	1
785	с наиболее	1	1
786	первобытного человека	1	1
787	найти в	1	1
788	по себе	26	1
789	которое так	1	1
790	сделать из	1	1
791	а у	1	1
792	в самую	1	1
793	могут быть	6	1
794	всей вероятности	1	1
795	таких условиях	1	1
796	такою же	1	1
797	не можем	8	1
798	человека и	8	1
799	формы в	3	1
800	их с	1	1
801	целого и	1	1
802	в общих	2	1
803	эти категории	1	1
804	которое мы	2	1
805	но именно	1	1
806	языка как	1	1
807	из первых	1	1
808	в нашем	1	1
809	с этими	1	1
810	может показаться	1	1
811	это отличие	1	1
812	именно то	2	1
813	не знаем	5	1
814	и есть	4	1
815	место в	4	1
816	в понятие	1	1
817	том же	2	1
818	нам все	1	1
819	в ряд	1	1
820	времени в	1	1
821	связи со	1	1
822	в сознании	36	1
823	же в	3	1
824	что она	4	1
825	покоится на	1	1
826	он может	2	1
827	бытия и	1	1
828	языка с	2	1
829	бы быть	3	1
830	происходит в	2	1
831	язык в	1	1
832	если они	1	1
833	и горе	1	1
834	этого слова	14	1
835	в свой	2	1
836	какое содержание	1	1
837	и его	4	1
838	образ получает	1	1
839	следует заметить	1	1
840	его к	2	1
841	известной степени	1	1
842	можем составить	1	1
843	собственное имя	1	1
844	к новой	1	1
845	на душу	1	1
846	а как	2	1
847	и никогда	1	1
848	этой силы	1	1
849	что даже	5	1
850	а следовательно	1	1
851	с представлением	1	1
852	даже в	3	1
853	встречаются и	1	1
854	восстановить в	1	1
855	в ту	2	1
856	быть в	1	1
857	может и	1	1
858	к этим	1	1
859	к своей	2	1
860	друг друга	6	1
861	общих чертах	2	1
862	себя что	1	1
863	видели выше	1	1
864	в предшествующем	1	1
865	к ее	1	1
866	таким же	2	1
867	не представляется	1	1
868	и тот	5	1
869	которой нет	2	1
870	других языках	1	1
871	пусть эта	1	1
872	чтобы не	1	1
873	них только	1	1
874	ними в	3	1
875	в настоящее	1	1
876	но для	1	1
877	должны быть	3	1
878	в связь	1	1
879	понятия и	3	1
880	настоящего времени	3	1
881	себя в	1	1
882	на словах	2	1
883	ко многим	1	1
884	при всяком	1	1
885	так называемом	1	1
886	субстанция не	1	1
887	и ее	1	1
888	здесь не	1	1
889	одного и	2	1
890	человека то	2	1
891	думать что	6	1
892	ничего не	1	1
893	жизни с	1	1
894	есть не	9	1
895	души есть	1	1
896	лишь по	1	1
897	то время	7	1
898	здесь к	1	1
899	и во	1	1
900	может прийти	1	1
901	он должен	2	1
902	той же	6	1
903	судя по	3	1
