N	3gram	Bakhtin_Pr	StatiiOP
1	в том что	6	47
2	и т д	4	32
3	о том что	2	29
4	в этом отношении	3	24
5	для того чтобы	1	19
6	до сих пор	9	19
7	и т п	10	19
8	с точки зрения	21	14
9	с другой стороны	6	13
10	во всяком случае	4	13
11	не может быть	8	11
12	в самом деле	6	9
13	то же время	13	9
14	на то что	2	9
15	в то же	13	9
16	дело в том	1	9
17	можно было бы	3	9
18	тем не менее	2	8
19	к тому что	1	8
20	на самом деле	4	8
21	не только в	2	8
22	не в том	1	7
23	в конце концов	7	7
24	в данном случае	2	7
25	но все же	3	7
26	заключается в том	1	7
27	в то время	2	7
28	и в этом	5	7
29	том что он	5	7
30	так же как	1	6
31	в письме к	2	6
32	по отношению к	12	6
33	в этом смысле	12	6
34	так и в	2	6
35	не только не	2	6
36	по крайней мере	2	6
37	в одном из	2	6
38	что он не	1	5
39	то время как	2	5
40	в том же	1	5
41	нужно сказать что	1	5
42	но и в	1	5
43	тем что в	1	5
44	что же касается	1	5
45	то что в	1	5
46	т п в	1	5
47	с самого начала	1	5
48	после того как	1	5
49	то что он	1	4
50	так или иначе	1	4
51	сами по себе	4	4
52	с одной стороны	1	4
53	тем или иным	1	4
54	в связи с	1	4
55	к сожалению не	1	4
56	в другом месте	1	4
57	но это не	2	4
58	того или иного	1	4
59	говорит об этом	1	4
60	иметь в виду	1	4
61	на тему о	1	4
62	и в том	1	4
63	что и в	1	4
64	может быть это	1	3
65	ответ на вопрос	1	3
66	это не значит	3	3
67	своего времени и	1	3
68	и в этих	1	3
69	в той же	3	3
70	можно сказать что	2	3
71	в том числе	1	3
72	более или менее	4	3
73	потому что он	1	3
74	таким образом в	1	3
75	к тому же	2	3
76	это слово в	1	3
77	что это не	1	3
78	бы то ни	3	3
79	так как в	1	3
80	т е не	2	3
81	и только в	1	3
82	у пушкина но	1	3
83	и не в	1	3
84	в известном смысле	1	3
85	в лучшем случае	2	3
86	в значительной степени	1	3
87	в этом случае	1	3
88	всяком случае не	1	3
89	а вовсе не	2	3
90	т е в	3	3
91	прежде всего в	1	3
92	на этой почве	1	2
93	для него самого	2	2
94	у него есть	1	2
95	может быть назван	1	2
96	а не на	1	2
97	и в другом	1	2
98	и даже не	1	2
99	но вовсе не	1	2
100	в той или	1	2
101	хотя бы и	3	2
102	в этой статье	1	2
103	в драме и	1	2
104	а между тем	1	2
105	в зависимости от	5	2
106	между тем как	5	2
107	том числе и	1	2
108	точно так же	1	2
109	независимо от того	1	2
110	и в то	2	2
111	в каждом отдельном	1	2
112	в отличие от	4	2
113	и в других	2	2
114	уже после того	1	2
115	то ни было	2	2
116	не может не	1	2
117	то же самое	1	2
118	то что я	1	2
119	по этому пути	1	2
120	сам по себе	2	2
121	тому что в	1	2
122	а как бы	1	2
123	в свою очередь	1	2
124	но он не	1	2
125	той или иной	1	2
126	не столько в	1	2
127	он не только	2	2
128	это не так	1	2
129	не укладывается в	1	2
130	что как раз	1	2
131	в целом ряде	2	2
132	он не может	1	2
133	в настоящее время	3	2
134	на этот вопрос	2	2
135	кажется что в	1	2
136	я не могу	1	2
137	но в то	7	2
138	как мы видели	1	2
139	прежде всего необходимо	1	2
140	или лучше сказать	1	2
141	мы имеем в	1	2
142	как бы ни	1	2
143	так что в	1	2
144	к смертной казни	1	2
145	что в нем	1	2
146	ни в одном	3	2
147	тем что он	1	2
148	здесь не место	2	2
149	это прежде всего	1	2
150	но с другой	2	2
151	как и в	3	2
152	может быть и	2	2
153	он никогда не	1	1
154	она была для	1	1
155	том что о	1	1
156	та точка зрения	1	1
157	для него была	1	1
158	и со всеми	1	1
159	ни на одну	1	1
160	в конкретном и	1	1
161	но все эти	1	1
162	до самого последнего	1	1
163	а может быть	1	1
164	с полным правом	1	1
165	как будто бы	1	1
166	же время не	3	1
167	ни на минуту	1	1
168	а как материал	1	1
