N	3gram	Vygotskiy_	Sovremen
1	мы не можем	3	6
2	с точки зрения	31	5
3	в зависимости от	6	4
4	не может быть	6	4
5	мы видели что	3	3
6	не может не	1	3
7	с самого начала	13	3
8	друг с другом	6	2
9	в свою очередь	3	2
10	то же самое	11	2
11	во всяком случае	1	2
12	в конце развития	2	2
13	тем не менее	4	2
14	в отличие от	4	2
15	в настоящее время	1	2
16	по самому своему	1	1
17	что это совершенно	1	1
18	есть не что	1	1
19	все же в	1	1
20	что в каждом	1	1
21	но мы знаем	1	1
22	таким образом все	1	1
23	мы знаем что	2	1
24	в том что	24	1
25	что при таком	1	1
26	и именно в	1	1
27	сих пор в	1	1
28	на самом деле	2	1
29	дело идет о	1	1
30	не могут быть	3	1
31	в скрытом виде	1	1
32	точки зрения с	1	1
33	до сих пор	6	1
34	одной стороны и	4	1
35	в которой он	2	1
36	которому они относятся	1	1
37	представление о том	2	1
38	не что иное	1	1
39	в предыдущей главе	1	1
40	может быть в	1	1
41	в обоих случаях	1	1
42	в самом деле	4	1
43	но только не	1	1
44	в такой же	3	1
45	между ним и	1	1
46	во всех деталях	1	1
47	тот факт что	2	1
48	сводится только к	1	1
49	и могут быть	1	1
50	той или иной	2	1
51	ясно что при	1	1
52	и во всех	2	1
53	что иное как	1	1
54	в данном случае	5	1
55	же самое в	1	1
56	только ничего не	1	1
57	но все же	1	1
58	совершенно так же	1	1
59	в этом направлении	1	1
60	в биологии и	1	1
61	не только ничего	1	1
62	заключать в себе	2	1
63	и той же	5	1
64	в конечном счете	2	1
65	это значит что	1	1
66	с одной стороны	7	1
67	развития в зависимости	1	1
68	одной и той	5	1
69	к которому они	1	1
70	как одной из	1	1
71	в этой области	2	1
72	с этим вопросом	2	1
73	в известном смысле	2	1
74	в одном случае	2	1
75	такой же мере	3	1
76	в самом конце	1	1
77	со всеми ее	1	1
78	развития с точки	1	1
79	так же как	13	1
80	по аналогии с	1	1
81	вопрос о методе	1	1
82	то же время	1	1
83	она не может	1	1
84	из этих двух	1	1
85	по отношению к	9	1
86	и может быть	1	1
87	в то же	2	1
88	оно может быть	1	1
89	говорить только о	1	1
90	заключает в себе	2	1
91	только и могут	2	1
92	это совершенно невозможно	1	1
93	на этот вопрос	1	1
94	но отнюдь не	1	1
95	вместе с понятием	1	1
96	в этом эксперименте	1	1
97	чем в первом	1	1
98	заключают в себе	1	1
99	и в этом	2	1
100	дело если бы	1	1
101	в этом случае	15	1
102	и есть то	1	1
103	же самое что	3	1
104	шаг за шагом	1	1
105	и ничего не	1	1
106	все эти три	2	1
107	можно было бы	5	1
108	друг на друга	2	1
109	в этом смысле	2	1
110	приводит и к	1	1
111	в процессе развития	1	1
112	в себе в	2	1
113	у нас на	1	1
114	и не может	2	1
115	конце развития мы	1	1
116	не давая себе	1	1
117	тем же законам	1	1
118	на этой стадии	2	1
119	в наших экспериментах	1	1
