N	3gram	Vygotskiy_	Mirosoze
1	не может быть	6	28
2	в том что	24	9
3	это и есть	1	9
4	для того чтобы	24	7
5	в высшей степени	1	7
6	и в этом	2	6
7	вместе с тем	6	6
8	о том что	4	6
9	есть прежде всего	1	6
10	там и здесь	1	6
11	и там и	1	6
12	друг к другу	3	6
13	до сих пор	6	5
14	и вместе с	2	5
15	на этом пути	1	5
16	что и в	1	5
17	но и в	1	5
18	должно привести к	1	5
19	прежде всего в	2	5
20	после того как	1	5
21	что он не	1	4
22	по отношению к	9	4
23	заключает в себе	2	4
24	его отношение к	1	4
25	потому что в	1	4
26	в конце концов	1	4
27	от того что	2	4
28	на то что	5	4
29	в то время	8	4
30	не что иное	1	4
31	потому что он	4	4
32	можно было бы	5	4
33	то время как	7	4
34	что иное как	1	4
35	не может уже	1	3
36	она не может	1	3
37	как бы не	1	3
38	том что он	2	3
39	для него и	1	3
40	есть не что	1	3
41	не может не	1	3
42	к тому что	10	3
43	по своему значению	3	3
44	по сравнению с	20	3
45	это значит что	1	3
46	и той же	5	3
47	как и все	1	3
48	одной и той	5	3
49	и ничего не	1	3
50	так же как	13	3
51	в значительной степени	1	3
52	не до конца	2	3
53	же как и	3	3
54	с тем что	1	3
55	во всяком случае	1	3
56	также и в	1	3
57	как и в	4	3
58	смысле этого слова	4	2
59	что она не	1	2
60	в этом направлении	1	2
61	не только в	2	2
62	он не может	1	2
63	нельзя было бы	1	2
64	и в конце	2	2
65	именно потому что	1	2
66	том что в	3	2
67	но также и	1	2
68	это означает что	1	2
69	одну и ту	1	2
70	есть и в	1	2
71	и не может	2	2
72	потому что не	1	2
73	к другу и	1	2
74	и во всяком	1	2
75	и ту же	1	2
76	в том смысле	2	2
77	в одном отношении	1	2
78	одно из самых	1	2
79	тем что он	1	2
80	у нас на	1	2
81	подобно тому как	2	2
82	не могут быть	3	2
83	оно не может	1	2
84	к учению о	1	2
85	что оно не	1	2
86	никогда не может	1	2
87	все равно что	1	2
88	по своей природе	4	2
89	она не имеет	1	2
90	в этом отношении	7	2
91	и он сам	1	1
92	в самом начале	5	1
93	мере в какой	2	1
