N	2gram	Losev_Prob	Problema
1	то есть	61	46
2	в его	12	43
3	и не	63	42
4	и в	64	38
5	познания и	1	30
6	не может	18	27
7	может быть	29	26
8	как бы	18	22
9	в художественном	1	20
10	отнюдь не	15	19
11	и с	12	17
12	и его	3	16
13	в этом	30	15
14	в нем	14	15
15	и т	13	14
16	прежде всего	17	13
17	только в	19	13
18	т п	1	13
19	независимо от	2	13
20	но не	13	12
21	в искусстве	3	12
22	за пределы	6	12
23	ни в	13	11
24	во всех	9	11
25	художественного произведения	1	11
26	и для	10	11
27	в области	8	11
28	таким образом	9	10
29	в их	7	10
30	отношение к	1	10
31	к нему	5	10
32	не только	37	9
33	его в	9	9
34	имеет дело	1	9
35	не имеет	8	9
36	но и	23	9
37	для нее	1	8
38	в том	19	8
39	и др	2	8
40	и как	10	8
41	художественное произведение	1	8
42	входит в	4	8
43	то что	72	8
44	было бы	16	8
45	место в	2	8
46	точки зрения	5	8
47	что в	21	7
48	в самом	10	7
49	и становится	1	7
50	не в	6	7
51	вообще не	5	7
52	как и	7	7
53	в своей	8	7
54	совершенно не	7	7
55	между тем	3	7
56	но отнюдь	4	7
57	с другой	8	7
58	как мы	10	7
59	в плане	2	7
60	слова в	1	7
61	еще не	18	7
62	с точки	3	6
63	содержания и	2	6
64	самом деле	10	6
65	отношения к	2	6
66	все же	7	6
67	не есть	49	6
68	произведение в	1	6
69	в психике	1	6
70	мы можем	8	6
71	только как	2	6
72	есть чисто	2	6
73	в пределах	2	6
74	а в	7	6
75	и наконец	3	6
76	ничего не	20	6
77	не к	1	6
78	можно только	2	6
79	так и	17	5
80	все они	2	5
81	должно быть	3	5
82	то же	10	5
83	это не	7	5
84	при этом	8	5
85	в своем	7	5
86	с ним	4	5
87	тем как	1	5
88	имеет место	1	5
89	не на	4	5
90	в них	8	5
91	в основе	4	5
92	быть только	3	5
93	для познания	1	5
94	художественном произведении	1	5
95	все эти	15	5
96	к единству	1	5
97	не нужно	6	5
98	дело и	1	5
99	может иметь	3	5
100	в содержание	1	5
101	а не	21	5
