N	4gram	Bakhtin_Fr	Istorich
1	не что иное как	1	11
2	мы уже знаем что	1	9
3	так же как и	2	9
4	но вместе с тем	1	8
5	совершенно так же как	2	8
6	есть не что иное	1	5
7	таким образом и здесь	1	4
8	то же самое что	1	4
9	один и тот же	1	3
10	и целый ряд других	1	3
11	до сих пор не	1	3
12	с одной стороны и	1	3
13	но мы уже знаем	1	3
14	с другой стороны эта	1	2
15	в соответствии с этим	1	2
16	а в связи с	1	2
17	с другой стороны в	1	2
18	одной и той же	1	2
19	но все это не	1	2
20	одно и то же	1	2
21	мы видим что в	1	2
22	же как и в	1	2
23	о том как он	1	2
24	на самом же деле	4	2
25	дело в том что	4	2
26	и не может быть	1	2
27	в том числе и	3	2
28	мы видим таким образом	1	2
29	но это все же	1	1
30	и в соответствии с	1	1
31	видели какую роль играет	1	1
32	даже там где он	1	1
33	но это конечно не	1	1
34	в том что в	1	1
35	сказать что и в	1	1
36	убежден в том что	1	1
37	в связи с этим	3	1
38	не может так как	1	1
39	которой мы здесь не	1	1
40	но он не может	1	1
41	большую роль и в	1	1
42	из стороны в сторону	1	1
43	не дает нам никакого	1	1
44	нами в предыдущей главе	1	1
45	не имеют ничего общего	1	1
46	в огромном большинстве случаев	1	1
47	мы можем сказать что	1	1
48	в сопровождении своего отца	1	1
49	вместе с тем и	1	1
50	в данном случае они	1	1
51	одна и та же	1	1
52	тем не менее он	1	1
53	как и все подобные	1	1
54	он никак не мог	1	1
55	не только для того	1	1
56	между жизнью и смертью	1	1
57	как это утверждают некоторые	1	1
58	имеют ничего общего с	1	1
59	и в других странах	1	1
60	в средние века и	1	1
61	мы видели какую роль	1	1
62	почву на которой он	1	1
63	в большей или меньшей	1	1
64	только для того чтобы	2	1
65	в то же время	14	1
