N	2gram	Bakhtin_Fr	Sovremen
1	не может	4	17
2	может быть	5	12
3	точки зрения	6	12
4	таким образом	34	11
5	мы не	2	9
6	в каждом	1	8
7	в этом	21	7
8	и в	73	7
9	мы можем	1	6
10	в результате	7	6
11	каждый раз	3	6
12	как и	19	6
13	ничего не	4	6
14	и не	13	6
15	с точки	4	5
16	прежде всего	18	5
17	что же	1	5
18	все эти	24	5
19	в условиях	1	5
20	и наконец	6	5
21	в дальнейшем	3	4
22	а в	10	4
23	так как	9	4
24	это не	7	4
25	не только	11	4
26	в развитии	2	4
27	с помощью	11	4
28	как бы	15	4
29	если мы	2	4
30	каждого элемента	1	4
31	их в	5	4
32	жизни и	6	4
33	вместе с	9	4
34	в целом	1	4
35	же это	1	4
36	в том	13	4
37	из них	6	4
38	мы видели	7	4
39	и к	6	3
40	и потому	6	3
41	видели что	1	3
42	на этой	4	3
43	с самого	2	3
44	уже в	9	3
45	то же	16	3
46	при этом	5	3
47	не в	12	3
48	а не	2	3
49	в системе	2	3
50	для нас	2	3
51	все это	19	3
52	как он	4	3
53	в одном	5	3
54	у нас	4	3
55	самого начала	1	3
56	в конце	9	3
57	ведь это	3	3
58	и т.д	3	3
59	было бы	5	3
60	в первом	1	3
61	у всех	2	3
62	в этой	18	3
63	момент времени	1	3
64	он в	2	3
65	и все	19	3
66	мы называем	1	3
67	в себе	16	3
68	следующим образом	1	3
69	не подлежит	4	3
70	он может	3	3
71	одна из	7	3
72	состоит из	1	3
73	все же	2	3
74	в области	3	3
75	между собой	2	3
76	в нем	18	3
77	но в	12	3
78	еще не	3	3
79	с этим	4	2
80	что в	14	2
81	в самом	9	2
82	развития он	1	2
83	мы видим	13	2
84	значение в	2	2
85	и что	5	2
86	для развития	1	2
87	отличие от	1	2
88	которой он	2	2
89	ее на	1	2
90	с одной	3	2
91	теперь же	1	2
92	такого рода	1	2
93	в свою	3	2
94	из этих	1	2
95	в его	18	2
96	во всяком	2	2
97	не будем	2	2
98	в которую	1	2
99	еще более	4	2
100	с совершенно	1	2
101	от явлений	1	2
102	что это	9	2
103	в некоторых	1	2
104	по мнению	1	2
105	из которых	2	2
106	может иметь	2	2
107	если же	1	2
108	на его	1	2
109	все те	2	2
110	конечно в	2	2
111	рот и	2	2
112	у него	13	2
113	для его	2	2
114	не могут	3	2
115	в новых	3	2
116	в виде	2	2
117	со всеми	4	2
118	а на	4	2
119	свою очередь	3	2
120	и даже	4	2
121	как известно	1	2
122	самом деле	4	2
123	в которой	3	2
124	но все	5	2
125	некоторое время	1	2
126	же самое	1	2
127	ли оно	1	2
128	который как	1	2
129	как мы	19	2
130	настоящее время	1	2
131	она может	1	2
132	тем же	1	2
133	и во	4	2
134	той же	9	2
135	в таком	1	2
136	в нашем	2	2
137	уже не	2	2
138	не знаем	2	2
139	и есть	3	2
140	и они	1	2
141	что все	3	2
142	или иной	1	2
143	на этот	1	2
144	такой же	3	2
145	на этом	6	2
146	роль в	4	2
147	так сказать	5	2
148	же мы	2	2
149	и по	4	2
150	из четырех	2	2
151	времени и	2	2
152	на котором	1	2
153	между всеми	2	2
154	из одного	4	2
155	в настоящее	1	2
156	известных нам	1	2
157	знаем что	1	2
158	на другом	2	2
159	тот же	3	2
160	подлежит сомнению	1	2
161	всяком случае	1	2
162	он должен	1	2
163	сказать классический	1	1
164	во всех	13	1
165	можно наблюдать	2	1
166	все они	7	1
167	остановимся здесь	1	1
168	какая-нибудь одна	1	1
169	лишь там	1	1
170	необходимость в	1	1
171	которые в	2	1
172	они все	1	1
173	к которому	2	1
174	что один	1	1
175	именно к	1	1
176	это и	1	1
177	затем идет	1	1
178	его и	1	1
179	в свое	2	1
180	этого явления	1	1
181	образом все	2	1
182	во втором	1	1
183	то он	2	1
184	человека в	3	1
185	к различным	1	1
186	и снова	2	1
187	поэтому что	1	1
188	чем же	2	1
189	немного в	1	1
190	не является	1	1
191	в данном	3	1
192	до сих	3	1
193	все его	3	1
194	он уже	2	1
195	еще раз	1	1
196	и более	1	1
197	та же	7	1
198	же они	1	1
199	всеми ее	1	1
