N	3gram	Losev_Prob	KFilosof
1	по отношению к	2	22
2	не может быть	2	11
3	с точки зрения	13	10
4	может быть только	6	7
5	ни в чем	2	4
6	в чем не	2	4
7	того или иного	2	3
8	и только в	1	3
9	в этом смысле	4	3
10	на самом деле	2	3
11	между тем как	1	3
12	и в своей	1	3
13	в нем и	2	3
14	и в этом	1	3
15	то что я	1	2
16	в том что	13	2
17	все эти моменты	1	2
18	той или иной	4	2
19	ни в каком	1	2
20	ничего общего не	1	2
21	во всем его	1	2
22	то или иное	1	2
23	дело здесь не	1	2
24	тем не менее	8	2
25	и ни в	2	2
26	здесь мы имеем	1	2
27	в то же	2	2
28	на первом плане	3	2
29	вовсе не есть	2	2
30	то ни было	2	2
31	бы то ни	4	2
32	вопрос о том	1	2
33	то же время	1	2
34	при условии своей	1	1
35	всем том что	1	1
36	как одно из	1	1
37	в свою очередь	2	1
38	и тем не	1	1
39	и как бы	2	1
40	оставить в стороне	1	1
41	это не значит	1	1
42	я есмь и	1	1
43	здесь нет никакого	1	1
44	вместе с тем	5	1
45	равно как и	2	1
46	мы прежде всего	1	1
47	по себе а	2	1
48	во всяком случае	6	1
49	то что и	2	1
50	и всех других	1	1
51	на то что	2	1
52	он должен быть	1	1
53	на задний план	1	1
54	в большинстве случаев	1	1
55	в том смысле	2	1
56	на том что	1	1
57	здесь вовсе не	2	1
58	в средние века	1	1
59	и ни к	1	1
60	это не имеет	2	1
61	то же самое	2	1
62	в самом своем	1	1
63	это уже не	2	1
64	ясно что это	1	1
65	но и тут	1	1
66	ту или иную	1	1
67	и не в	2	1
68	в том же	1	1
69	для того чтобы	3	1
70	только в том	2	1
71	не значит что	1	1
72	или в виде	1	1
73	уже не в	1	1
74	с ним в	2	1
75	человека но не	1	1
76	не в том	1	1
77	в настоящее время	7	1
78	едва ли кто-нибудь	2	1
79	несмотря на то	1	1
80	как это было	1	1
81	до сих пор	3	1
82	не потому что	1	1
83	дело в том	4	1
84	но в то	2	1
85	и в котором	1	1
86	он вступает в	1	1
87	здесь не в	3	1
88	это нисколько не	1	1
89	это и не	2	1
90	то что этот	1	1
91	и это будет	1	1
92	не было и	1	1
93	и не нужно	1	1
94	не менее в	2	1
95	в нем не	1	1
96	и то что	3	1
97	не содержится в	1	1
98	том что мы	1	1
99	зависит от того	1	1
100	людей и их	3	1
101	и все же	1	1
102	до того что	1	1
103	к тому что	1	1
104	не в смысле	1	1
105	а именно в	3	1
106	и в его	1	1
107	той или другой	1	1
108	в известном смысле	1	1
109	общего не имеет	1	1
110	причем все эти	1	1
111	только тогда когда	3	1
112	это и есть	2	1
113	но это не	1	1
114	ведь это не	1	1
