N	3gram	Tiupa_Anal	Literetu
1	в том что	13	21
2	в то же	9	21
3	то же время	7	21
4	по отношению к	9	12
5	в е годы	1	12
6	с одной стороны	6	12
7	не может быть	17	11
8	в данном случае	3	11
9	в отличие от	8	11
10	состоит в том	6	11
11	в конечном счете	5	10
12	так или иначе	1	10
13	о том что	8	10
14	в этом отношении	5	10
15	на наш взгляд	6	9
16	присутствия в мире	3	8
17	с точки зрения	6	8
18	не говоря уже	1	8
19	с другой стороны	2	7
20	говоря уже о	1	6
21	в том числе	3	6
22	к тому же	6	6
23	между я и	1	6
24	из того что	3	6
25	подобно тому как	5	6
26	не только в	3	6
27	едва ли не	1	6
28	с этой точки	2	5
29	тем не менее	3	5
30	еще в году	1	5
31	в соответствии с	2	5
32	при этом как	1	5
33	в том чтобы	7	5
34	этой точки зрения	2	5
35	в связи с	2	5
36	прежде всего в	2	5
37	в силу своей	3	4
38	по аналогии с	1	4
39	и тем самым	2	4
40	то ни было	3	4
41	бы то ни	3	4
42	я в мире	2	4
43	начале х годов	2	4
44	в начале х	2	4
45	и то что	1	4
46	в коммуникативном событии	1	3
47	культуры в целом	1	3
48	факторов художественного впечатления	8	3
49	и т п	3	3
50	объекта и адресата	1	3
51	в самом деле	3	3
52	в том же	1	3
53	полном соответствии с	1	3
54	духовного общения людей	1	3
55	речь идет о	1	3
56	не сводится к	2	3
57	один в другом	1	3
58	самим собою без	1	3
59	эстетического субъекта в	1	3
60	культуре уединенного сознания	1	3
61	то же самое	3	3
62	той или иной	8	3
63	только в том	1	3
64	другого в себе	2	3
65	в равной степени	2	3
66	быть не может	3	3
67	по этой причине	2	3
68	в свою очередь	1	3
69	никогда не бывает	1	3
70	в своего рода	1	3
71	в полном соответствии	1	3
72	на то что	2	3
73	не столько в	1	3
74	собою без другого	1	3
75	в ые годы	1	3
76	себя в другом	3	3
77	по крайней мере	4	3
78	но и не	5	3
79	стать самим собою	1	3
80	том же году	1	3
81	а то и	1	3
82	как совокупность факторов	2	3
83	во всяком случае	1	3
84	и в частности	1	3
85	том числе и	1	3
86	сознания тогда как	1	3
87	совокупность факторов художественного	2	3
88	без другого я	1	2
89	тех пор пока	1	2
90	в самом начале	3	2
91	обойтись без другого	1	2
92	свое частное бытие	1	2
93	в сочетании с	7	2
94	во-вторых они не	1	2
95	не поглощает частных	1	2
96	в воспринимающем сознании	1	2
97	дело не только	1	2
98	не байрон я	1	2
99	интенциональные намерения творческих	1	2
100	которой устремляются интенциональные	1	2
101	субъекта и адресата	1	2
102	друга а напротив	1	2
103	субъекта объекта и	1	2
104	им полный простор	1	2
105	имеется в виду	1	2
106	все той же	2	2
107	а раскрывая себя	1	2
108	не знает категории	2	2
109	для того чтобы	3	2
110	сказать и о	1	2
111	исключают друг друга	1	2
112	по отношению ко	1	2
113	не так как	1	2
114	взаимно полагают себя	1	2
115	определяется не индивидуальностью	1	2
116	солидарны между собою	1	2
117	и то же	2	2
118	уже и не	1	2
119	в своем составе	1	2
120	целого а утверждают	1	2
121	наконец в-третьих эта	1	2
122	найти себя в	2	2
123	в качестве эстетического	1	2
124	них дает им	1	2
125	а утверждают свое	1	2
126	не индивидуальностью художника	1	2
127	всегда бежит повторения	1	2
128	взаимоотражении во взаимоприятии	1	2
129	полный простор в	1	2
130	не могу стать	1	2
131	в себе во	1	2
132	ли не в	1	2
133	в отношении к	1	2
134	подавляет и не	1	2
135	напротив взаимно полагают	1	2
136	между тем как	2	2
137	как нам представляется	1	2
138	единой всеобщей основе	1	2
139	в то что	1	2
140	лирического героя в	1	2
141	и вместе с	1	2
142	не исключают друг	1	2
143	субъекта уединенного сознания	2	2
144	тех или иных	3	2
145	другом найдя другого	2	2
146	между собою когда	1	2
147	себе во взаимоотражении	1	2
148	байрон я другой	1	2
149	могу стать самим	1	2
150	а с другой	1	2
151	быть может наиболее	1	2
152	оказывается своего рода	1	2
153	границей к которой	1	2
154	исключают целого а	1	2
155	не только не	2	2
156	простор в себе	1	2
157	всеобщего личного самоопределения	1	2
158	к которой устремляются	1	2
159	это всего лишь	1	2
160	нет я не	1	2
161	без другого не	1	2
162	друг друга а	1	2
163	они не исключают	1	2
164	и рецептивного сознаний	1	2
165	к тому что	2	2
166	я должен найти	1	2
167	полагают себя один	1	2
168	в этой связи	2	2
169	во взаимоотражении во	1	2
170	а не только	2	2
171	в равной мере	2	2
172	не подавляет и	1	2
173	в значительной степени	1	2
174	я не байрон	1	2
175	могли бы быть	2	2
176	основе когда наконец	1	2
177	в принципе не	3	2
178	не могу обойтись	1	2
179	мы имеем дело	7	2
180	когда наконец в-третьих	1	2
181	собою когда во-вторых	1	2
182	другом солидарны между	1	2
183	себя один в	1	2
184	когда во-вторых они	1	2
185	а напротив взаимно	1	2
186	тогда как сам	1	2
187	всеобщей основе когда	1	2
188	вместе с тем	1	2
189	не удивительно что	2	2
190	креативного и рецептивного	1	2
191	если говорить о	2	2
192	частных элементов а	1	2
193	раскрывая себя в	1	2
194	но и в	3	2
195	обратим внимание на	1	2
196	о себе не	1	2
197	дает им полный	1	2
198	так и не	5	2
199	частное бытие на	1	2
200	одним из первых	1	2
201	элементов а раскрывая	1	2
202	не исключают целого	1	2
203	должен найти себя	1	2
204	и в самом	3	2
205	в свое время	3	2
206	и адресата эстетического	1	2
207	в виду не	1	2
208	и не поглощает	1	2
209	в полной мере	3	2
210	знаменательна в этом	1	2
211	до тех пор	1	2
212	художественного творчества в	1	2
213	в-третьих эта всеединая	1	2
214	отношения между я	1	2
215	я не могу	1	2
216	другого я должен	1	2
217	одно и то	2	2
218	эта всеединая основа	1	2
219	как и следовало	1	2
220	в другом найдя	2	2
221	с действительной жизнью	1	2
222	можно было бы	1	2
223	с легкой руки	2	2
224	бытие на единой	1	2
225	в этом случае	4	2
226	несет в себе	1	2
227	коммуникативного события особого	1	2
228	и представляет собой	4	2
229	намерения творческих актов	1	2
230	утверждают свое частное	1	2
231	могу обойтись без	1	2
232	не оставляет места	1	2
233	на первый взгляд	1	2
234	во второй половине	1	2
235	себя в них	1	2
236	устремляются интенциональные намерения	1	2
237	события особого рода	1	2
238	в другом солидарны	1	2
239	найдя другого в	2	2
240	в целом но	1	2
241	в этой ситуации	1	2
242	в них дает	1	2
243	что же касается	1	2
244	поглощает частных элементов	1	2
245	на единой всеобщей	1	2
246	в этом контексте	2	2
247	другого не могу	1	2
248	ментальность мы вынуждены	1	1
249	потому что я	1	1
250	по воле автора	1	1
251	но то что	1	1
252	решение вопроса о	1	1
253	в той или	3	1
254	особую значимость приобретает	1	1
255	как и во	1	1
256	а отнюдь не	1	1
257	роль по отношению	1	1
258	сверхиндивидуального и вневременного	1	1
259	произнесенное или осмысленно	1	1
260	только в присутствии	2	1
261	читателя нужно поставить	1	1
262	плодом сверхиндивидуального и	1	1
263	цельность как бы	1	1
264	как будто бы	1	1
265	нашем случае это	1	1
266	все того же	2	1
267	человека в мире	1	1
268	на том или	1	1
269	жизни по всеохватывающей	1	1
270	от себя к	1	1
271	составляет прямую противоположность	1	1
272	в рамках определенной	1	1
273	третьего слушателя который	1	1
274	к физическому воплощению	1	1
275	новое эстетическое решение	1	1
276	художественной культуры в	1	1
277	в той мере	2	1
278	на первом слоге	1	1
279	бытие человека и	1	1
280	как раз не	1	1
281	своей полноте и	1	1
282	его что находится	1	1
283	к дезонтологизации искусства	1	1
284	по всеохватывающей своей	1	1
285	и не становится	1	1
286	том что искусство	1	1
287	при наличии которой	1	1
288	нужно поставить на	1	1
289	каждый из которых	1	1
290	и позволяют их	1	1
291	требуется лишь от	1	1
292	а не так	1	1
293	искусства такое отношение	1	1
294	внутреннего и внешнего	2	1
295	но отнюдь не	2	1
296	грамотных читать пушкина	1	1
297	п тейяр де	1	1
298	сознания но по	1	1
299	продукт социального взаимодействия	1	1
300	коммуникативного события социокультурного	1	1
301	цикла к тому	1	1
302	на все моменты	1	1
303	трех говорящего автора	1	1
304	единого словечка он	1	1
305	такое отношение к	1	1
306	в этом ряду	3	1
307	всегда наличествует и	1	1
308	хотя бы и	1	1
309	иосиф бродский в	1	1
310	характерно в этом	1	1
311	нуждается в объекте	1	1
312	жизни но и	1	1
313	требуется чтобы он	1	1
314	не собственного задания	1	1
315	я и другого	2	1
316	чтобы он заранее	1	1
317	во внешнем мире	2	1
318	частные элементы в	1	1
319	влияние на все	1	1
320	организатором коммуникативного события	1	1
321	читателя и того	1	1
322	на своих и	1	1
323	бродский в своей	1	1
324	само бытие человека	1	1
325	самом начале своего	1	1
326	литературного произведения как	5	1
327	объект эстетического отношения	1	1
328	рассказ о счастье	1	1
329	вопроса о границах	1	1
330	от воспринимающего субъекта	1	1
331	не в том	3	1
332	далеко не всегда	2	1
333	того о ком	1	1
334	более или менее	2	1
335	о жизни по	1	1
336	я других людей	1	1
337	вместе с ними	1	1
338	раз качественно новое	1	1
339	на себе и	1	1
340	и следовало ожидать	1	1
341	о мире и	1	1
342	в этом втором	1	1
343	все время учитывает	1	1
344	как бы не	2	1
345	позволяют их умственные	1	1
346	есть глубочайшее общение	1	1
347	коммуникативного события отсюда	1	1
348	а в том	1	1
349	момента когда созреет	1	1
350	всей своей полноте	1	1
351	всем без исключения	1	1
352	именно в этом	2	1
353	во-первых частные элементы	1	1
354	начало и конец	1	1
355	вновь и вновь	1	1
356	до сих пор	1	1
357	я во внешнем	2	1
358	в глубине души	1	1
359	сам но то	1	1
360	или иной культурной	1	1
361	работу совершает не	1	1
362	он не привносит	1	1
363	привносит от себя	1	1
364	в такой же	1	1
365	не свидетельствует о	1	1
366	строчки ложатся в	1	1
367	повторения и подсказывает	1	1
368	образ мира в	1	1
369	человека и внешнее	1	1
370	максим максимыч в	1	1
371	и продукт социального	1	1
372	или осмысленно написанное	1	1
373	и в словах	1	1
374	собственно говоря и	3	1
375	оставляет места и	1	1
376	в зависимости от	1	1
377	или о чем	1	1
378	однако с точки	1	1
379	было бы именовать	1	1
380	элементы в нашем	1	1
381	социального взаимодействия трех	1	1
382	бежит повторения и	1	1
383	уже сущего вечного	1	1
384	нельзя сказать что	1	1
385	о чем говорят	1	1
386	или перцептивных актов	1	1
387	текст литературного произведения	1	1
388	на отдельные слова	1	1
389	виртуальной границей к	1	1
390	но и его	1	1
391	что находится над	1	1
392	качественно новое эстетическое	1	1
393	человеческого я в	1	1
394	выражение и продукт	1	1
395	в обратном порядке	1	1
396	который и оказывает	1	1
397	во всей своей	1	1
398	виду не только	1	1
399	и внутреннее есть	1	1
400	душевные потребности и	1	1
401	а затем и	1	1
402	внутреннего я во	2	1
403	всеохватывающей своей широте	1	1
404	находится над ним	1	1
405	того требуют их	1	1
406	это ни парадоксально	1	1
407	и вневременного творчества	1	1
408	существеннейшее влияние на	1	1
409	не только на	1	1
410	требуют их душевные	1	1
411	подлинно художественном тексте	1	1
412	и в пределах	2	1
413	пусть и поэтапно	1	1
414	и того же	2	1
415	автором и читателем	1	1
416	принципе не может	1	1
417	потребности и позволяют	1	1
418	не столько о	1	1
419	предмету требуется лишь	1	1
420	и т.п и	1	1
421	в частности в	2	1
422	покойного ивана петровича	1	1
423	художественное произведение является	1	1
424	мы вынуждены констатировать	1	1
425	как раз и	2	1
426	внутреннее есть глубочайшее	1	1
427	сама по себе	1	1
428	а не с	2	1
429	в том уникальном	1	1
430	в белоснежную тетрадь	1	1
431	отношение к предмету	1	1
432	их умственные способности	1	1
433	и того о	1	1
434	в художественном тексте	2	1
435	присутствия личности в	1	1
436	автор литературного произведения	1	1
437	при этом от	1	1
438	по этому пути	1	1
439	в качестве своего	2	1
440	и трагическое есть	1	1
441	литературного процесса и	1	1
442	природе того что	1	1
443	какое-то утверждение о	1	1
444	в присутствии эстетического	1	1
445	в истинном значении	1	1
446	о том как	1	1
447	одного и того	2	1
448	ним и управляет	1	1
449	не более чем	4	1
450	то что выше	1	1
451	произведения в его	2	1
452	известную цельность как	1	1
453	при таком взгляде	1	1
454	касается искусства то	1	1
455	видится не в	1	1
456	слово есть выражение	1	1
457	утверждение о жизни	1	1
458	оказывает существеннейшее влияние	1	1
459	и поэтапно изменяющуюся	1	1
460	в произведении искусства	3	1
461	классических текстов русской	1	1
462	оставляющий места для	1	1
463	я чувствую себя	1	1
464	тогда как для	1	1
465	духовно уже сущего	1	1
466	а не в	3	1
467	такой же мере	1	1
468	и в этом	4	1
469	в этом последнем	1	1
470	как единосущную пусть	1	1
471	он заранее создавал	1	1
472	искусства всегда наличествует	1	1
473	слова не разложимое	1	1
474	могло бы показаться	1	1
475	в своей нобелевской	1	1
476	в нашем случае	3	1
477	когда созреет воспринимающее	1	1
478	произведение искусства есть	1	1
479	взаимодействие автора и	1	1
480	той виртуальной границей	1	1
481	в ответ на	2	1
482	и внешнее и	1	1
483	в диалоге с	1	1
484	и себя самого	1	1
485	есть не более	1	1
486	а как бы	1	1
487	взаимодействия трех говорящего	1	1
488	просто продиктованные строчки	1	1
489	то есть в	2	1
490	одну из его	1	1
491	поскольку произведение искусства	1	1
492	есть рассказ о	1	1
493	вслед за ним	1	1
494	чем обратиться к	1	1
495	не только для	1	1
496	вместе с ним	2	1
497	со стороны субъекта	1	1
498	и тем же	1	1
499	в коммуникативное событие	1	1
500	в ссср электрификацию	1	1
501	пишет под диктовку	1	1
502	над ним и	1	1
503	и ждет только	1	1
504	пушкина как он	2	1
505	прежде чем обратиться	1	1
