N	2gram	Bakhtin_Fr	SlovoVZh
1	не может	5	16
2	может быть	10	14
3	точки зрения	8	14
4	как бы	7	13
5	и его	26	13
6	таким образом	22	12
7	и в	68	12
8	отношению к	2	11
9	по отношению	3	11
10	в нашем	5	11
11	и не	25	10
12	так как	7	9
13	если бы	3	9
14	прежде всего	23	8
15	для нас	1	7
16	сказать что	3	7
17	художественного произведения	1	7
18	нашем примере	3	7
19	все время	3	6
20	в ней	6	6
21	слова и	3	6
22	с помощью	5	6
23	в том	12	6
24	художественную форму	1	6
25	только в	9	6
26	в нем	12	6
27	при этом	5	6
28	и др	9	5
29	можно сказать	2	5
30	что мы	1	5
31	хотя бы	2	5
32	то же	14	5
33	а не	6	5
34	в виду	8	5
35	то что	11	5
36	в жизни	1	5
37	как и	17	5
38	как в	4	5
39	отнюдь не	1	5
40	том что	6	5
41	и следовательно	3	5
42	но в	20	5
43	никогда не	2	5
44	в самом	6	4
45	и к	4	4
46	в литературе	10	4
47	и на	16	4
48	не только	21	4
49	ни было	1	4
50	на самом	7	4
51	от того	1	4
52	его в	7	4
53	литературы и	1	4
54	мы все	1	4
55	с другой	8	4
56	не в	2	4
57	дело в	4	4
58	отношение к	11	4
59	что не	1	4
60	так и	8	4
61	уже не	2	4
62	жизни и	6	4
63	в этом	28	4
64	все же	6	4
65	к нему	4	4
66	бы то	1	3
67	как к	1	3
68	и с	15	3
69	ее и	1	3
70	до сих	6	3
71	это как	2	3
72	и более	2	3
73	в котором	3	3
74	и по	4	3
75	мы не	3	3
76	то ни	1	3
77	между тем	3	3
78	для него	7	3
79	с ним	3	3
80	того что	3	3
81	быть и	2	3
82	и уже	1	3
83	когда он	1	3
84	в некоторых	1	3
85	имеет в	2	3
86	все это	6	3
87	он должен	1	3
88	отражает в	1	3
89	ни в	6	3
90	в пределах	1	3
91	конечно не	4	3
92	по себе	1	3
93	так же	3	3
94	в них	19	3
95	в творчестве	5	3
96	самом деле	5	3
97	только на	4	3
98	но для	1	3
99	в себе	5	3
100	слово в	3	3
101	художественном произведении	1	3
102	все эти	16	3
103	о том	5	3
104	в своей	11	3
105	здесь не	5	3
106	не менее	2	3
107	из этого	3	3
108	в художественном	3	3
109	художественного творчества	1	3
110	нуждается в	4	3
111	да и	2	3
112	но и	17	3
113	бы мы	1	3
114	ведь и	1	3
115	и для	6	3
116	точек зрения	1	3
117	на границе	1	3
118	и ее	3	3
119	и наконец	5	3
120	сих пор	6	3
121	и вообще	3	3
122	формы и	1	3
123	не к	2	3
124	еще не	3	3
125	в особенности	6	2
126	что в	14	2
127	все они	5	2
128	нет ничего	1	2
129	перестает быть	2	2
130	но это	5	2
131	не так	3	2
132	и потому	6	2
133	и другие	4	2
134	смысл и	2	2
135	и то	2	2
136	выражение в	2	2
137	влияние на	2	2
138	и самое	3	2
139	в данном	5	2
140	в то	14	2
141	еще раз	2	2
142	находит в	1	2
143	которые мы	1	2
144	слово это	1	2
145	сливается с	1	2
146	к слову	1	2
147	данном случае	3	2
148	со всех	1	2
149	в основном	7	2
150	с одной	5	2
151	уже в	4	2
152	там где	6	2
153	в его	21	2
154	это не	5	2
155	одной стороны	4	2
156	автора и	1	2
157	метод в	3	2
158	относится к	2	2
159	дело с	2	2
160	с точки	4	2
161	мы имеем	2	2
162	и дает	2	2
163	на него	1	2
164	тем как	1	2
165	кроме того	5	2
166	тогда когда	1	2
167	в себя	2	2
168	от всех	1	2
169	в формах	1	2
170	и слово	2	2
171	как это	1	2
172	те же	6	2
173	но все	5	2
174	мы в	1	2
175	одно и	1	2
176	и та	1	2
177	из него	1	2
178	и что	2	2
179	что и	3	2
180	в отношении	3	2
181	в форме	3	2
182	и значение	1	2
183	другой стороны	5	2
184	и вполне	2	2
185	но что	1	2
186	и те	1	2
187	в этих	8	2
188	можно найти	1	2
189	связь с	6	2
190	как же	1	2
191	и притом	1	2
192	ко всем	3	2
193	но этот	1	2
194	имеем в	2	2
195	к ним	1	2
196	и здесь	5	2
197	но конечно	5	2
198	как на	3	2
199	эти моменты	4	2
200	и все	16	2
201	социальная группа	1	2
202	но не	4	2
203	форму и	2	2
204	быть только	1	2
205	речи в	1	2
206	и оценки	1	2
207	значения и	1	2
208	героев и	1	2
209	с другими	1	2
210	до конца	10	2
211	стороны и	2	2
212	в своем	11	2
213	в корне	3	2
214	вместе с	4	2
215	между ними	4	2
216	к его	1	2
217	настоящее время	2	2
218	лежит на	2	2
219	такой же	3	2
220	и так	5	2
221	до известной	1	2
222	с его	6	2
223	они ни	1	2
224	на все	1	2
225	его к	3	2
226	известной степени	1	2
227	к этому	6	2
228	бы не	1	2
229	подчеркнуть что	1	2
230	между собой	1	2
