N	3gram	Bakhtin_Fr	Problema
1	о том что	3	39
2	в том что	6	37
3	в настоящее время	1	30
4	в связи с	1	29
5	той или иной	5	26
6	во всяком случае	2	25
7	с другой стороны	1	25
8	с точки зрения	6	25
9	содержит в себе	2	23
10	в конце концов	1	23
11	на то что	1	19
12	как раз и	2	18
13	для того чтобы	2	17
14	то есть в	5	17
15	в то же	5	17
16	то что мы	1	15
17	до сих пор	7	14
18	в этом случае	1	14
19	сами по себе	1	13
20	того или иного	1	13
21	и вовсе не	2	13
22	на самом деле	2	13
23	не может быть	5	12
24	но даже и	2	12
25	и в частности	2	12
26	можно сказать что	3	12
27	дело в том	2	11
28	тех или иных	1	11
29	с одной стороны	2	11
30	в той или	5	10
31	не только не	1	10
32	даже и не	1	10
33	вовсе не является	3	10
34	только то что	1	10
35	не только в	5	10
36	искусства и литературы	4	9
37	самом же деле	3	8
38	на самом же	3	8
39	литературы и искусства	3	8
40	может быть только	1	8
41	потому что он	1	8
42	это вовсе не	1	8
43	к тому же	1	7
44	чем иным как	1	7
45	но и в	5	7
46	то или иное	1	7
47	не чем иным	1	7
48	в значительной мере	3	7
49	только потому что	1	7
50	в самом деле	1	6
51	так и в	3	6
52	то есть не	1	6
53	даже и в	4	6
54	и в других	2	6
55	на первый план	1	6
56	в этом отношении	5	6
57	в литературе и	1	5
58	в собственном смысле	3	5
59	в первую очередь	1	5
60	имеем в виду	2	5
61	это и не	1	5
62	в том числе	10	5
63	до некоторой степени	1	5
64	и прежде всего	4	5
65	в какой мере	1	5
66	том что он	1	5
67	что в нем	1	5
68	друг от друга	1	4
69	как мы уже	8	4
70	том числе и	7	4
71	но все же	3	4
72	то есть по	1	4
73	в том чтобы	1	4
74	это уже не	3	4
75	также и в	1	4
76	то есть чисто	1	4
77	то есть только	3	4
78	на первом плане	4	4
79	именно потому что	1	4
80	в это время	2	4
81	не потому что	1	4
82	как мы видели	2	4
83	подобно тому как	2	4
84	можно даже сказать	1	4
85	во всех этих	2	4
86	всяком случае не	1	4
87	в новое время	4	4
88	все подобного рода	1	4
