N	2gram	Bakhtin_Fr	UchenyiS
1	и в	73	14
2	не только	11	10
3	а не	2	10
4	и не	13	8
5	прежде всего	18	8
6	то что	12	7
7	вот почему	1	7
8	в этом	21	7
9	не может	4	7
10	может быть	5	6
11	то же	16	5
12	все это	19	5
13	с другой	3	4
14	в этой	18	4
15	конечно не	2	4
16	но и	15	4
17	в их	5	4
18	к сожалению	1	3
19	было бы	5	3
20	и то	3	3
21	и формы	1	3
22	и т.д	3	3
23	для этого	2	3
24	это не	7	3
25	как и	19	3
26	вряд ли	1	3
27	для него	7	3
28	в своей	4	3
29	все же	2	3
30	ни было	2	3
31	в области	3	3
32	в частности	2	3
33	в то	14	3
34	не как	2	3
35	у нас	4	3
36	другой стороны	2	3
37	но в	12	3
38	же время	12	3
39	литературы и	1	2
40	все они	7	2
41	таким образом	34	2
42	в самом	9	2
43	не приходится	1	2
44	должна была	1	2
45	его и	1	2
46	самом деле	4	2
47	не в	12	2
48	это было	4	2
49	для всех	3	2
50	и с	17	2
51	до сих	3	2
52	их и	2	2
53	же самое	1	2
54	одним из	3	2
55	но не	1	2
56	по существу	8	2
57	форму и	2	2
58	тем что	8	2
59	в себе	16	2
60	в его	18	2
61	прием и	1	2
62	в конце	9	2
63	даже и	1	2
64	должна быть	3	2
65	мы не	2	2
66	ничего не	4	2
67	всех этих	2	2
68	материала и	1	2
69	между тем	2	2
70	не есть	2	2
71	что он	8	2
72	в широком	1	2
73	конце концов	5	2
74	на эту	1	2
75	этом отношении	3	2
76	о чем	2	2
77	фактов и	2	2
78	как раз	3	2
79	нового читателя	1	2
80	в некоторых	1	2
81	не могут	3	2
82	а как	1	2
83	что мы	2	2
84	в буквальном	1	2
85	в том	13	2
86	представляется нам	1	2
87	это уже	3	2
88	том что	8	2
89	и через	2	2
90	нас в	3	2
91	но это	3	2
92	этом смысле	1	2
93	уже знакомая	1	2
94	но даже	1	2
95	и для	8	2
96	в системе	2	2
97	что и	6	2
98	меньшей степени	2	2
99	знакомая нам	1	2
100	смысле этого	1	2
101	с его	5	2
102	и у	7	2
103	превращается в	2	2
104	на первый	2	2
105	сих пор	3	2
106	только в	7	2
107	формы и	1	2
108	по себе	2	2
109	что все	3	2
110	но конечно	2	2
111	еще один	2	1
112	этот путь	1	1
113	как основной	1	1
114	и форм	1	1
115	без труда	2	1
116	в той	8	1
117	литературы в	1	1
118	было и	2	1
119	признать что	1	1
120	что было	1	1
