N	4gram	Vygotskiy_	Myslijsy
1	в то же время	1	13
2	одного и того же	3	9
3	только в том что	2	8
4	одной и той же	5	7
5	одно и то же	3	7
6	в то время когда	1	4
7	в то время как	7	4
8	в том смысле что	2	4
9	не что иное как	1	4
10	вместе с тем и	2	4
11	одним и тем же	2	4
12	в том что он	2	3
13	до тех пор пока	1	3
14	заключается в том что	9	3
15	и то и другое	1	3
16	в том что оно	3	3
17	с этой точки зрения	4	3
18	только после того как	1	3
19	с одной стороны и	4	3
20	одном и том же	3	3
21	в том и другом	2	3
22	то же самое что	3	2
23	состоит в том что	3	2
24	в силу того что	6	2
25	и то же слово	1	2
26	внимание на то что	2	2
27	от одного к другому	1	2
28	но с другой стороны	1	2
29	и по отношению к	1	2
30	той мере в какой	2	1
31	в той мере в	2	1
32	друг к другу и	1	1
33	и тем самым не	1	1
34	не только не есть	1	1
35	было бы невозможно и	1	1
36	заключает в себе возможность	1	1
37	заключается главным образом в	1	1
38	что мы не имеем	1	1
39	отношение ко всем другим	1	1
40	в свою очередь не	1	1
41	если бы мы могли	1	1
42	нет и не может	2	1
43	как мы видели выше	1	1
44	именно в силу того	1	1
45	в том что это	1	1
46	по самой своей природе	4	1
47	то время как в	1	1
48	только о том что	1	1
49	возможно только после того	1	1
50	деятельности для того чтобы	1	1
51	самой своей природе они	1	1
52	уже в силу этого	1	1
53	и не могут быть	1	1
54	что в каждой из	1	1
55	в ряду других признаков	1	1
56	и вместе с тем	2	1
57	в непосредственной связи с	1	1
58	же как и в	1	1
59	друг с другом и	1	1
60	собственном смысле этого слова	3	1
61	в том что она	2	1
62	для того чтобы сделать	2	1
63	видно из того что	1	1
64	находится в непосредственной связи	1	1
65	таким образом значение слова	1	1
66	в том что мы	1	1
67	лишь в той мере	2	1
68	и связанное с ним	1	1
69	связи между словом и	2	1
70	есть такая же иллюзия	1	1
71	что в первом случае	1	1
72	отношение слова к мысли	1	1
73	в собственном смысле этого	3	1
74	того чтобы сделать возможным	2	1
75	всегда заключает в себе	1	1
76	в этом случае не	1	1
77	прежде чем перейти к	3	1
78	мы видели что в	1	1
79	ответить на этот вопрос	1	1
80	и не может быть	2	1
81	такая же иллюзия как	1	1
82	имеет ближайшее отношение к	1	1
83	с психологической точки зрения	1	1
84	только потому что его	1	1
85	даже с точки зрения	1	1
86	чтобы ответить на этот	1	1
87	в том числе и	2	1
88	как бы он ни	1	1
89	только в силу того	1	1
90	как совершается этот процесс	1	1
91	то что совершается в	1	1
92	но вместе с тем	2	1
93	что с другой стороны	1	1
94	одну и ту же	1	1
95	поэзии и прозы которые	1	1
96	так же как и	2	1
97	между словом и мыслью	1	1
98	мы имеем дело с	1	1
99	привело к тому что	1	1
100	точно так же как	3	1
101	есть не что иное	1	1
