N	2gram	Propp_Morf	Narrotol
1	не только	8	62
2	и не	16	50
3	при этом	1	47
4	но и	9	45
5	а не	11	38
6	в качестве	8	35
7	в частности	2	31
8	может быть	61	30
9	и в	17	30
10	в том	10	29
11	в этом	18	28
12	тогда как	2	28
13	том что	7	28
14	а в	8	27
15	представляет собой	17	25
16	только в	3	25
17	состоит в	3	25
18	в данном	2	24
19	как и	4	24
20	не в	3	23
21	то что	10	23
22	в тексте	1	22
23	не может	19	20
24	в рассказе	1	18
25	в себе	1	17
26	данном случае	2	17
27	так и	10	17
28	а также	7	17
29	со стороны	5	16
30	в его	1	16
31	к тому	5	15
32	можно сказать	2	15
33	но в	4	15
34	и его	3	14
35	то же	10	13
36	в своей	1	13
37	уже не	4	13
38	о том	6	13
39	у него	2	13
40	все же	9	12
41	как в	5	12
42	перед нами	14	12
43	как бы	6	12
44	прежде всего	14	12
45	по отношению	7	11
46	об этом	5	11
47	к себе	2	11
48	хотя и	5	11
49	в мире	1	11
50	если бы	3	11
51	и тем	3	11
52	в этой	3	11
53	героя в	5	11
54	отличие от	1	11
55	отношению к	7	11
56	один из	7	10
57	точки зрения	7	10
58	между тем	5	10
59	как это	7	10
60	в то	4	10
61	и все	1	10
62	не является	4	10
63	с его	3	10
64	ничего не	5	10
65	того что	3	10
66	но не	8	10
67	как раз	1	9
68	тем не	7	9
69	той или	1	9
70	что в	10	9
71	что он	5	9
72	еще не	4	9
73	потому что	7	9
74	для него	2	9
75	далеко не	5	9
76	в рамках	1	9
77	в той	1	8
78	и к	4	8
79	в таком	1	8
80	о чем	1	8
81	не менее	7	8
82	одна из	5	8
83	он не	5	8
84	действующих лиц	22	8
85	самом деле	4	8
86	того чтобы	4	8
87	мы имеем	19	8
88	же время	1	8
89	и для	4	8
90	этом отношении	2	8
91	у нас	3	8
92	у нее	2	8
93	или иной	1	8
94	а во	3	7
95	в котором	1	7
96	с другой	9	7
97	в ее	1	7
98	в чем	2	7
99	в силу	1	7
100	и на	1	7
101	в форме	6	7
102	же в	3	7
103	в свою	1	7
104	это не	6	7
105	вслед за	5	7
106	из наиболее	1	7
107	или в	6	7
108	также и	6	7
109	в целом	5	7
110	все что	1	6
111	в результате	8	6
112	например в	2	6
113	между двумя	1	6
114	сказать что	4	6
115	в нашем	6	6
116	на него	4	6
117	то в	3	6
118	с одной	2	6
119	что и	10	6
120	могло бы	1	6
121	героя и	3	6
122	на другой	1	6
123	однако в	2	6
124	однако и	1	6
125	во втором	7	6
126	таким образом	26	6
127	представляют собой	16	6
128	из этих	2	6
129	здесь не	3	6
130	ответ на	2	6
131	они не	3	6
132	о нем	1	6
133	не по	2	6
134	одной стороны	2	6
135	на то	3	6
136	вплоть до	1	6
137	особое место	2	5
138	только что	3	5
139	дело с	1	5
140	не столько	1	5
141	в своих	2	5
142	и даже	2	5
143	именно в	1	5
144	исходной ситуации	1	5
145	а именно	1	5
146	свою очередь	1	5
147	в другом	2	5
148	для того	3	5
149	не всегда	10	5
150	в одном	2	5
151	он сам	1	5
152	себя в	2	5
153	из них	4	5
154	к нему	3	5
155	или не	3	5
156	но для	3	5
157	между собой	5	5
158	а для	1	5
159	в русской	1	5
160	точку зрения	1	5
161	с ее	1	5
162	и здесь	7	5
163	что это	3	5
164	подобно тому	6	5
165	если не	1	5
166	их в	2	5
167	и у	3	5
168	с ними	1	5
169	о котором	1	5
170	том как	2	5
171	было бы	5	5
172	для нее	1	5
173	и то	1	5
174	мы не	8	5
175	на самом	4	5
176	читателя в	1	5
177	о жизни	1	5
178	в какой	3	5
179	тому как	5	5
180	в начале	3	5
181	еще в	1	5
182	в пределах	3	5
183	говорилось выше	1	5
184	этом и	1	5
185	как будто	2	5
186	еще раз	1	4
187	даже в	1	4
188	не являются	1	4
189	персонажа и	1	4
190	в виду	1	4
191	в них	1	4
192	в первом	5	4
193	и с	1	4
194	ведет к	1	4
195	не вполне	1	4
196	роль в	2	4
197	он является	1	4
198	когда в	2	4
199	не существует	3	4
200	хотя бы	5	4
201	только на	1	4
202	но они	2	4
203	и когда	2	4
204	который в	2	4
205	к этому	4	4
206	что они	5	4
207	несмотря на	4	4
208	и притом	1	4
209	тому что	5	4
210	не будет	1	4
211	и по	3	4
212	и ее	5	4
213	на ее	1	4
214	это уже	3	4
215	не на	2	4
216	со всеми	1	4
217	оно не	2	4
218	не имеет	2	4
