N	2gram	Losev_Prob	TeoriaLi
1	в качестве	3	33
2	не только	37	24
3	и в	64	24
4	в частности	5	23
5	то есть	61	22
6	может быть	29	22
7	при этом	8	20
8	в том	19	20
9	и не	63	17
10	а в	7	15
11	но и	23	14
12	а не	21	14
13	так и	17	14
14	в себе	16	14
15	представляет собой	2	13
16	в рамках	1	13
17	такого рода	20	13
18	но не	13	13
19	в этом	30	12
20	сводится к	3	12
21	но в	19	12
22	в его	12	12
23	то же	10	12
24	том что	26	11
25	точки зрения	5	11
26	и его	3	11
27	что в	21	10
28	как это	7	10
29	лишь в	4	10
30	в душе	1	9
31	только в	19	9
32	в данном	16	9
33	с другой	8	9
34	не сводится	1	9
35	в искусстве	3	9
36	не в	6	9
37	в то	7	9
38	в своей	8	8
39	как бы	18	8
40	по своей	1	8
41	не может	18	8
42	в самом	10	7
43	на смену	1	7
44	или иной	8	7
45	особого рода	3	7
46	в своем	7	7
47	себя в	1	7
48	мы имеем	3	7
49	а также	6	7
50	отношение к	1	7
51	однако в	2	7
52	место в	2	7
53	в области	8	7
54	в нем	14	7
55	другой стороны	7	6
56	более или	7	6
57	как и	7	6
58	не менее	26	6
59	еще не	18	6
60	в основе	4	6
61	то что	72	6
62	со стороны	2	6
63	уже не	9	6
64	с его	3	6
65	в ее	3	6
66	с другими	6	6
67	или иначе	7	6
68	или менее	7	6
69	того или	8	6
70	тем самым	11	6
71	или иного	6	6
72	ни в	13	5
73	в виду	10	5
74	так или	7	5
75	как в	5	5
76	в художественном	1	5
77	а а	6	5
78	можно сказать	9	5
79	не является	12	5
80	того чтобы	10	5
81	для того	10	5
82	на почве	2	5
83	по преимуществу	4	5
84	данном случае	10	5
85	для него	2	5
86	того что	18	5
87	знака к	7	5
88	я есть	1	5
89	между тем	3	5
90	он не	5	5
91	и тем	16	5
92	в пределах	2	5
93	и о	11	5
94	могут быть	2	5
95	художественного произведения	1	5
96	не случайно	1	5
97	порядка в	1	4
98	в отношении	7	4
99	не на	4	4
100	не следует	1	4
101	и сам	3	4
102	в этих	7	4
103	отношения к	2	4
104	что он	11	4
105	в слове	1	4
106	для читателя	1	4
107	языка в	3	4
108	совпадает с	2	4
109	входит в	4	4
110	в другом	2	4
111	говорить о	14	4
112	и а	1	4
113	сказать что	33	4
114	в нашем	3	4
115	к тому	5	4
116	никогда не	8	4
117	и того	5	4
118	это не	7	4
119	хотя и	8	4
120	в литературе	4	4
121	слова в	1	4
122	в их	7	4
123	его в	9	4
124	но он	3	4
125	не знает	4	4
126	или даже	3	4
127	мира и	1	4
128	по своему	14	4
129	а только	9	4
130	субъекта и	1	4
131	и что	21	4
132	далеко не	9	4
133	того же	3	4
134	одного и	2	4
135	в силу	2	4
136	в стихотворении	1	4
137	с ее	1	4
138	в целом	1	4
139	и ее	9	4
140	и к	2	3
141	во втором	1	3
142	в таком	18	3
143	в момент	2	3
144	рассматриваться в	1	3
145	для себя	9	3
146	с этой	1	3
147	даже в	2	3
148	была бы	2	3
149	говорит и	3	3
150	для возникновения	1	3
151	о чем	11	3
152	только не	4	3
153	подобно тому	2	3
154	если бы	8	3
155	между которыми	2	3
156	все эти	15	3
157	а именно	16	3
158	в романе	1	3
159	именно в	5	3
160	например в	2	3
161	в жизни	3	3
162	в порядке	1	3
163	общения людей	3	3
164	имеет место	1	3
165	к его	2	3
166	их в	6	3
167	никто не	2	3
168	роль в	2	3
169	тем не	25	3
170	перед нами	7	3
171	но их	2	3
172	между собой	5	3
173	в противоположность	1	3
174	потому что	24	3
175	одной стороны	4	3
176	искусства и	3	3
177	или иных	2	3
178	не обязательно	3	3
179	имеем в	1	3
180	известной степени	2	3
181	художественное произведение	1	3
182	мог бы	1	3
183	это отношение	3	3
184	во всей	4	3
185	не все	4	3
186	и внешней	1	3
187	из этих	5	3
188	и для	10	3
189	таким образом	9	3
190	и то	15	3
191	человека к	1	3
192	мышления и	6	3
193	с одной	4	3
194	том числе	2	3
195	в художественной	1	3
196	и потому	3	3
197	с точки	3	3
198	ни к	1	3
199	как раз	20	3
200	есть в	9	3
201	прежде всего	17	3
202	несет в	1	3
203	все прочие	2	3
204	а на	1	3
205	и притом	6	3
206	связи с	8	3
207	или в	5	3
208	одним из	2	3
209	в связи	7	3
210	и как	10	3
211	вовсе не	60	3
212	текст и	2	3
213	той или	10	3
214	во всех	9	3
215	а с	1	3
216	тот или	4	3
217	тому как	3	3
218	в акте	1	3
219	в которой	2	3
220	не будет	11	3
221	он должен	2	3
222	не с	1	3
223	отношение знака	4	3
224	нового времени	1	3
225	говоря о	1	3
226	этом смысле	8	3
227	человека с	2	3
228	в этой	14	3
229	и др	2	3
230	столь же	1	3
231	и по	3	3
232	слова как	2	3
233	тех или	5	3
234	отнюдь не	15	3
235	мира в	2	3
236	в той	2	2
237	более не	1	2
238	образом и	3	2
239	для всех	3	2
240	однако с	1	2
241	один из	7	2
242	и здесь	8	2
243	речевой деятельности	1	2
244	таковы например	2	2
245	и на	11	2
246	и любые	1	2
247	если в	2	2
248	которая в	1	2
249	и который	3	2
250	языкового знака	9	2
251	к числу	1	2
252	на этом	1	2
253	из которых	2	2
254	мы в	4	2
255	в году	1	2
256	знаков в	2	2
257	о в	1	2
258	не признает	1	2
259	по себе	20	2
260	не могут	6	2
261	вещами и	1	2
262	в них	8	2
263	оно не	6	2
264	и даже	19	2
265	здесь мы	1	2
266	самом деле	10	2
267	может оказаться	1	2
268	заключается в	2	2
269	на свою	1	2
270	одно слово	1	2
271	имеет дело	1	2
272	значения и	11	2
273	из тех	1	2
274	в одно	5	2
275	к нам	1	2
276	вместе с	4	2
277	не вполне	4	2
278	значение знака	2	2
279	себя и	1	2
280	говоря и	1	2
281	всех подобных	1	2
282	отличается от	2	2
283	ни для	1	2
284	в известном	1	2
285	в следующей	1	2
286	всей своей	1	2
287	в каком	7	2
288	к другому	1	2
289	к своему	2	2
290	о том	25	2
291	в аспекте	1	2
292	казалось бы	11	2
293	при всем	1	2
294	сам же	1	2
295	при всей	1	2
296	еще и	9	2
297	для автора	1	2
298	при условии	5	2
299	к нему	5	2
300	в значительной	2	2
301	но во	1	2
302	сложности и	1	2
303	времени в	2	2
304	пушкина что	2	2
305	нашем случае	1	2
306	и больше	2	2
307	для меня	1	2
308	только на	13	2
309	весьма существенно	1	2
310	вступает в	1	2
311	речь идет	2	2
312	для общения	1	2
313	о своем	4	2
314	говорит что	1	2
315	между внутренней	1	2
316	и это	13	2
317	превращается в	1	2
318	времени и	1	2
319	и возможность	1	2
320	и наоборот	1	2
321	известного рода	3	2
322	самом начале	1	2
323	если мы	16	2
324	тем же	2	2
325	имеем дело	1	2
326	что она	8	2
327	для понимания	2	2
328	который в	1	2
329	до известной	1	2
330	здесь не	9	2
331	на котором	1	2
332	он и	8	2
333	в системе	3	2
334	не просто	30	2
335	видения мира	1	2
336	в самой	3	2
337	только о	8	2
338	для такого	2	2
339	бы то	2	2
340	то в	6	2
341	что они	5	2
342	но на	1	2
343	общей теории	1	2
344	основе своей	1	2
345	одной из	1	2
346	теории литературы	3	2
347	к смыслу	1	2
348	несмотря на	6	2
349	но от	1	2
350	ни было	1	2
351	корнями в	1	2
352	к нашему	2	2
353	внутренней и	1	2
354	для искусства	1	2
355	что такое	23	2
356	ее в	2	2
357	все это	11	2
358	что и	2	2
359	у нас	31	2
360	xix века	1	2
361	что каждый	1	2
362	с их	1	2
363	таком случае	14	2
364	даже самая	1	2
365	от всех	2	2
366	и некоторые	1	2
367	дело в	3	2
368	он оказывается	1	2
369	этих двух	2	2
370	каждая из	1	2
