N	3gram	Vygotskiy_	Analitik
1	в том что	20	25
2	не может быть	3	19
3	о том что	8	15
4	в данном случае	5	14
5	в отличие от	1	14
6	к тому же	2	13
7	в конечном счете	1	11
8	того или иного	2	9
9	с другой стороны	5	9
10	в свою очередь	3	9
11	в том чтобы	2	9
12	подобно тому как	1	9
13	с одной стороны	6	9
14	состоит в том	2	8
15	с точки зрения	11	8
16	как и в	1	8
17	в этом отношении	1	8
18	в таком случае	1	7
19	во всяком случае	6	7
20	что иное как	1	7
21	одного и того	1	6
22	так или иначе	1	6
23	и того же	1	6
24	не более чем	1	6
25	не что иное	1	6
26	не только не	3	5
27	романа в целом	1	5
28	том или ином	1	5
29	но и не	1	5
30	в этом случае	1	5
31	в том или	1	4
32	здесь не только	1	4
33	все той же	1	4
34	в самом деле	29	4
35	для того чтобы	17	4
36	не в том	2	4
37	и тем самым	1	4
38	в своем составе	1	4
39	автора и читателя	1	4
40	и не может	1	4
41	и в этом	6	4
42	из того что	1	4
43	том что он	3	4
44	в основе своей	1	4
45	и тот же	1	3
46	и как бы	2	3
47	и то что	3	3
48	и т п	7	3
49	дело не в	1	3
50	сам по себе	2	3
51	сами по себе	3	3
52	в глубине души	1	3
53	в первом случае	1	3
54	речь идет о	5	3
55	в зависимости от	1	3
56	не в самом	1	3
57	а в том	1	3
58	то же самое	12	3
59	при этом как	1	3
60	то есть в	1	3
61	дело не с	1	3
62	и в самом	15	3
63	можно сказать что	1	3
64	и той же	3	3
65	в противном случае	1	3
66	и все же	1	3
67	одной и той	3	3
68	между тем в	2	3
69	мере в какой	1	2
70	что он не	4	2
71	как нельзя лучше	3	2
72	в применении к	1	2
73	такой же мере	1	2
74	с этой точки	2	2
75	более или менее	1	2
76	можно было бы	6	2
77	совершенно очевидно что	3	2
78	друг с другом	2	2
79	до сих пор	6	2
80	того что в	1	2
81	в такой же	1	2
82	смысле этого слова	5	2
83	иметь дело с	1	2
84	тому или иному	1	2
85	а с другой	1	2
86	и то же	3	2
87	как если бы	3	2
88	к тому что	5	2
89	а не только	1	2
90	в тех случаях	1	2
91	и в сущности	2	2
92	в том и	2	2
93	в русской поэзии	2	2
94	на то что	16	2
95	в противоречие с	2	2
96	заключается в том	10	2
97	один и тот	1	2
98	этой точки зрения	2	2
99	есть в сущности	1	2
100	и к тому	1	2
101	здесь мы имеем	1	2
102	а между тем	1	2
103	до тех пор	2	2
104	на этот вопрос	1	2
105	в один голос	1	2
106	со всех сторон	1	2
107	в сущности говоря	10	2
108	как и на	1	2
109	мы узнаем о	1	2
110	одно и то	3	2
111	и в своей	1	2
112	на первый взгляд	1	2
113	что несмотря на	1	2
114	как говорит сам	1	1
115	в целом ряде	1	1
116	не могла не	1	1
117	тех пор пока	2	1
118	мы постараемся сейчас	1	1
119	а отнюдь не	1	1
120	только частный случай	1	1
121	прибавим к этому	1	1
122	должны были бы	2	1
123	как будто бы	1	1
124	что она не	1	1
125	это имеет место	2	1
126	в художественном произведении	1	1
