N	2gram	Propp_Isto	Vvedenie
1	и т	39	45
2	т е	30	40
3	т д	35	39
4	в том	12	38
5	в этом	13	35
6	и в	40	35
7	может быть	37	30
8	том что	11	30
9	не только	28	26
10	для того	1	23
11	того чтобы	3	22
12	таким образом	13	21
13	также и	3	20
14	не может	19	19
15	то что	17	19
16	потому что	12	18
17	только в	16	16
18	со стороны	3	16
19	о том	12	16
20	так как	20	15
21	представляет собой	7	14
22	что в	19	13
23	и именно	2	13
24	и не	19	13
25	в нем	8	13
26	в его	10	12
27	того что	6	12
28	в их	6	12
29	что такое	3	12
30	то же	21	11
31	в ее	2	11
32	по себе	4	11
33	этом смысле	1	11
34	ясно что	2	11
35	как мы	3	11
36	прежде всего	15	10
37	не в	11	10
38	вопрос о	8	10
39	между тем	2	10
40	в той	1	10
41	но в	13	10
42	дело с	2	9
43	представляют собой	9	9
44	тем не	7	9
45	смысле этого	2	9
46	все же	17	9
47	этого рода	1	9
48	из этих	2	9
49	но не	7	9
50	и как	3	9
51	не менее	7	9
52	в истории	2	9
53	это не	8	8
54	в качестве	8	8
55	именно в	5	8
56	о котором	1	8
57	а только	3	8
58	можно было	8	8
59	с другой	8	8
60	и то	3	7
61	до сих	11	7
62	в большей	1	7
63	как и	5	7
64	самом деле	2	7
65	но и	21	7
66	не трудно	1	7
67	сих пор	12	7
68	в разных	2	7
69	с течением	1	7
70	было бы	11	7
71	о природе	1	7
72	только как	1	7
73	этот вопрос	7	7
74	как бы	6	7
75	течением времени	1	7
76	один из	10	6
77	на вопрос	4	6
78	об этом	11	6
79	этом случае	3	6
80	все это	6	6
81	не могут	3	6
82	его в	15	6
83	на этот	2	6
84	тем что	7	6
85	с тем	13	6
86	в какой	4	6
87	а именно	5	6
88	вместе с	13	6
89	науки в	1	6
90	в которых	2	6
91	и это	2	6
92	так например	7	6
93	вовсе не	3	6
94	уже не	3	6
95	и даже	4	6
96	в руки	4	6
97	хотя бы	5	6
98	каждой из	1	6
99	и что	14	6
100	как он	5	6
101	видеть что	2	6
102	сказать что	7	6
103	могут быть	5	6
104	том чтобы	2	6
105	но если	4	6
106	и его	5	6
107	в то	4	6
108	а в	15	6
109	иное как	3	6
110	связь между	4	5
111	уже в	2	5
112	внимание на	1	5
113	хотя и	1	5
114	что и	9	5
115	в виду	2	5
116	другой стороны	7	5
117	в них	2	5
118	но с	3	5
119	в первом	1	5
120	одним из	2	5
121	дело в	3	5
122	что не	2	5
123	не есть	2	5
124	что он	32	5
125	что иное	3	5
126	одно из	2	5
127	от этого	2	5
128	по своему	1	5
129	во всяком	1	5
130	в течение	1	5
131	как уже	2	5
132	так что	9	5
133	и тем	2	5
134	а не	18	5
135	говорить о	1	5
136	есть и	2	5
137	дело не	8	5
138	на основании	1	5
139	д но	2	5
140	не что	3	5
141	т п	1	5
142	а как	2	5
143	независимо от	1	5
144	не просто	5	5
145	в целом	3	5
146	как это	6	5
147	есть не	2	5
148	в особенности	3	4
149	науки на	1	4
150	ответ на	3	4
151	в более	2	4
152	в центре	1	4
153	в прямом	1	4
154	здесь нет	2	4
155	с одной	8	4
156	тогда когда	2	4
157	этом отношении	1	4
158	о чем	1	4
159	как раз	2	4
160	в результате	2	4
161	по мере	4	4
162	в виде	2	4
163	в себе	6	4
164	видит в	2	4
165	должен был	6	4
166	так или	1	4
167	особого рода	1	4
168	но все	9	4
169	или иначе	1	4
170	в одном	8	4
171	в котором	5	4
172	и ее	3	4
173	но ведь	1	4
174	как она	3	4
175	в своей	2	4
176	да и	3	4
177	должен быть	3	4
178	к тому	6	4
179	чтобы понять	3	4
180	еще не	14	4
181	однако не	2	4
182	времени и	1	4
183	еще и	2	4
184	как о	2	4
185	и история	1	4
186	одной стороны	7	4
187	по сравнению	1	4
188	это только	1	4
189	е в	1	4
190	связана с	7	4
191	быть названо	1	4
192	к делу	2	4
193	по отношению	6	4
194	мы имеем	25	4
195	не вполне	3	4
196	свой материал	2	4
197	отличие от	3	4
198	в и	1	4
199	в отличие	3	4
200	в тексте	1	4
201	той же	1	4
202	отношению к	6	4
203	одной из	6	4
204	в области	2	4
205	все более	1	4
206	только с	4	4
207	и для	5	4
208	само по	2	4
209	из них	5	4
210	прямом смысле	1	4
211	своего рода	2	3
212	и к	1	3
213	с этим	5	3
214	можно говорить	2	3
215	и здесь	15	3
216	и на	6	3
217	например что	1	3
218	того как	6	3
219	зависит от	3	3
220	и вот	2	3
221	на том	1	3
222	такого рода	1	3
223	именно как	1	3
224	при этом	6	3
225	что это	12	3
226	в сущности	2	3
227	говорит о	2	3
228	из которых	3	3
229	не как	3	3
230	но что	2	3
231	в отношении	1	3
232	в этих	17	3
233	чем в	2	3
234	связи с	10	3
235	если бы	8	3
236	спросить себя	3	3
237	а также	2	3
238	том отношении	1	3
239	в силу	7	3
240	в очень	4	3
241	за собой	3	3
242	в конце	1	3
243	как в	7	3
244	большей или	2	3
245	этим в	2	3
246	нисколько не	3	3
247	между ними	2	3
248	зависимости от	3	3
249	в каком	2	3
250	есть еще	3	3
251	в конечном	2	3
252	от себя	1	3
253	на этой	2	3
254	и других	1	3
255	все эти	6	3
256	то это	9	3
257	и есть	5	3
258	на этом	3	3
259	стороны и	1	3
260	так называемой	1	3
261	что же	4	3
262	в значительной	1	3
263	входит в	1	3
264	по возможности	1	3
265	же как	7	3
266	так чтобы	3	3
267	в работе	3	3
268	в другом	6	3
269	совсем не	1	3
270	второй половины	1	3
271	в ней	10	3
272	вот почему	2	3
273	под ней	1	3
274	или же	1	3
275	и тогда	3	3
276	которых не	1	3
277	и уже	1	3
278	в частности	3	3
279	об отношении	1	3
280	только на	2	3
281	исследования и	1	3
282	в изучении	1	3
283	или иных	1	3
284	не с	3	3
285	в этой	9	3
286	же самое	3	3
287	в начале	3	3
288	но дело	2	3
289	как оно	3	3
290	так же	18	3
291	при помощи	2	3
292	и наоборот	1	3
293	этому поводу	2	3
294	идет речь	2	3
295	же только	1	3
296	или меньшей	2	3
297	конечном итоге	2	3
298	однако в	2	3
299	наряду с	6	3
300	быта и	1	3
301	на нее	3	3
302	только по	2	3
303	до конца	1	3
304	в своем	5	3
305	может оказаться	3	3
306	по этому	2	3
307	в зависимости	3	3
308	что она	10	3
309	отношении что	1	3
310	одна из	4	3
311	как будто	7	3
312	здесь не	5	3
313	он сам	1	3
314	к этому	2	3
315	тех или	1	3
316	нуждается в	1	3
317	для этого	3	3
318	что уже	1	3
319	раньше чем	6	3
320	мы видели	4	3
321	гораздо более	1	3
322	к нему	3	3
323	никогда не	25	3
324	или иным	1	2
325	с которыми	1	2
326	во всем	3	2
327	так и	13	2
328	д все	3	2
329	должна была	1	2
330	и другие	7	2
331	что они	13	2
332	что оно	1	2
333	нами не	1	2
334	говоря уже	1	2
335	с материалом	3	2
336	после того	2	2
337	ни с	1	2
338	и сейчас	1	2
339	первом случае	1	2
340	знать и	1	2
341	должна быть	5	2
342	мы не	12	2
343	время в	2	2
344	и должно	3	2
345	несмотря на	1	2
346	прийти к	1	2
347	ни к	3	2
348	о них	1	2
349	к историческим	1	2
350	и был	1	2
351	он и	3	2
352	природе и	1	2
353	или нет	1	2
354	и из	2	2
355	сам по	1	2
356	какой бы	1	2
357	после этого	5	2
358	котором здесь	1	2
359	а затем	4	2
360	не исчерпывается	1	2
361	о которой	1	2
