N	2gram	Voloshinov	Marksizm
1	точки зрения	14	69
2	может быть	14	64
3	и в	12	63
4	и не	10	55
5	как бы	13	53
6	не может	16	47
7	с точки	2	46
8	и пр	3	42
9	и его	13	41
10	в этом	4	39
11	таким образом	12	38
12	в процессе	6	33
13	как мы	1	32
14	в пределах	3	31
15	не только	4	29
16	речи в	2	29
17	то же	5	28
18	в нем	6	28
19	но и	3	27
20	связи с	1	25
21	самом деле	3	25
22	в самом	4	24
23	как и	5	24
24	прежде всего	8	24
25	только в	6	23
26	так и	4	23
27	и т.п	1	23
28	в том	6	22
29	то что	5	22
30	а не	5	22
31	при этом	6	20
32	для него	3	20
33	если мы	1	20
34	не в	4	19
35	если бы	9	19
36	том что	5	19
37	в его	2	19
38	языка в	1	18
39	в ее	1	18
40	внутренней речи	3	18
41	в слове	1	18
42	и для	3	18
43	но в	5	18
44	вовсе не	1	18
45	все же	4	17
46	по отношению	11	16
47	ни было	4	16
48	высказывание как	2	16
49	слова и	6	16
50	социального общения	4	16
51	в то	2	16
52	с помощью	6	15
53	во всех	1	15
54	отнюдь не	5	15
55	высказывания и	2	15
56	же время	1	15
57	отношению к	11	15
58	в данном	2	14
59	хотя бы	5	14
60	в смысле	1	14
61	в своей	3	13
62	так же	3	13
63	то ни	3	13
64	что в	2	13
65	и здесь	2	13
66	не является	1	13
67	того чтобы	1	13
68	было бы	1	13
69	ничего не	2	13
70	мы не	3	13
71	идеологического творчества	2	12
72	бы то	3	12
73	в результате	1	12
74	выражение в	2	12
75	между тем	3	12
76	он не	2	12
77	в основе	1	12
78	высшей степени	1	12
79	в высшей	1	12
80	на материале	2	11
81	и того	1	11
82	к нему	4	11
83	мы уже	1	11
84	и что	2	11
85	слова как	1	11
86	до сих	3	11
87	и на	4	11
88	и все	2	11
89	как в	5	11
90	еще не	3	11
91	друг друга	1	11
92	так как	9	11
93	на самом	4	11
94	все эти	3	11
95	в ней	6	11
96	высказывания в	1	11
97	сих пор	3	11
98	именно в	1	10
99	во всяком	1	10
100	самого начала	1	10
101	с другой	4	10
102	сказать что	7	10
103	к этому	2	10
104	никогда не	5	10
105	в своем	2	10
106	его в	4	10
107	высказывания как	4	10
108	в таком	1	10
109	в основном	2	10
110	здесь мы	1	10
111	в большинстве	1	10
112	конечно не	3	10
113	с его	2	10
114	и потому	2	10
115	с самого	1	10
116	более того	2	10
117	быть и	3	9
118	к тому	1	9
119	только на	3	9
120	общения и	2	9
121	в нашем	11	9
122	точка зрения	3	9
123	в себе	3	9
124	рядом с	1	9
125	и следовательно	5	9
126	и это	1	9
127	мы видели	1	9
128	что это	1	9
129	ни в	3	9
130	и более	3	9
131	отношении к	3	9
132	это не	2	9
133	как если	4	9
134	в истории	1	9
135	и эта	1	9
136	же самое	2	9
137	кроме того	2	8
138	не как	1	8
139	другой стороны	2	8
140	но что	2	8
141	и с	3	8
142	настоящее время	2	8
143	что и	2	8
144	у него	1	8
145	не было	1	8
146	что не	4	8
147	ясно что	3	8
148	мы можем	2	8
149	в форме	2	8
150	за пределы	4	8
151	столь же	1	8
152	в отношении	2	8
153	сводится к	1	8
154	в каком	3	8
155	перед нами	1	8
156	в свою	1	8
157	в настоящее	2	8
158	у нас	1	8
159	и их	1	8
160	в науке	1	8
161	и ее	3	8
162	речь и	1	8
163	от него	1	7
164	в этих	2	7
165	социальной группы	3	7
166	не существует	1	7
167	в котором	3	7
168	и значение	2	7
169	и те	2	7
170	свою очередь	1	7
171	те же	2	7
172	нашей работы	1	7
173	в качестве	1	7
174	субъективного сознания	1	7
175	могут быть	2	7
176	там где	2	7
177	речи а	1	7
178	науки об	1	7
179	может стать	2	7
180	данной социальной	1	7
181	вполне понятно	1	7
182	на основе	1	7
183	по себе	3	7
184	до конца	2	7
185	о том	3	7
186	того что	3	7
187	общения в	1	7
188	в формах	2	7
189	конечно в	2	7
190	далеко не	1	7
191	место в	2	7
192	является в	1	6
193	идеологического общения	1	6
194	по мере	1	6
195	в корне	2	6
196	уже не	4	6
197	материале слова	2	6
198	входит в	1	6
199	одной стороны	2	6
200	в другом	1	6
201	с одной	2	6
202	с другими	2	6
203	здесь же	1	6
204	между ними	2	6
205	не есть	2	6
206	из одного	1	6
207	всяком случае	1	6
208	должны быть	1	6
209	с ее	1	6
210	то есть	1	6
211	должна быть	5	6
212	зависимости от	4	6
213	ничего общего	1	6
214	не имеют	1	6
215	тем же	1	6
216	для всего	1	6
217	тот же	1	6
218	все это	3	6
219	слово в	3	6
220	в какой	2	6
221	мы должны	1	6
222	не к	3	6
223	еще более	1	5
224	формы в	1	5
225	о чем	1	5
226	самом же	1	5
227	в одном	1	5
228	в виду	5	5
229	что слово	2	5
230	является выражением	1	5
231	не менее	3	5
232	социальной ситуации	1	5
233	процессе социального	1	5
234	на границе	3	5
235	мы ни	5	5
236	как на	2	5
237	от того	4	5
238	себя в	1	5
239	по преимуществу	1	5
240	должно быть	1	5
241	как же	2	5
242	все время	6	5
243	в двух	1	5
244	жизни в	1	5
245	и тем	1	5
246	этих форм	1	5
247	и является	4	5
248	же он	1	5
249	то в	1	5
250	опираться на	1	5
251	оно ни	1	5
252	в материале	2	5
253	вместе с	2	5
254	да и	3	5
255	так называемая	1	5
256	социальная ситуация	1	5
257	и вот	1	5
258	хотя и	1	5
259	из него	2	5
260	точку зрения	2	5
261	формы и	3	5
262	в душе	2	5
263	сознания говорящего	1	5
264	этом отношении	1	5
265	то мы	1	5
266	для других	2	5
267	но не	2	5
268	менее всего	1	5
269	в условиях	2	5
270	идеологическое явление	1	5
271	тем более	1	5
272	к одному	1	5
273	же деле	1	5
274	она не	2	5
275	в особенности	2	5
276	и к	4	4
277	оно становится	1	4
278	какой бы	1	4
279	в рамки	1	4
280	в них	3	4
281	связь с	2	4
282	но все	2	4
283	в жизненной	1	4
284	языкового творчества	1	4
285	и иных	1	4
286	и высказывание	1	4
287	следующим образом	1	4
288	в зависимости	2	4
289	исходит из	1	4
290	едва ли	2	4
291	что они	1	4
292	влияние на	2	4
293	и он	1	4
294	оценки и	2	4
295	несмотря на	1	4
296	что все	1	4
297	не знает	1	4
298	что она	1	4
299	но для	3	4
