N	2gram	Tiupa_Hudo	Formalny
1	и в	23	95
2	и не	16	78
3	может быть	19	66
4	в этом	12	61
5	не может	9	57
6	и пр	1	53
7	вовсе не	2	53
8	таким образом	3	52
9	и его	12	51
10	так и	12	50
11	точки зрения	11	47
12	в нем	6	42
13	в его	11	42
14	прежде всего	5	41
15	с точки	3	40
16	как и	3	39
17	художественного произведения	4	36
18	в самом	7	35
19	не в	9	35
20	а не	13	34
21	но и	14	33
22	то же	12	32
23	самом деле	2	32
24	истории литературы	2	31
25	не только	20	30
26	в пределах	3	28
27	в том	20	26
28	отнюдь не	2	26
29	если бы	3	26
30	то что	5	25
31	художественной конструкции	1	25
32	при этом	19	24
33	в своей	7	24
34	на почве	4	24
35	лишь в	7	24
36	было бы	1	23
37	связи с	3	23
38	в то	8	22
39	и ее	3	22
40	что в	7	21
41	в истории	1	21
42	как бы	11	21
43	между ними	5	20
44	не менее	5	20
45	входит в	4	20
46	как мы	1	20
47	и от	1	20
48	же время	7	20
49	место в	5	20
50	в их	5	20
51	по себе	2	19
52	художественное произведение	3	19
53	не могут	1	19
54	все это	2	19
55	все же	1	18
56	в связи	3	18
57	только в	7	18
58	с его	6	18
59	все эти	2	18
60	как раз	3	17
61	произведения в	1	17
62	как в	2	17
63	более того	1	17
64	с другой	9	16
65	так же	2	16
66	в искусстве	9	16
67	потому что	3	16
68	именно в	2	15
69	должно быть	1	15
70	с другими	5	15
71	его в	4	15
72	бы в	1	15
73	во всех	3	15
74	и на	3	15
75	так как	1	15
76	но в	10	15
77	в поэзии	1	15
78	в литературе	2	15
79	в жизни	3	14
80	только на	1	14
81	в своем	4	14
82	в ее	6	14
83	в этой	2	14
84	в единстве	1	14
85	что он	5	14
86	вместе с	1	14
87	еще не	4	14
88	языка и	1	14
89	если мы	2	14
90	литературное произведение	1	14
91	и потому	2	14
92	жизни и	1	14
93	в целом	3	14
94	в результате	1	13
95	тем что	1	13
96	настоящее время	1	13
97	что и	2	13
98	ни в	5	13
99	могут быть	5	13
100	сводится к	11	13
101	со стороны	5	13
102	до конца	1	13
103	в настоящее	1	13
104	того что	5	13
105	как ее	1	13
106	а в	13	13
107	уже не	6	12
108	к тому	4	12
109	в действительности	1	12
110	по отношению	10	12
111	как это	7	12
112	и здесь	1	12
113	оно не	2	12
114	того чтобы	5	12
115	и для	3	12
116	отношению к	10	12
117	никогда не	2	11
118	что они	1	11
119	лишь для	1	11
120	то ни	2	11
121	между тем	4	11
122	литературного произведения	13	11
123	зависимости от	1	11
124	они не	1	11
125	произведения как	3	11
126	это и	2	11
127	для него	5	11
128	в основе	7	11
129	но не	13	11
130	слова и	2	11
131	не как	2	10
132	другой стороны	6	10
133	в своих	1	10
134	в первом	1	10
135	в художественном	5	10
136	раз и	1	10
137	о литературе	3	10
138	в зависимости	1	10
139	бы то	2	10
140	не было	1	10
141	не есть	1	10
142	здесь и	1	10
143	действительности и	1	10
144	он не	4	10
145	материала в	2	10
146	с ее	6	10
147	в слове	4	10
148	не является	5	10
149	и теперь	1	10
150	тем же	1	10
151	друг друга	1	10
152	и др	2	10
153	материала и	1	10
154	и как	4	10
155	на фоне	1	10
156	и даже	1	9
157	языка в	4	9
158	говорить о	4	9
159	для понимания	2	9
160	не могло	2	9
161	ни было	2	9
162	в каждом	1	9
163	одним словом	1	9
164	бы ни	1	9
165	или иного	4	9
166	отношения к	4	9
167	в свою	3	9
168	здесь не	2	9
169	от всех	2	9
170	у нас	1	9
171	быть и	2	9
172	и может	2	9
173	и к	3	8
174	без исключения	4	8
175	в них	2	8
176	и те	1	8
177	в данном	4	8
178	одной стороны	3	8
179	была бы	3	8
180	как такового	1	8
181	с одной	3	8
182	же как	1	8
183	между собой	2	8
184	в сторону	2	8
185	и является	1	8
186	из этого	2	8
187	что это	1	8
188	с этим	1	8
189	роль в	2	8
190	на основе	2	8
191	это не	4	8
192	должен быть	2	8
193	не следует	4	8
194	для того	5	8
195	в области	8	8
196	для этого	1	8
197	в той	3	7
198	можно говорить	1	7
199	же и	1	7
200	более или	6	7
201	свою очередь	2	7
202	сказать что	4	7
203	в сущности	1	7
204	из них	1	7
205	время в	1	7
206	оценки и	1	7
207	говорит в	2	7
208	художественном произведении	1	7
209	от этого	1	7
210	совершается в	1	7
211	в систему	1	7
212	в себе	13	7
213	столь же	2	7
214	бы быть	1	7
215	направления в	1	7
216	искусства в	6	7
217	в особенности	1	7
218	во втором	4	7
219	литературы как	3	7
220	не на	5	7
