N	4gram	Vinokur_St	Morfolog
1	и т д как	1	4
2	и т д но	4	4
3	в то время как	1	3
4	это не значит что	3	2
5	и т д в	1	2
6	бы то ни было	1	2
7	говорить о том что	1	2
8	с точки зрения его	1	1
9	бы они ни были	1	1
10	а на самом деле	1	1
11	вряд ли можно сомневаться	1	1
12	и т д и	2	1
13	во что бы то	1	1
14	лишь на то что	1	1
15	как бы они ни	1	1
16	бы то ни стало	1	1
17	в том что он	3	1
18	его и т д	1	1
19	но это еще не	1	1
20	одно и то же	1	1
21	вопрос о том кто	2	1
22	точно так же и	1	1
23	не имеет ничего общего	2	1
24	ли можно сомневаться в	1	1
25	сомневаться в том что	2	1
26	в то же время	5	1
27	только в том случае	1	1
28	к тому что в	1	1
29	до сих пор не	1	1
30	можно сомневаться в том	1	1
31	не может быть и	1	1
32	с точки зрения их	2	1
33	что бы то ни	1	1
34	на то что в	2	1
