N	3gram	Voloshinov	FransuaR
1	то же время	7	55
2	в то же	7	55
3	мы уже говорили	1	43
4	как мы уже	3	28
5	в том что	9	27
6	в том числе	3	27
7	до сих пор	10	27
8	в большинстве случаев	7	22
9	с точки зрения	31	20
10	но в то	6	20
11	в этом отношении	4	20
12	для того чтобы	7	17
13	том числе и	3	17
14	о том что	2	17
15	в связи с	12	16
16	большей или меньшей	1	16
17	как мы видели	4	16
18	но и в	3	15
19	в большей или	1	15
20	и прежде всего	4	14
21	не может быть	23	13
22	дело в том	1	13
23	уже говорили что	1	13
24	с одной стороны	2	13
25	в той же	1	13
26	на самом деле	5	13
27	в xviii веке	1	12
28	с другой стороны	6	12
29	в другом месте	1	12
30	мы уже сказали	1	12
31	в отличие от	7	11
32	как и все	2	11
33	можно сказать что	4	11
34	в той или	3	10
35	самом же деле	5	10
36	таким образом и	1	10
37	той или иной	5	10
38	как и в	1	10
39	на самом же	5	10
40	до наших дней	1	10
41	в значительной степени	3	10
42	в конце концов	3	10
43	не только в	2	10
44	по отношению к	9	9
45	так и в	2	9
46	до известной степени	2	9
47	и т.п в	3	9
48	вполне понятно что	4	8
49	таким образом в	1	8
50	в его целом	2	8
51	более или менее	3	8
52	мы видели что	1	8
53	и т.п все	1	8
54	в самом деле	13	7
55	в чем же	2	7
56	в узком смысле	4	7
57	можно было бы	2	7
58	прежде всего в	1	7
59	на первый план	2	7
60	в настоящее время	6	7
61	в отрыве от	1	7
62	подобно тому как	1	7
63	во всех этих	1	7
64	как мы видим	1	7
65	в следующей главе	3	7
66	или иной форме	1	6
67	к тому же	2	6
68	но все же	4	6
69	и все остальные	1	6
70	выходит за пределы	1	6
71	даже и в	1	6
72	и т.п но	1	6
73	в свою очередь	5	6
74	в новое время	1	6
75	с самого начала	9	6
76	в сущности только	1	6
77	как мы сказали	4	6
78	одной стороны и	1	5
79	в применении к	1	5
80	до настоящего времени	7	5
81	друг с другом	2	5
82	мы уже указывали	1	5
83	то же самое	8	5
84	в одной из	1	5
85	по сравнению с	1	5
86	верх и низ	1	5
87	во всяком случае	4	5
88	и тот же	3	5
89	прежде всего необходимо	1	5
90	в первом случае	3	5
91	вместо того чтобы	1	5
92	это и есть	2	5
93	и вовсе не	1	5
94	и так сказать	2	5
95	в основе своей	1	5
96	в собственном смысле	2	4
97	и той же	2	4
98	начало и конец	1	4
99	и в более	1	4
100	xvii и xviii	1	4
101	для правильного понимания	1	4
102	по ту сторону	1	4
103	и т.п то	1	4
104	прежде всего на	1	4
