N	2gram	Voloshinov	Myshleni
1	в том	10	195
2	внутренней речи	5	191
3	в этом	28	167
4	то что	17	166
5	и в	28	162
6	том что	12	161
7	в развитии	4	151
8	таким образом	34	147
9	точки зрения	31	143
10	с помощью	20	131
11	что в	7	119
12	не только	10	116
13	того что	7	109
14	в процессе	5	101
15	так же	4	100
16	речи и	2	99
17	и речи	4	96
18	потому что	4	95
19	того чтобы	5	91
20	может быть	28	89
21	с точки	15	89
22	что он	12	86
23	у ребенка	2	84
24	не может	30	81
25	как и	13	79
26	для того	6	78
27	так как	15	78
28	и не	34	78
29	только в	11	75
30	в целом	4	74
31	как мы	18	72
32	но и	10	70
33	заключается в	5	67
34	в его	25	67
35	сказать что	11	65
36	мы могли	2	65
37	как бы	19	64
38	вместе с	5	62
39	представляет собой	2	60
40	и что	6	60
41	было бы	8	60
42	в качестве	2	60
43	что ребенок	1	60
44	то же	12	58
45	в основе	6	58
46	в отношении	2	55
47	могли бы	2	54
48	между собой	4	53
49	что мы	3	53
50	в самом	12	52
51	по сравнению	1	51
52	мы должны	9	50
53	ребенка и	1	49
54	к тому	6	49
55	ребенка в	3	49
56	что они	1	48
57	тем что	1	48
58	мы можем	20	48
59	тогда когда	2	47
60	на основе	3	47
61	мы не	9	47
62	внутренняя речь	4	47
63	сравнению с	1	46
64	если бы	4	46
65	по отношению	13	45
66	но не	7	45
67	с другой	2	45
68	с тем	1	43
69	внешней речи	5	43
70	же как	2	43
71	тому что	5	42
72	как это	5	42
73	отношению к	11	42
74	не является	7	41
75	о том	3	40
76	одной стороны	2	40
77	никогда не	10	39
78	говорит он	1	39
79	с одной	2	39
80	так и	14	39
81	мы видели	12	38
82	в области	4	38
83	и к	7	37
84	вопрос о	2	37
85	если мы	7	37
86	мы видим	3	37
87	не в	10	37
88	в этой	7	37
89	с самого	7	36
90	в своем	4	36
91	все эти	15	36
92	самого начала	5	36
93	как в	4	36
94	а не	9	36
95	и его	22	36
96	того же	3	35
97	с другом	1	35
98	можно было	1	35
99	в себе	7	35
100	в которой	5	35
101	и т.д	1	35
102	друг с	1	35
103	он не	10	35
104	для себя	2	35
105	связи с	1	34
106	во внутренней	3	34
107	и как	3	34
108	приводит к	3	34
109	прежде всего	26	33
110	для ребенка	2	33
111	при этом	8	33
112	по себе	4	33
113	именно в	4	32
114	развития ребенка	1	32
115	и на	9	32
116	той же	5	32
117	что оно	4	32
118	нас к	2	32
119	по своему	4	32
120	же самое	2	32
121	что и	5	32
122	и тем	2	32
123	но в	13	32
124	слова и	4	32
125	развития и	1	31
126	все же	8	31
127	из того	2	31
128	и то	3	31
129	мысли и	4	30
130	на то	1	30
131	этом отношении	4	30
132	этого слова	1	29
133	между тем	3	29
134	могут быть	9	29
135	показывает что	1	29
136	от того	5	29
137	с этим	8	28
138	что с	2	28
139	речи мы	4	28
140	самом деле	14	28
141	переход от	1	28
142	процесс образования	5	27
143	в результате	3	27
144	этом случае	1	27
145	в то	7	27
146	и с	10	27
147	в своей	14	27
148	что все	7	27
149	перед нами	1	27
150	взрослого человека	1	27
151	в их	2	26
152	понятия в	1	26
153	показали что	2	26
154	в собственном	4	26
155	собственном смысле	3	26
156	что это	5	26
157	для него	12	26
158	в чем	9	25
159	что она	5	25
160	еще не	8	25
161	уже в	3	25
162	все это	12	25
163	можно сказать	6	25
164	своего развития	1	25
165	только не	3	25
166	мы уже	10	25
167	это не	5	25
168	в смысле	1	24
169	мы знаем	11	24
170	тот же	10	24
171	зависимости от	4	24
172	целый ряд	1	24
173	в сфере	1	24
174	на этот	3	24
175	в какой	3	24
176	что эта	1	24
177	в нем	7	24
178	в слове	1	24
179	оба эти	1	24
180	как уже	1	24
181	в высшей	6	24
182	друг друга	2	23
183	в детском	1	23
184	этот вопрос	4	23
185	бы в	2	23
186	ни в	12	23
187	как он	1	23
188	связи между	1	23
189	слова в	1	23
190	во всяком	9	22
191	уже сказано	1	22
192	не могут	7	22
193	то время	1	22
194	к объекту	2	22
195	смысле этого	1	22
196	и мышления	1	22
197	ребенок в	1	22
198	в зависимости	4	22
199	ребенка не	1	22
200	высшей степени	6	22
201	между ними	5	21
202	к этому	9	21
203	как говорит	1	21
204	и следовательно	3	21
205	и ее	7	21
206	с таким	2	21
207	на основании	5	21
208	представление о	1	21
209	в нашем	3	21
210	его в	11	21
211	все время	4	21
212	в свете	1	21
213	показать что	1	21
214	там где	2	21
215	и все	13	21
216	не имеет	2	21
217	в истории	4	21
218	в сознании	3	21
219	ее в	5	21
220	отношение к	7	21
221	в пользу	1	20
222	в виду	4	20
223	не менее	6	20
224	в котором	4	20
225	в другом	4	20
226	к которому	1	20
227	из них	7	20
228	время как	1	20
229	речь и	2	20
230	из этих	6	20
231	на вопрос	1	20
232	в такой	2	20
233	и других	1	20
234	а в	8	20
235	едва ли	4	20
236	как раз	6	20
237	к выводу	1	20
238	на этом	8	20
239	в наших	1	20
240	должно быть	2	20
241	по существу	1	20
242	и их	2	20
243	но мы	6	19
244	во всех	13	19
245	а с	2	19
246	и по	5	19
247	один из	10	19
248	ступени развития	1	19
249	но если	2	19
250	независимо от	3	19
251	в данном	4	19
252	для других	1	19
253	мы и	4	19
254	об отношении	1	19
255	как на	3	19
256	с ним	14	19
257	внутреннюю речь	1	19
258	в себя	5	19
259	мы говорили	2	19
260	из которых	2	19
261	во всем	1	18
262	во всей	3	18
263	в психологии	4	18
264	но это	4	18
265	в отличие	2	18
266	отличие от	2	18
267	приходит к	1	18
268	для развития	2	18
269	этом смысле	2	18
270	слов и	1	18
271	всяком случае	8	18
272	чем в	1	18
273	в этих	5	17
274	в своих	5	17
275	к другим	2	17
276	их в	3	17
277	в одном	3	17
278	я не	4	17
279	не есть	2	17
280	сих пор	3	17
281	и той	3	17
282	до сих	3	17
283	мысль не	1	17
284	в свою	6	17
285	в совершенно	3	17
286	тем же	3	17
287	до конца	7	17
288	и для	7	17
289	для этого	6	17
290	все что	10	17
291	и того	1	17
292	у него	4	17
293	ту же	1	17
294	и речь	1	17
295	и от	3	17
296	и есть	3	17
297	то и	1	17
298	мы находим	4	17
299	и только	6	17
300	и другие	2	16
301	ребенка к	3	16
302	одной и	3	16
303	из основных	3	16
304	значение в	3	16
305	мы имеем	6	16
306	вовсе не	16	16
307	такой же	3	16
308	выводу что	2	16
309	которые не	1	16
310	и даже	3	16
311	на этой	3	16
312	между двумя	3	16
313	между отдельными	1	16
314	по поводу	5	16
315	то в	2	16
316	видели что	3	16
317	для нас	2	16
318	которые в	1	16
319	психических функций	1	16
320	которую мы	1	16
321	тому как	1	16
322	таким же	1	16
323	в них	3	15
324	что при	2	15
325	от этого	2	15
326	и это	1	15
327	и является	3	15
328	со всеми	5	15
329	этого процесса	2	15
330	что если	1	15
331	данном случае	4	15
332	на все	3	15
333	тем более	1	15
334	хотя бы	7	15
335	в начале	1	15
336	те же	9	15
337	отличается от	2	15
338	но как	2	15
339	которое мы	1	15
340	на всем	3	15
341	том же	1	15
342	ничего не	5	15
343	вообще не	2	15
344	который мы	1	15
345	когда он	3	15
346	по этому	1	15
347	но что	1	14
348	свою очередь	4	14
349	одно и	1	14
350	точка зрения	15	14
351	точку зрения	12	14
352	из этого	2	14
353	и здесь	1	14
354	связанные с	4	14
355	одним из	3	14
356	одной из	1	14
357	он должен	2	14
358	учения о	2	14
359	в учении	1	14
360	один и	3	14
361	этих двух	3	14
362	не можем	6	14
363	говорили выше	1	14
364	который в	1	14
365	это есть	2	14
366	когда мы	2	14
367	значение для	2	14
368	и во	2	14
369	с его	9	14
370	последнее время	1	14
371	об этом	7	14
372	в теории	1	14
373	имеет место	1	13
374	для объяснения	1	13
375	с другими	8	13
376	и тот	3	13
377	его к	4	13
378	в основном	4	13
379	смысле слова	4	13
380	к его	3	13
381	они не	3	13
