N	2gram	Berdyaev_N	Literetu
1	а не	17	50
2	и не	11	47
3	не только	5	46
4	и в	16	44
5	может быть	7	43
6	но и	3	41
7	в том	8	39
8	в этом	7	38
9	своего рода	1	37
10	том что	2	32
11	такого рода	2	30
12	то что	4	29
13	в мире	3	28
14	как и	7	23
15	в то	2	23
16	себя в	2	22
17	не в	6	22
18	так и	2	22
19	не может	16	22
20	и т.п	2	20
21	в себе	2	20
22	прежде всего	4	19
23	с другой	3	17
24	в его	1	17
25	в жизни	5	16
26	в этой	1	16
27	не менее	4	15
28	я не	2	15
29	только в	1	15
30	и даже	2	14
31	что он	1	14
32	уже не	2	13
33	в своем	1	13
34	с одной	2	13
35	как это	2	13
36	но не	2	13
37	и его	1	13
38	в своей	3	12
39	о том	4	12
40	одной стороны	2	12
41	к себе	1	12
42	еще не	3	12
43	а также	1	12
44	не столько	1	11
45	никогда не	6	11
46	еще в	1	11
47	вместе с	2	11
48	как в	3	11
49	в основе	3	11
50	в отличие	1	11
51	с его	6	11
52	это не	4	11
53	отличие от	1	11
54	а в	2	11
55	из них	1	10
56	в ее	3	10
57	не случайно	1	10
58	что в	9	10
59	и на	2	10
60	для себя	1	10
61	жизни в	3	10
62	потому что	4	10
63	жизни и	8	10
64	в области	1	10
65	на смену	1	9
66	к тому	3	9
67	лишь в	6	9
68	быть может	4	8
69	тем что	1	8
70	одна из	2	8
71	того же	1	8
72	на себя	1	8
73	что не	1	8
74	в конце	1	8
75	особого рода	1	8
76	но в	2	8
77	уже в	1	8
78	xix века	5	8
79	по существу	2	8
80	в самом	1	7
81	другой стороны	2	7
82	для всех	1	7
83	для этого	2	7
84	по преимуществу	1	7
85	он не	8	7
86	и с	2	7
87	в нем	5	7
88	по своей	1	7
89	друг друга	1	7
90	и для	4	7
91	перестает быть	4	7
92	он и	1	7
93	у нас	1	7
94	человека в	1	7
95	тому как	3	7
96	и жизни	1	7
97	в виду	1	6
98	культуры в	5	6
99	как на	1	6
100	у него	2	6
101	не было	4	6
102	во всех	3	6
103	перед лицом	1	6
104	было бы	1	6
105	подобно тому	3	6
106	с ее	5	6
107	с миром	1	6
108	том числе	1	6
109	в ней	5	6
110	как будто	2	6
111	и только	1	6
112	и к	5	5
113	к этой	1	5
114	с собой	1	5
115	личности с	1	5
116	во имя	15	5
117	хотя бы	2	5
118	жизни как	2	5
119	как я	1	5
120	том чтобы	2	5
121	должно быть	4	5
122	к жизни	3	5
123	не знает	6	5
124	права на	2	5
125	все более	1	5
126	эти слова	1	5
127	человеческого духа	1	5
128	в силу	1	5
129	в сущности	1	5
130	в россии	3	5
131	себя и	1	5
132	не с	1	5
133	быть не	1	5
134	так как	1	5
135	мир в	1	5
136	мы не	2	5
137	место в	2	5
138	все еще	1	5
139	не к	2	5
140	более не	2	4
141	которая в	1	4
142	в них	4	4
143	с тем	3	4
144	только для	1	4
145	в природе	2	4
146	жизни к	4	4
147	и нет	1	4
148	во всяком	1	4
149	то это	1	4
150	духовной жизни	2	4
151	для того	1	4
152	не всегда	1	4
153	свободы от	2	4
154	хотя и	2	4
155	все время	2	4
156	что его	1	4
157	себе и	1	4
158	искусство не	1	4
159	и что	2	4
160	за пределы	3	4
161	могут быть	2	4
162	и есть	10	4
163	можно сказать	1	4
164	от жизни	1	4
165	жизни а	1	4
166	и все	4	4
167	приводит к	1	4
168	знает что	1	4
169	все они	2	4
170	нет ничего	1	4
171	ни к	2	4
172	то он	1	4
173	в свою	1	4
174	но это	6	4
175	жизни не	3	4
176	в формах	1	4
177	свидетельствует о	1	4
178	не могу	1	4
179	а по	1	4
180	зависимость от	1	4
181	такой же	2	4
182	нуждается в	1	4
183	все что	1	3
184	же и	1	3
185	мысли и	2	3
186	в этих	1	3
187	по себе	1	3
188	нет в	1	3
189	мира и	2	3
190	и того	1	3
191	вопрос о	3	3
192	времени в	2	3
193	особое место	1	3
194	превращается в	1	3
195	так же	2	3
196	и еще	1	3
197	и культуры	2	3
198	который в	2	3
199	с ним	1	3
200	жизни с	1	3
201	говорить о	1	3
202	что такое	3	3
203	духовной культуры	1	3
204	свободы и	2	3
205	не есть	3	3
206	в чем	1	3
207	всех своих	1	3
208	же как	2	3
209	он в	1	3
210	и от	2	3
211	в зависимость	1	3
212	в советской	1	3
213	культуры нового	2	3
214	во время	1	3
215	должна быть	3	3
216	это уже	1	3
217	мы в	1	3
218	и вполне	1	3
219	не на	1	3
220	можно было	2	3
221	так называемый	1	3
222	они не	1	3
223	не имеет	4	3
224	того чтобы	2	3
225	и до	1	3
226	в истории	3	3
227	а во	1	3
228	как например	1	3
229	и а	1	3
230	в этот	1	3
231	культуры но	1	3
232	всяком случае	1	3
233	власть над	1	3
234	с их	2	3
235	а на	1	3
236	этого не	1	3
237	на нее	1	3
238	в глубине	1	3
239	все эти	2	3
240	жизнью в	2	3
241	за его	1	3
242	и потому	4	3
243	а к	1	3
244	одну из	1	3
245	не по	1	3
246	бытия в	2	3
247	числе и	1	3
248	в той	1	2
249	во всем	1	2
250	в центре	2	2
251	и героя	1	2
252	их не	1	2
253	роль в	2	2
254	в это	1	2
255	мир и	2	2
256	начиная со	1	2
257	в котором	1	2
258	человека не	1	2
259	значительной степени	1	2
260	всего что	1	2
261	сказать что	3	2
262	и у	1	2
263	быть в	2	2
264	есть по	1	2
265	революции и	3	2
266	к ее	3	2
267	к нему	1	2
268	и мы	4	2
269	на протяжении	2	2
270	в недрах	1	2
271	культуры на	1	2
272	с другими	1	2
273	стремится к	3	2
274	к достижению	1	2
275	но он	1	2
276	быть только	1	2
277	xviii века	2	2
278	лишь на	1	2
279	и вместе	1	2
280	власти в	1	2
281	истории это	3	2
282	людей в	1	2
283	не был	1	2
284	войне и	1	2
285	не означает	3	2
286	нового времени	12	2
287	на нем	1	2
288	в истинном	1	2
289	культуры и	7	2
290	человека и	3	2
291	эпохи в	1	2
292	всю жизнь	1	2
293	этой системе	1	2
294	к более	2	2
295	в статье	1	2
296	переходит в	1	2
297	есть и	1	2
298	нашего времени	2	2
299	самой жизни	2	2
300	для них	1	2
301	на заре	1	2
302	оно не	1	2
303	о природе	1	2
304	есть лишь	4	2
305	значение в	1	2
306	от бога	6	2
307	жизни его	1	2
308	можно назвать	2	2
309	который не	1	2
310	и было	2	2
311	к той	1	2
312	это и	2	2
313	и более	1	2
314	в значительной	1	2
315	из этих	1	2
316	к своим	1	2
317	и ему	1	2
318	от других	1	2
319	в обществе	2	2
320	вот этот	1	2
321	нет и	2	2
322	жизни этих	1	2
323	не для	1	2
324	жизнь не	1	2
325	в русском	2	2
326	от всех	1	2
327	себя а	1	2
328	мира а	2	2
329	нас к	1	2
330	есть в	2	2
331	в духовной	2	2
332	нового типа	2	2
333	перед собой	1	2
334	нет у	1	2
335	должно стать	2	2
336	в такой	1	2
337	должен быть	5	2
338	общественной жизни	6	2
339	в будущем	2	2
340	освобождения от	1	2
341	творческий процесс	1	2
342	культуре и	1	2
343	жизни для	1	2
344	она не	3	2
345	мировой войны	4	2
346	к власти	3	2
347	в xix	1	2
348	в большинстве	1	2
349	на это	1	2
350	оно должно	1	2
351	слова в	1	2
352	бытия и	1	2
353	в эти	1	2
354	к идее	1	2
355	совершается в	1	2
356	что сами	1	1
357	к подлинному	2	1
358	содержания жизни	1	1
359	был и	1	1
360	она сама	1	1
361	мире а	1	1
362	мышления не	1	1
363	бога в	1	1
364	изнутри и	1	1
365	познания и	2	1
366	думаю что	1	1
367	есть результат	1	1
368	приобщиться к	2	1
369	людей и	1	1
370	существования и	1	1
371	это должно	1	1
372	но все	1	1
373	мы живем	5	1
374	а во-вторых	1	1
375	ни одна	2	1
376	по небу	1	1
377	он переходит	1	1
378	о свободе	1	1
379	в христианстве	1	1
380	приобретает характер	1	1
381	истории для	1	1
382	их в	1	1
383	духа в	2	1
384	обращения к	1	1
385	связано с	1	1
386	истины о	1	1
387	с этим	2	1
388	в дальний	1	1
389	человека так	1	1
390	на человека	1	1
391	не могли	2	1
392	нас и	1	1
393	процесс в	1	1
394	на ее	1	1
395	вот почему	2	1
396	из их	1	1
397	имея в	1	1
398	потому оно	1	1
399	которых не	2	1
400	и трудно	1	1
401	истории которые	1	1
402	средних веков	1	1
403	все в	1	1
404	и когда	1	1
405	существу своему	1	1
406	явилось в	1	1
407	нужно быть	1	1
408	конечно не	3	1
409	и общества	2	1
410	новый мир	1	1
411	переход от	1	1
412	ней и	1	1
413	вернуться к	2	1
414	из всех	1	1
415	наряду с	3	1
416	духа и	3	1
417	всякого духовного	1	1
418	к которому	1	1
419	во времена	1	1
420	сама себя	1	1
421	в зависимости	1	1
422	это значит	1	1
423	проходит через	1	1
424	века как	1	1
425	как океан	1	1
426	последних вопросов	1	1
427	мира нового	1	1
428	него как	1	1
429	как другие	1	1
430	нельзя сказать	1	1
431	советской россии	1	1
432	жить в	1	1
433	в состоянии	1	1
434	имя свободы	3	1
435	xix и	4	1
436	в гг	1	1
437	это я	1	1
438	в образе	1	1
439	религиозного сознания	1	1
440	глубине своей	1	1
441	и духовной	1	1
442	запада и	1	1
443	если есть	1	1
444	природу и	1	1
445	и немощен	1	1
446	или не	1	1
447	нашей мысли	1	1
448	в которой	1	1
449	уединение и	1	1
450	века не	1	1
451	будто бы	1	1
452	дело мирового	1	1
453	но для	2	1
454	возвращается к	2	1
455	еще при	1	1
456	тоской по	1	1
457	призыв к	2	1
458	исторический период	1	1
459	на поверхности	1	1
460	мысли мои	1	1
461	и она	1	1
462	большинстве случаев	1	1
463	в употреблении	2	1
464	от этого	1	1
465	того и	1	1
466	должно было	2	1
467	лишь для	1	1
468	культуры есть	1	1
469	в смысле	2	1
470	христианство и	1	1
471	в эту	1	1
472	она становится	1	1
473	пути я	1	1
474	сих пор	1	1
475	вопроса о	1	1
476	и мир	1	1
477	видят в	1	1
478	как того	1	1
479	человек как	1	1
480	не человек	2	1
481	весь мир	1	1
482	и быть	1	1
