N	4gram	Vygotskiy_	EvropaiC
1	в том случае если	2	4
2	заключается в том что	7	3
3	совершенно так же как	1	3
4	нечего и говорить что	1	3
5	бы то ни было	1	3
6	одного и того же	1	3
7	что же касается до	1	2
8	несмотря на то что	2	2
9	но вместе с тем	1	2
10	в то же время	2	2
11	только тогда когда оно	1	1
12	состоит в том что	1	1
13	том случае если бы	1	1
14	и для того чтобы	1	1
15	с этой точки зрения	5	1
16	в то время как	6	1
17	то же самое что	2	1
18	совершенно в таком же	1	1
19	на все эти вопросы	1	1
20	образом мы видим что	1	1
21	но для того чтобы	1	1
22	что это действительно так	1	1
23	а потому не может	1	1
24	а между тем в	1	1
25	в широком смысле слова	1	1
26	указывали на то что	1	1
27	в том что он	1	1
28	и более или менее	1	1
29	не в том что	1	1
30	одно и то же	1	1
31	представление о том что	2	1
32	так же трудно как	1	1
33	таким образом и на	1	1
34	таким образом оказывается что	1	1
35	таким образом мы видим	1	1
36	вместе с тем и	1	1
37	том виде как оно	1	1
38	из поколения в поколение	1	1
39	вступить в противоречие с	1	1
40	же самое что и	2	1
41	дело в том что	1	1
42	не играет никакой роли	1	1
43	с психологической точки зрения	3	1
44	и не может быть	1	1
45	и в конце концов	1	1
46	только в том случае	2	1
47	что в настоящее время	1	1
48	в том что при	1	1
49	в том числе и	1	1
50	мы указывали на то	1	1
51	приводит к тому что	1	1
52	одному и тому же	1	1
53	о том что он	1	1
54	одной и той же	5	1
55	в том что все	1	1
56	для того чтобы проверить	1	1
57	в таком же виде	1	1
58	в том виде как	1	1
59	то что у него	3	1
60	в том или ином	1	1
