N	3gram	Vygotskiy_	RusskieA
1	в том что	30	49
2	состоит в том	4	29
3	и т д	1	21
4	тем не менее	1	14
5	вместе с тем	5	11
6	о том что	10	10
7	том что в	3	9
8	в том чтобы	6	9
9	для того чтобы	19	8
10	в данном случае	5	8
11	подобно тому как	2	8
12	как мы увидим	1	7
13	мы не можем	3	7
14	не может быть	8	6
15	как мы видели	1	6
16	так же как	6	6
17	после того как	1	6
18	в связи с	3	5
19	к тому что	3	5
20	мы видели что	4	5
21	как мы уже	4	4
22	в отличие от	3	4
23	что в этом	1	4
24	только тогда когда	4	4
25	в то время	5	4
26	можно было бы	6	4
27	во всяком случае	5	4
28	мы не будем	1	4
29	к этому же	1	4
30	но вместе с	5	3
31	по отношению к	11	3
32	может рассматриваться как	3	3
33	до сих пор	4	3
34	с тем и	1	3
35	же как и	4	3
36	до некоторой степени	1	3
37	самом же деле	1	3
38	в своей книге	2	3
39	на самом же	1	3
40	в свою очередь	3	3
41	и потому что	2	3
42	на то что	9	3
43	с точки зрения	34	3
44	между тем это	1	3
45	к выводу что	5	3
46	приводит нас к	1	3
47	мы уже видели	2	3
48	с тем что	1	3
49	друг к другу	2	3
50	в настоящей работе	2	2
51	мы уже знаем	1	2
52	том что этот	1	2
53	они представляют собой	1	2
54	о том как	1	2
55	дело не в	1	2
56	них состоит в	1	2
57	друг с другом	6	2
58	с и сл	1	2
59	потому что он	3	2
60	останавливаться на других	1	2
61	из которых одна	1	2
62	в области изучения	1	2
63	не оставляет сомнений	1	2
64	мы должны будем	2	2
65	но и как	1	2
66	так как они	1	2
67	но все же	1	2
68	с другой стороны	10	2
69	в этой связи	1	2
70	но так как	1	2
71	в тех случаях	1	2
72	так обстояло дело	1	2
73	из них состоит	1	2
74	мы увидим что	2	2
75	ту или иную	1	2
76	а именно в	1	2
77	как и в	2	2
78	но и потому	1	2
79	можно сказать что	5	2
80	вопрос о том	2	2
81	на самом деле	3	2
82	иметь в виду	1	2
83	с таким же	2	2
84	не только в	1	2
85	и в этом	1	2
86	но тем не	1	2
87	оставляет сомнений в	1	2
88	тех случаях когда	1	2
89	по его мнению	1	2
90	с одной стороны	14	2
91	в этом отношении	6	2
92	не только как	1	2
93	как и всем	1	1
94	данном случае интересует	1	1
95	он полагает что	1	1
96	своей книги он	1	1
97	это таким образом	1	1
98	время от времени	1	1
99	установить что в	1	1
100	в одном и	1	1
101	в том же	3	1
102	и как бы	1	1
103	мы должны были	2	1
104	мы наблюдаем в	1	1
105	с той только	1	1
106	не могло бы	1	1
107	сделать вывод что	1	1
108	во всей их	2	1
109	как и вообще	1	1
110	но этого мало	1	1
111	существует независимо от	1	1
112	между тем значение	1	1
113	рассказывает об этом	1	1
114	их теоретических построений	1	1
115	той только разницей	1	1
116	у нас в	1	1
117	наряду с этим	2	1
118	в животном мире	1	1
119	до наших дней	1	1
120	в совершенно ином	1	1
121	интересующие нас вопросы	1	1
122	то что обычно	1	1
123	сомнение в том	1	1
124	в первые годы	2	1
125	который мы наблюдаем	1	1
126	потому что в	1	1
127	только разницей что	1	1
128	на интересующие нас	1	1
129	предположить что в	1	1
130	не можем согласиться	1	1
131	все то что	1	1
132	и пр и	1	1
133	сомнений в том	2	1
134	сам по себе	3	1
135	к другу и	1	1
136	что это представление	1	1
137	что именно в	1	1
138	приходит к выводу	4	1
139	того что в	3	1
140	в такой же	3	1
141	она не может	1	1
142	друг друга при	1	1
143	это не соответствует	1	1
144	на всю жизнь	1	1
145	раз и является	1	1
146	легко заметить что	1	1
147	той и другой	1	1
148	прямо или косвенно	1	1
149	точно так же	2	1
150	к вопросу об	1	1
151	и таким образом	2	1
152	еще на некоторые	1	1
153	что в них	1	1
154	к тому же	1	1
155	на этот вопрос	5	1
156	с тем есть	1	1
157	никогда не совершаются	1	1
158	при этом он	1	1
159	и пр в	1	1
160	не может не	1	1
161	в природе и	1	1
162	то же самое	4	1
163	не входит в	1	1
164	значении этого слова	1	1
165	сама по себе	3	1
166	мы склонны видеть	2	1
167	это все же	1	1
168	в его значении	1	1
169	несмотря на все	1	1
170	в другом месте	6	1
171	то что и	1	1
172	или во всяком	2	1
173	в применении к	1	1
174	одном и том	1	1
175	в значительной степени	2	1
176	что здесь на	1	1
177	в этой теории	2	1
178	в нашей стране	1	1
179	прежде всего как	1	1
180	это не могло	1	1
181	в своем исследовании	2	1
182	в одном из	2	1
183	указать еще на	1	1
184	и том же	1	1
185	это обстоятельство не	1	1
186	так как он	3	1
187	это ни странно	2	1
188	тем что в	1	1
189	а вместе с	2	1
190	но и в	1	1
191	между собой или	1	1
192	представление о причине	1	1
193	а затем уже	1	1
194	эта точка зрения	1	1
195	что не только	1	1
196	рассматривается как нечто	2	1
197	не потому что	2	1
198	в целом ряде	1	1
199	то что в	2	1
200	для дальнейшего развития	1	1
201	перед нами как	1	1
202	а следовательно и	1	1
203	одно из первых	1	1
204	тем и другим	2	1
205	об этом мы	1	1
206	тем более что	1	1
207	независимо от того	2	1
208	между прочим в	1	1
209	для нас особенно	1	1
210	но все это	1	1
211	видели что в	1	1
212	из того что	7	1
213	хотя и не	1	1
214	необходимо иметь в	1	1
215	как это ни	2	1
216	дело в том	2	1
217	приводит к тому	3	1
218	смысле этого слова	6	1
219	к ее началу	1	1
220	как и все	2	1
221	и все другие	1	1
222	и в своем	2	1
223	что связь между	2	1
224	вопрос который в	1	1
225	как одна из	1	1
226	уже видели что	2	1
227	в свете приведенных	1	1
228	ниже при рассмотрении	1	1
229	в первую очередь	3	1
230	в собственном смысле	8	1
231	в связь с	1	1
232	оно зависит от	1	1
233	по этому вопросу	1	1
234	ту сторону этой	1	1
235	в чем именно	1	1
236	в таких случаях	1	1
237	что в истории	1	1
238	потому что они	1	1
239	в себе и	1	1
240	он показывает что	3	1
241	то время как	4	1
242	приводит его к	1	1
243	нас в данном	1	1
244	один из основных	1	1
245	состоящее в том	1	1
246	сводится к тому	1	1
247	на две части	2	1
