N	2gram	Bakhtin_Pr	Tvorches
1	у достоевского	29	91
2	и в	64	56
3	как бы	33	41
4	в его	30	37
5	в романе	12	34
6	романах достоевского	6	32
7	в то	15	30
8	в романах	8	30
9	достоевского в	15	27
10	то же	18	25
11	не только	26	24
12	же время	13	24
13	но в	14	24
14	как и	25	23
15	то есть	3	23
16	и не	55	23
17	а в	10	23
18	и его	21	23
19	в этом	33	22
20	и т	14	22
21	достоевского не	15	22
22	что в	11	21
23	в том	12	21
24	из подполья	12	21
25	он не	14	19
26	том что	8	19
27	может быть	43	19
28	потому что	8	19
29	у него	11	18
30	то что	21	18
31	таким образом	15	17
32	и на	16	17
33	что он	15	17
34	т д	4	17
35	все это	9	17
36	при этом	8	16
37	но и	26	16
38	никогда не	11	16
39	как в	7	16
40	в творчестве	6	16
41	прежде всего	16	16
42	достоевского с	4	16
43	не может	26	16
44	достоевский не	5	16
45	и с	9	15
46	в мире	7	15
47	но это	6	15
48	в этой	5	15
49	с его	11	15
50	подпольного человека	1	14
51	и даже	5	14
52	достоевский в	10	14
53	это не	12	14
54	о том	5	13
55	времени в	1	13
56	творчестве достоевского	7	13
57	а не	29	13
58	в котором	7	12
59	в целом	8	12
60	в своей	11	11
61	все же	11	11
62	достоевского это	3	11
63	героев достоевского	4	11
64	для него	23	11
65	что достоевский	1	11
66	в самом	17	10
67	достоевского как	11	10
68	и достоевский	1	10
69	он сам	5	10
70	в русской	1	10
71	не в	15	10
72	в конце	8	10
73	только в	13	10
74	иван карамазов	1	10
75	мире достоевского	9	10
76	когда он	2	10
77	герои достоевского	4	10
78	в основном	2	10
79	уже в	5	10
80	так и	8	10
81	но не	12	10
82	романа достоевского	13	10
83	как будто	4	10
84	в своих	4	9
85	первой части	1	9
86	по природе	2	9
87	а затем	1	9
88	в изображении	2	9
89	для достоевского	8	9
90	и от	3	9
91	один из	3	9
92	в свою	1	9
93	человека в	8	9
94	в нем	28	9
95	во многом	1	9
96	даже в	6	8
97	в духе	4	8
98	именно в	5	8
99	не менее	3	8
100	так же	8	8
101	достоевским в	1	8
102	к этому	1	8
103	ивана карамазова	5	8
104	хотя и	5	8
105	одним из	7	8
106	вместе с	1	8
107	тогда как	1	8
108	одной из	1	8
109	еще не	10	8
110	в себе	11	8
111	так как	9	8
112	романе достоевского	9	8
113	в их	6	8
114	романов достоевского	8	8
115	на его	2	8
116	об этом	3	8
117	вовсе не	12	8
118	человека и	2	8
119	достоевского к	4	7
120	в этих	5	7
121	и сам	6	7
122	например в	5	7
123	уже не	15	7
124	за собой	1	7
125	что она	7	7
126	и он	5	7
127	в которой	2	7
128	в рассказе	2	7
129	творчество достоевского	5	7
130	своего рода	1	7
131	достоевского и	9	7
132	самом деле	10	7
133	идей в	1	7
134	и оскорбленных	1	7
135	читателя в	1	7
136	униженных и	1	7
137	в момент	1	6
138	еще более	2	6
139	не столько	1	6
140	и как	9	6
141	но у	4	6
142	поэтики достоевского	1	6
143	хотя бы	4	6
144	его романов	3	6
145	одна из	5	6
146	достоевского но	9	6
147	его в	8	6
148	записок из	2	6
149	так что	6	6
150	и ее	5	6
151	мира достоевского	2	6
152	а потому	2	6
153	героя в	7	6
154	своих героев	2	6
155	с ним	8	6
156	если бы	12	6
157	и все	6	6
158	творчества достоевского	9	6
159	приводит к	8	6
160	в бедных	4	6
161	в книге	2	6
162	достоевского нет	5	6
163	все эти	13	6
164	ли не	1	6
165	бедных людях	4	6
166	место в	1	6
167	и другие	1	5
168	из всех	1	5
169	мысли и	6	5
170	у пушкина	1	5
171	в них	5	5
172	что этот	2	5
173	с другой	7	5
174	по отношению	12	5
175	отметить что	1	5
176	в своем	12	5
177	в одной	8	5
178	во всей	3	5
179	все время	3	5
180	из них	3	5
181	что они	1	5
182	что у	2	5
183	на него	6	5
184	в ее	2	5
185	что и	7	5
186	не было	5	5
187	что не	3	5
188	в таком	3	5
189	я не	6	5
190	и это	8	5
191	и у	3	5
192	а с	2	5
193	героя и	14	5
194	что это	2	5
195	т п	10	5
196	если не	1	5
197	между тем	7	5
198	в первой	3	5
199	не так	1	5
200	та же	1	5
201	романа и	3	5
202	с этим	3	5
203	роман достоевского	12	5
204	самого достоевского	7	5
