N	4gram	Vinokur_Ku	Vvedenie
1	той мере в какой	6	6
2	в той мере в	6	6
3	в то же время	4	6
4	не что иное как	2	5
5	не трудно видеть что	1	5
6	в широком смысле слова	1	4
7	и в самом деле	4	3
8	дело в том что	1	3
9	и тем не менее	4	3
10	есть не что иное	1	3
11	состоит в том что	4	2
12	с этой точки зрения	3	2
13	но также и в	1	2
14	заключается в том что	2	2
15	в широком смысле этого	1	2
16	одно и то же	1	2
17	и т д а	1	2
18	только в применении к	1	2
19	так или иначе но	1	2
20	одной и той же	1	2
21	одного и того же	2	2
22	и т д все	1	2
23	ответ на этот вопрос	1	2
24	в том или ином	1	2
25	только в том чтобы	2	1
26	трудно видеть что это	1	1
27	того или иного автора	1	1
28	его грамматическую систему и	1	1
29	т д все это	1	1
30	только в том что	1	1
31	того чтобы можно было	1	1
32	не только в том	1	1
33	в том-то и дело	1	1
34	одном и том же	1	1
35	том-то и дело что	1	1
36	во всяком случае гораздо	1	1
37	если можно говорить о	1	1
38	и т д и	3	1
39	для того чтобы определить	1	1
40	исчерпывающего знания о языке	1	1
41	история литературы история искусств	1	1
42	видеть что это есть	1	1
43	но в том-то и	1	1
44	но во всяком случае	1	1
45	в том что он	3	1
46	большей или меньшей степени	2	1
47	для того чтобы можно	1	1
48	в одном и том	1	1
49	и т д словом	1	1
50	язык можно и должно	1	1
51	до тех пор пока	1	1
52	но с другой стороны	1	1
53	в каждом данном случае	1	1
54	не сам по себе	1	1
55	в том смысле что	1	1
56	для того чтобы быть	2	1
57	но дело не в	1	1
58	бы то ни было	1	1
59	лингвисту во всяком случае	1	1
60	в центр своего внимания	1	1
61	в зависимости от того	1	1
62	в том чтобы выяснить	1	1
63	говоря уже о том	1	1
64	в большей или меньшей	2	1
65	в том что не	1	1
66	хотя бы и не	1	1
67	ответить на этот вопрос	1	1
68	что история языка в	1	1
69	в собственном смысле слова	1	1
70	уже само по себе	1	1
71	и не потому что	1	1
72	мы имеем в виду	1	1
73	сказывается и в том	1	1
74	на язык как на	1	1
75	языка по сравнению с	1	1
76	уже о том что	1	1
77	имеет дело лишь с	1	1
78	мере в какой они	1	1
79	какой бы то ни	1	1
80	даже и тогда когда	1	1
81	широком смысле этого термина	2	1
82	вовсе не в том	1	1
83	на почву культурной истории	1	1
84	не говоря уже о	1	1
85	можно было бы назвать	1	1
86	еще и потому что	1	1
87	сводится лишь к тому	1	1
88	по отношению к собственно	1	1
89	точно так же как	3	1
90	в тех или иных	1	1
91	также и то что	1	1
92	с прочими областями культуры	1	1
