N	2gram	Savitsky_E	KFilosof
1	может быть	6	45
2	в его	2	42
3	в нем	1	32
4	не может	9	29
5	и не	14	28
6	и в	37	28
7	по отношению	1	26
8	в котором	2	24
9	не есть	2	22
10	в себе	9	21
11	только в	9	18
12	и его	1	18
13	в своем	14	17
14	в ее	8	17
15	а не	2	17
16	в этом	12	15
17	для него	1	13
18	не в	5	13
19	точки зрения	23	13
20	к нему	2	12
21	мир в	1	12
22	но не	5	12
23	и это	1	12
24	в своей	8	11
25	все эти	1	11
26	во всех	6	11
27	из себя	1	11
28	с точки	17	10
29	бытия и	1	10
30	от себя	1	10
31	и для	3	10
32	в их	11	9
33	и все	2	9
34	но и	14	9
35	как бы	6	9
36	для нее	1	9
37	не было	1	8
38	если бы	2	8
39	в мире	2	8
40	со стороны	5	8
41	было бы	8	8
42	лишь в	1	8
43	жизни и	2	8
44	во всем	1	7
45	что и	3	7
46	вовсе не	6	7
47	уже не	1	7
48	то что	6	7
49	конечно не	1	7
50	на основе	2	7
51	для себя	1	7
52	и только	3	7
53	отнюдь не	9	7
54	ее и	1	6
55	должно быть	1	6
56	не значит	1	6
57	но все	1	6
58	не имеет	4	6
59	в смысле	9	6
60	в том	11	6
61	и их	1	6
62	за вычетом	2	6
63	место в	3	6
64	он не	2	6
65	но это	1	6
66	мира в	4	6
67	то же	15	5
68	ко всему	2	5
69	не только	18	5
70	мира но	2	5
71	с ним	1	5
72	но как	2	5
73	в основе	1	5
74	но в	14	5
75	именно в	4	5
76	как и	7	5
77	все же	1	5
78	жизни в	3	5
79	хотя бы	15	5
80	в одном	2	5
81	от своей	1	5
82	а в	2	5
83	культуры и	2	5
84	там где	3	5
85	никогда не	3	5
86	что в	21	4
87	должна быть	2	4
88	при этом	1	4
89	ни было	4	4
90	что это	2	4
91	не как	1	4
92	для нас	4	4
93	прежде всего	9	4
94	в своих	2	4
95	как его	1	4
96	с ними	1	4
97	мира и	3	4
98	том что	6	4
99	в каком	4	4
100	входит в	1	4
101	во всей	2	4
102	между тем	8	4
103	ценности и	1	4
104	тем самым	5	4
105	к ним	3	4
106	быть в	1	4
107	вне ее	1	4
108	жизни но	1	3
109	ближе к	1	3
110	положения и	1	3
111	к единому	1	3
112	та же	1	3
113	культурные ценности	2	3
114	и на	6	3
115	на язык	2	3
116	этого мира	1	3
117	мы не	4	3
118	был бы	1	3
119	тогда когда	2	3
120	всем его	1	3
121	и этот	2	3
122	того что	7	3
123	и тот	1	3
124	в некотором	4	3
125	тем что	3	3
126	в корне	1	3
127	стороны в	2	3
128	не дает	3	3
129	рядом с	1	3
130	не менее	1	3
131	по своему	7	3
132	один и	1	3
133	его жизни	1	3
134	может дать	1	3
135	войти в	1	3
136	поскольку он	2	3
137	той или	4	3
138	того или	4	3
139	homo sapiens	1	3
140	бы и	3	3
141	что не	1	3
142	в свою	3	3
143	мира не	2	3
144	лежат в	4	3
145	для того	6	3
146	и должна	1	3
147	в ней	4	3
148	быть и	1	3
149	и та	2	3
150	этом смысле	3	3
151	от того	1	3
152	на своем	3	3
153	всем другим	1	3
154	мы здесь	1	3
155	нем и	1	3
156	не быть	1	3
157	могут быть	2	3
158	котором мы	1	3
159	о том	3	3
160	области и	1	3
161	тем как	1	3
162	в то	16	3
163	или иного	4	3
164	независимо от	4	3
165	всех этих	1	3
166	тот же	1	3
167	и тем	3	3
168	бы то	4	2
169	действительно ли	1	2
170	один из	1	2
171	и мы	3	2
172	может не	1	2
173	можно ли	3	2
174	и того	2	2
175	дело с	1	2
176	одна и	2	2
177	еще более	2	2
178	тому что	1	2
179	выйти в	1	2
180	будет ли	2	2
181	так и	10	2
182	в принципе	1	2
183	и то	2	2
184	в качестве	14	2
185	нами в	1	2
186	это есть	1	2
187	и когда	1	2
188	сводится к	1	2
189	по себе	4	2
190	жизни мира	2	2
191	в виде	5	2
192	оно не	1	2
193	могут стать	2	2
194	если не	1	2
195	отказаться от	1	2
196	не о	1	2
197	ее от	2	2
198	в сознании	1	2
199	что за	1	2
200	дело в	3	2
201	и эта	2	2
202	в ту	1	2
203	в процессе	4	2
204	в жизни	1	2
205	с тем	3	2
206	его на	2	2
207	и как	2	2
208	весь мир	1	2
209	в соответствии	1	2
210	различия в	3	2
211	в определенной	1	2
212	себя как	1	2
213	как в	3	2
214	от этого	5	2
215	ли это	3	2
216	не нужно	2	2
217	ценности как	1	2
218	а для	1	2
219	как оно	2	2
220	этого слова	1	2
221	поскольку она	2	2
222	и потому	5	2
223	где этот	1	2
224	в данном	3	2
225	и других	2	2
226	вопрос о	4	2
227	она не	2	2
228	потому что	3	2
229	того чтобы	6	2
230	то ни	4	2
231	этом мире	1	2
232	кажется что	2	2
233	не будет	3	2
234	говорить о	1	2
235	что эта	1	2
236	для этого	1	2
237	отношении к	15	2
238	не из	3	2
239	этот факт	3	2
240	же время	14	2
241	к которой	1	2
242	думать что	8	2
243	только это	1	2
244	или иное	1	2
245	пространства и	1	2
246	но этот	1	2
247	в этой	2	2
248	соответствии с	1	2
249	все остальные	1	2
250	при условии	2	2
251	это можно	1	2
252	выход в	1	2
253	или иной	4	2
254	включает в	1	2
255	с его	1	2
256	в области	11	2
257	его к	1	2
258	с ее	1	2
259	чтобы не	1	2
260	то или	1	2
261	и ее	1	2
262	одного и	1	2
263	гораздо более	1	2
264	в оценке	1	1
265	данной области	2	1
266	положений и	1	1
267	всего в	2	1
268	в самом	4	1
269	значит ли	1	1
270	и к	3	1
271	мире и	1	1
272	именно к	2	1
273	утверждать что	2	1
274	во втором	2	1
275	все что	1	1
276	в содержании	2	1
277	как это	4	1
278	и культуры	1	1
279	только путем	1	1
280	мы видим	2	1
281	здесь на	1	1
282	не выходит	1	1
283	религии и	1	1
284	так как	7	1
285	в последнем	1	1
286	место при	1	1
287	как таковой	1	1
288	как с	1	1
289	и было	1	1
290	то есть	6	1
291	но из	1	1
292	действительно имеют	1	1
293	имеют в	1	1
294	переходит в	1	1
295	зависит от	1	1
296	его построения	1	1
297	эту мысль	1	1
298	за исключением	1	1
299	она в	3	1
300	значение для	1	1
301	во власти	2	1
302	мог бы	2	1
303	культуры из	2	1
304	в предыдущем	4	1
305	факта но	1	1
306	и культура	1	1
307	несмотря на	4	1
308	освободиться от	1	1
309	из всех	3	1
310	и наконец	2	1
311	для всего	1	1
312	это значит	2	1
313	относятся к	2	1
314	хотя и	2	1
315	ни на	3	1
316	жизни только	1	1
317	времени можно	1	1
318	суждения не	1	1
319	ее в	3	1
320	а затем	1	1
321	и тут	2	1
322	находятся в	1	1
323	поэтому в	1	1
324	и рядом	2	1
325	расширение в	1	1
326	можно сказать	4	1
327	не являются	1	1
328	к выводу	1	1
329	одно из	1	1
330	не способны	1	1
331	в отношении	32	1
332	своеобразный мир	1	1
333	в результате	3	1
334	или иную	3	1
335	расположены в	2	1
336	смысле этого	1	1
337	облекать в	1	1
338	в определении	1	1
339	для удовлетворения	4	1
340	с собой	1	1
341	в третьем	1	1
342	что между	1	1
343	его для	1	1
344	различия между	1	1
345	связанная с	1	1
346	творчества и	1	1
347	связь с	1	1
348	к настоящему	3	1
349	чем в	4	1
350	бы только	1	1
351	и даже	6	1
352	смысле принципиально	1	1
353	вместо того	1	1
354	не более	3	1
355	или в	2	1
356	имеет для	1	1
357	и с	2	1
358	всегда в	1	1
359	с ней	1	1
360	и можно	2	1
361	будет тем	1	1
362	можно быть	1	1
363	мысль о	1	1
364	отдельных областей	1	1
365	которые как	1	1
366	даже более	1	1
367	значения как	1	1
368	она является	1	1
369	ней в	1	1
370	на месте	2	1
371	не делает	1	1
372	нужно думать	2	1
373	и будет	1	1
374	к такой	2	1
375	же будет	1	1
376	но само	1	1
377	между прочим	7	1
378	бы признать	1	1
379	в стороне	3	1
380	и поскольку	1	1
381	ценность в	2	1
382	в какой	2	1
383	имеет место	2	1
384	к действительному	1	1
385	как не	2	1
386	вышла из	1	1
387	помнить что	2	1
388	ведь и	2	1
389	для каждого	1	1
390	если и	1	1
391	но нельзя	1	1
392	культуры с	2	1
393	а именно	2	1
394	большинстве случаев	3	1
395	второй половине	2	1
396	поскольку же	1	1
397	вместе с	2	1
398	на этом	1	1
399	при таком	1	1
400	в этих	2	1
401	есть только	1	1
402	противном случае	1	1
403	и утверждается	1	1
404	между собой	2	1
405	который не	1	1
406	между ними	2	1
407	том смысле	1	1
408	на его	1	1
409	в известном	3	1
410	эта последняя	1	1
411	именно при	1	1
412	играть в	1	1
413	бы совершенно	2	1
414	об этом	1	1
415	она и	1	1
416	в эту	2	1
417	культуры в	4	1
418	основных чертах	1	1
419	и таким	2	1
420	жизни вообще	1	1
421	условия и	1	1
422	к тому	8	1
423	в одной	1	1
424	относиться к	1	1
425	и всей	1	1
426	этот процесс	2	1
427	к той	2	1
428	культурного творчества	2	1
429	бы ни	3	1
430	центра и	1	1
431	что конечно	1	1
432	некоторым образом	1	1
433	эти положения	1	1
434	с этим	2	1
435	только одно	2	1
436	что эти	2	1
437	но его	1	1
438	права и	1	1
