N	2gram	Propp_Isto	Freidism
1	таким образом	13	34
2	и не	19	34
3	не может	19	30
4	и пр	11	29
5	в этом	13	28
6	может быть	37	28
7	и в	40	28
8	прежде всего	15	26
9	в его	10	25
10	и его	5	22
11	мы можем	7	20
12	как бы	6	19
13	как мы	3	18
14	то что	17	17
15	вовсе не	3	16
16	точка зрения	2	15
17	все эти	6	15
18	так как	20	15
19	с ним	3	14
20	в своей	2	14
21	так и	13	14
22	самом деле	2	14
23	и все	1	13
24	как и	5	13
25	по отношению	6	13
26	но в	13	13
27	во всех	3	13
28	то же	21	12
29	ни в	2	12
30	что он	32	12
31	том что	11	12
32	точку зрения	3	12
33	для него	2	12
34	все это	6	12
35	и потому	3	12
36	и наконец	5	12
37	мы видели	4	12
38	только в	16	11
39	мы знаем	10	11
40	сказать что	7	11
41	отношению к	6	11
42	его в	15	11
43	один из	10	10
44	не только	28	10
45	и с	5	10
46	но и	21	10
47	конечно не	2	10
48	что же	4	10
49	тот же	3	10
50	никогда не	25	10
51	в том	12	10
52	мы уже	7	10
53	он не	10	10
54	не в	11	10
55	и на	6	9
56	те же	1	9
57	уже не	3	9
58	во всяком	1	9
59	совершенно не	1	9
60	мы не	12	9
61	к этому	2	9
62	к нему	3	9
63	а не	18	9
64	мы должны	17	9
65	и др	11	9
66	могут быть	5	9
67	при этом	6	8
68	все же	17	8
69	еще не	14	8
70	с этим	5	8
71	было бы	11	8
72	и вот	2	8
73	знаем что	9	8
74	а в	15	8
75	с другими	2	8
76	на этом	3	8
77	в ней	10	8
78	оно и	2	8
79	что в	19	7
80	и к	1	7
81	не могут	3	7
82	связь с	8	7
83	в жизни	2	7
84	роль в	3	7
85	так сказать	3	7
86	хотя бы	5	7
87	в каком	2	7
88	если мы	4	7
89	до конца	1	7
90	и для	5	7
91	из них	5	7
92	того что	6	7
93	но не	7	7
94	об этом	11	7
95	и у	1	7
96	с самого	4	7
97	в нем	8	7
98	быть и	1	7
99	в этой	9	7
100	в себе	6	7
101	и прежде	1	7
102	в то	4	7
103	и ее	3	7
104	одно из	2	6
105	если он	1	6
106	не менее	7	6
107	но мы	2	6
108	к тому	6	6
109	в основе	4	6
110	для того	1	6
111	из этих	2	6
112	высшей степени	1	6
113	мы имеем	25	6
114	как раз	2	6
115	что такое	3	6
116	во время	5	6
117	на самом	3	6
118	здесь в	4	6
119	в таком	1	6
120	большинстве случаев	4	6
121	она не	6	6
122	совсем не	1	6
123	и что	14	6
124	в пределах	4	6
125	и о	1	6
126	в высшей	1	6
127	и только	4	6
128	для этого	3	6
129	всех этих	4	6
130	которой мы	1	6
131	не можем	4	6
132	что это	12	5
133	в более	2	5
134	ее в	7	5
135	в процессе	1	5
136	с ними	2	5
137	вместе с	13	5
138	со стороны	3	5
139	на первый	2	5
140	тех же	1	5
141	того чтобы	3	5
142	увидим что	8	5
143	говорить о	1	5
144	на основании	1	5
145	самого начала	4	5
146	что она	10	5
147	можем сказать	1	5
148	он сам	1	5
149	той же	1	5
150	это не	8	5
151	в ее	2	5
152	что и	9	5
153	в которой	2	5
154	тому что	1	5
155	между ними	2	5
156	в этих	17	5
157	в себя	2	5
158	и по	4	5
159	не было	3	5
160	другими словами	8	5
161	не знает	7	5
162	как это	6	5
163	далеко не	1	5
164	только то	1	5
165	в большинстве	4	5
166	ничего не	6	5
167	отнюдь не	2	5
168	с которыми	1	4
169	все основные	1	4
170	как с	1	4
171	в основном	4	4
172	уже знаем	3	4
173	сам по	1	4
174	характер и	1	4
175	борьбы с	2	4
176	в виду	2	4
177	сводится к	1	4
178	по себе	4	4
179	если бы	8	4
180	так называемый	2	4
181	теперь мы	1	4
182	именно в	5	4
183	связанные с	3	4
184	как в	7	4
185	себя и	2	4
186	этот вопрос	7	4
187	зависимости от	3	4
188	из которого	1	4
189	полагают что	1	4
190	это и	1	4
191	из тех	1	4
192	в котором	5	4
193	мы увидим	17	4
194	потому что	12	4
195	только как	1	4
196	это только	1	4
197	и оно	2	4
198	не всегда	9	4
199	в этот	1	4
200	только на	2	4
201	в мир	2	4
202	а только	3	4
203	в истории	2	4
204	так же	18	4
205	отметить что	1	4
206	связанных с	2	4
207	на него	7	4
208	в своем	5	4
209	нигде не	2	4
210	одна из	4	4
211	не лучше	1	4
212	только с	4	4
213	но это	8	4
214	едва ли	2	4
215	дает нам	3	4
216	что оно	1	4
217	и за	1	4
218	этом отношении	1	4
219	тем не	7	4
220	человека в	1	4
221	у него	5	4
222	не существует	2	4
223	в зависимости	3	4
224	но ведь	1	4
225	я не	5	4
226	по своему	1	4
227	между собой	4	4
228	нисколько не	3	4
229	войти в	2	4
230	это как	1	4
231	в таких	4	4
232	не дает	2	4
233	то ни	2	4
234	и может	1	4
235	должны быть	4	4
236	в другом	6	4
237	к ней	3	4
238	главным образом	2	4
239	в области	2	4
240	с ее	2	4
241	в целом	3	4
