N	4gram	Vygotskiy_	VLabPisa
1	с более или менее	1	2
2	не в том что	1	2
3	только в том что	1	1
4	с этой точки зрения	2	1
5	в том смысле что	1	1
6	может быть определена как	1	1
7	в том случае если	4	1
8	ни в какой мере	2	1
9	одна из них не	1	1
10	одно и то же	3	1
11	ни одна из них	1	1
12	тому же выводу приходит	1	1
13	из них не может	1	1
14	только в том случае	4	1
15	что ни одна из	1	1
16	так же как и	1	1
17	в то время как	3	1
18	в том что оно	1	1
19	к тому же выводу	1	1
20	и вместе с тем	3	1
21	ответ на этот вопрос	1	1
22	до сих пор не	1	1
23	в какой мере не	1	1
24	в том или ином	1	1
