N	3gram	Voloshinov	Literetu
1	в том что	9	21
2	в то же	6	21
3	то же время	6	21
4	по отношению к	11	12
5	с одной стороны	2	12
6	в хх веке	1	12
7	не может быть	14	11
8	в данном случае	4	11
9	в отличие от	2	11
10	в конечном счете	3	10
11	о том что	3	10
12	в этом отношении	4	10
13	с точки зрения	15	8
14	из того что	1	6
15	едва ли не	1	6
16	тем не менее	4	5
17	при этом как	1	5
18	может быть это	2	4
19	но при этом	1	4
20	по аналогии с	1	4
21	и прежде всего	7	4
22	то ни было	2	4
23	бы то ни	3	4
24	и наконец в	1	3
25	в самом деле	10	3
26	в том же	1	3
27	ничего общего с	1	3
28	то же самое	2	3
29	той или иной	1	3
30	быть не может	1	3
31	в свою очередь	4	3
32	на самом деле	4	3
33	по крайней мере	1	3
34	в целом ряде	1	3
35	но и не	1	3
36	во всяком случае	8	3
37	к себе самому	1	3
38	в себя и	1	2
39	имеется в виду	1	2
40	отношению ко всему	1	2
41	все той же	1	2
42	для того чтобы	3	2
43	как и всякое	1	2
44	сказать и о	2	2
45	по отношению ко	2	2
46	и то же	1	2
47	между тем как	1	2
48	а с другой	2	2
49	быть может наиболее	1	2
50	не только не	1	2
51	в целом и	1	2
52	к тому что	2	2
53	только то что	3	2
54	в другом месте	2	2
55	но в отличие	1	2
56	одним из наиболее	2	2
57	но и в	1	2
58	обратим внимание на	1	2
59	в свое время	1	2
60	в себе и	1	2
61	что он сам	2	2
62	в индивидуальном сознании	1	2
63	дело в том	1	2
64	одно и то	1	2
65	можно было бы	1	2
66	это уже не	1	2
67	это прежде всего	2	2
68	в этом случае	1	2
69	не оставляет места	1	2
70	на первый взгляд	1	2
71	во второй половине	1	2
72	жизни и в	1	2
73	что же касается	3	2
74	одно из них	1	2
75	на этой почве	1	1
76	никогда и нигде	1	1
77	дело и с	1	1
78	что он не	1	1
79	все то что	3	1
80	ни чувств ни	1	1
81	как будто бы	1	1
82	а потому и	3	1
83	это как бы	2	1
84	к тому чтобы	3	1
85	для искусства в	1	1
86	в большинстве случаев	5	1
87	решающее значение для	1	1
88	расчетом чтобы вызвать	1	1
89	обстоит дело и	2	1
90	для него не	1	1
91	однако и здесь	1	1
92	чем он сам	2	1
93	хотя бы и	2	1
94	оставляется за бортом	1	1
95	нуждается в объекте	1	1
96	во внешнем мире	4	1
97	влияние на все	1	1
98	в произведение искусства	1	1
99	далеко не всегда	3	1
100	жизни человека и	2	1
101	но даже и	1	1
102	во многих отношениях	1	1
103	внутренней и внешней	3	1
104	так и с	1	1
105	до сих пор	3	1
106	если бы они	1	1
107	в глубине души	1	1
108	в такой же	1	1
109	иметь в виду	1	1
110	в конце концов	2	1
111	мы никогда не	2	1
112	если и не	1	1
113	в зависимости от	4	1
114	и не было	1	1
115	целом ряде других	1	1
116	но и его	1	1
117	мы все время	1	1
118	и в то	1	1
119	в пределах одной	1	1
120	том что в	1	1
121	все же остается	1	1
122	по ту сторону	4	1
123	но не в	1	1
124	было бы наивно	2	1
125	с ним а	1	1
126	в высшей степени	6	1
127	как раз и	2	1
128	в наше время	1	1
129	второй половине века	1	1
130	не нуждается в	1	1
131	но все же	1	1
132	не показывает нам	1	1
133	не в силах	3	1
134	альфой и омегой	1	1
135	имея в виду	1	1
136	даже и не	1	1
137	общения между тем	1	1
138	на всю жизнь	2	1
139	и потому не	1	1
140	а также и	2	1
141	в жизни человека	3	1
142	потому не может	1	1
143	ничем не лучше	1	1
144	и только в	1	1
145	может приобщиться к	1	1
146	и у нас	1	1
147	а как бы	1	1
148	и тем не	2	1
149	вот в этой	1	1
150	в основе этой	1	1
151	вместе с ним	1	1
152	все тот же	2	1
153	уже не тот	1	1
154	себе а в	1	1
155	как бы в	1	1
156	вовсе не является	1	1
157	но не только	1	1
158	в самую гущу	1	1
159	и вот в	1	1
160	как мы знаем	1	1
161	одно из наиболее	1	1
162	в данный момент	1	1
163	в котором мы	1	1
164	и является по	1	1
165	я не в	1	1
166	принес с собой	1	1
167	не что иное	1	1
168	в своей основе	4	1
169	уже не может	1	1
170	нельзя не согласиться	1	1
171	хотя и не	1	1
172	с таким расчетом	1	1
173	в одной из	1	1
174	всяком случае в	1	1
175	повлечь за собой	1	1
176	и др к	2	1
177	в этом утверждении	2	1
178	для того что	1	1
179	но в то	3	1
180	как мы видели	8	1
181	мира а не	1	1
182	всегда может быть	1	1
183	только потому что	1	1
184	во всех этих	1	1
185	он и не	1	1
186	с самого начала	5	1
187	что осталось от	2	1
188	таким расчетом чтобы	1	1
189	том что он	2	1
190	и только то	1	1
191	и вовсе не	1	1
192	жизни в ее	1	1
193	не могут быть	4	1
194	есть так сказать	1	1
195	извне и изнутри	1	1
196	из того же	1	1
197	что иное как	1	1
198	не выходит за	1	1
199	в начале до	1	1
200	и притом в	3	1
201	и не может	3	1
202	та сила которая	1	1
203	является одним из	1	1
204	это и есть	2	1
205	нет и не	3	1
206	тот или иной	1	1
207	мы не можем	3	1
208	в основе своей	1	1
209	может быть и	6	1
