N	3gram	Ircho_Kome	EvropaiC
1	в том что	13	16
2	до сих пор	3	15
3	по отношению к	5	11
4	более или менее	1	8
5	а между тем	1	8
6	на то что	2	7
7	для того чтобы	3	7
8	друг от друга	2	6
9	сих пор не	1	5
10	по сравнению с	1	5
11	так или иначе	4	5
12	к тому же	12	5
13	о том что	6	4
14	тем не менее	2	4
15	с другой стороны	6	4
16	о которых мы	1	4
17	в том случае	1	4
18	в конце концов	4	4
19	том случае если	1	4
20	в этой области	2	4
21	вместе с тем	4	3
22	не в состоянии	3	3
23	в целом ряде	1	3
24	в том же	1	3
25	которых идет речь	1	3
26	таким образом в	2	3
27	о которых идет	1	3
28	так же как	1	3
29	то ни было	4	3
30	в данном случае	1	3
31	в связи с	3	3
32	бы то ни	4	3
33	время от времени	1	2
34	так и для	1	2
35	во всяком случае	4	2
36	при этом что	2	2
37	что же касается	1	2
38	как и в	2	2
39	таким же образом	1	2
40	в то время	8	2
41	в то же	5	2
42	именно потому что	2	2
43	том что он	4	2
44	многие из них	1	2
45	аргументы в пользу	1	2
46	в высшей степени	1	2
47	то что у	1	2
48	из того же	1	2
49	но все же	1	2
50	с одной стороны	5	2
51	то же время	5	2
52	как бы то	1	2
53	и в том	1	2
54	и отличие от	1	1
55	несмотря на всю	3	1
56	этих элементов и	1	1
57	благодаря тому что	1	1
58	лицо к которому	1	1
59	представить себе как	1	1
60	а может быть	1	1
61	за то что	4	1
62	мы уже знаем	1	1
63	мы находим в	1	1
64	многие из этих	1	1
65	как мы знаем	1	1
66	и тому же	1	1
67	и в дальнейшем	1	1
68	не имели никакого	1	1
69	из них в	1	1
70	их взаимоотношения в	1	1
71	конце концов в	1	1
72	этой точки зрения	1	1
73	во всех отношениях	1	1
74	с этой точки	1	1
75	зрения в истории	1	1
76	того чтобы проверить	1	1
77	никто не может	1	1
78	точно так же	1	1
79	в том числе	4	1
80	только в том	1	1
81	греческой и римской	1	1
82	или вовсе не	1	1
83	и все это	1	1
84	тем более что	1	1
85	независимо от того	3	1
86	вместе с ними	1	1
87	до тех пор	1	1
88	оружием в руках	1	1
89	состоит в том	1	1
90	что у него	3	1
91	говоря уже о	4	1
92	не говоря уже	4	1
93	хотя и не	1	1
94	у него в	1	1
95	но при этом	1	1
96	именно в этой	1	1
97	малейшего намека на	1	1
98	и в конце	1	1
99	каждый из них	2	1
100	смысле этого слова	1	1
101	все это конечно	1	1
102	как мы видели	1	1
103	в зависимости от	1	1
104	следить за тем	1	1
105	и еще больше	1	1
106	том числе и	1	1
107	можно было бы	3	1
108	в один из	1	1
109	и таким образом	2	1
110	на пути к	1	1
111	целом ряде случаев	1	1
112	которые могут быть	1	1
113	одному и тому	1	1
114	а сам не	1	1
115	а затем и	2	1
116	с самого начала	2	1
117	в нем не	1	1
118	между тем с	1	1
119	хотя бы в	1	1
120	одно из двух	1	1
121	тех случаях когда	1	1
122	из этих элементов	1	1
123	мало или вовсе	1	1
124	том что они	1	1
125	то же самое	2	1
126	как тот же	1	1
127	с тех пор	1	1
128	к тому что	3	1
129	что и сам	1	1
130	и с этой	2	1
131	с этой целью	2	1
132	представление о том	2	1
133	с оружием в	1	1
134	идет речь в	1	1
135	для этой цели	2	1
136	то время как	6	1
137	со своей стороны	1	1
138	в своем поведении	1	1
139	к каким последствиям	1	1
140	в тех случаях	1	1
141	по тем же	1	1
142	в другом случае	1	1
