N	2gram	Voloshinov	TeoriaLi
1	в мире	1	26
2	не только	6	24
3	и в	13	24
4	состоит в	1	22
5	может быть	8	22
6	при этом	2	20
7	в том	2	20
8	и не	8	17
9	а в	2	15
10	но и	3	14
11	а не	2	14
12	так и	3	14
13	в себе	3	14
14	такого рода	1	13
15	внутренней речи	1	13
16	но не	1	13
17	в этом	2	12
18	сводится к	1	12
19	но в	4	12
20	в его	7	12
21	то же	4	12
22	своего рода	2	11
23	литературного произведения	2	11
24	том что	2	11
25	точки зрения	7	11
26	и его	12	11
27	что в	3	10
28	по отношению	3	10
29	как это	1	10
30	лишь в	4	10
31	отношению к	3	10
32	только в	6	9
33	в данном	2	9
34	с другой	2	9
35	в искусстве	3	9
36	не в	3	9
37	в то	1	9
38	в своей	4	8
39	же время	1	8
40	как бы	6	8
41	по своей	1	8
42	не может	8	8
43	в самом	2	7
44	не столько	3	7
45	и т.п	7	7
46	в отличие	1	7
47	в своем	1	7
48	мы имеем	1	7
49	а также	2	7
50	отличие от	1	7
51	отношение к	1	7
52	в области	2	7
53	в нем	2	7
54	другой стороны	2	6
55	организации художественного	1	6
56	более или	1	6
57	конечном счете	1	6
58	как и	3	6
59	не менее	2	6
60	еще не	1	6
61	в основе	1	6
62	то что	6	6
63	художественного впечатления	1	6
64	с его	1	6
65	в ее	3	6
66	в конечном	1	6
67	или менее	1	6
68	героя и	2	6
69	того или	2	6
70	или иного	2	6
71	художественного творчества	1	5
72	в виду	1	5
73	как в	2	5
74	не является	4	5
75	того чтобы	1	5
76	для того	1	5
77	как к	1	5
78	данном случае	2	5
79	для него	2	5
80	в себя	1	5
81	между тем	2	5
82	и тем	2	5
83	в пределах	3	5
84	и о	1	5
85	могут быть	2	5
86	художественного произведения	5	5
87	искусства в	1	5
88	хх века	1	4
89	в отношении	2	4
90	не на	2	4
91	что он	1	4
92	языка в	1	4
93	входит в	2	4
94	в другом	2	4
95	говорить о	3	4
96	и т.д	5	4
97	сказать что	1	4
98	к тому	2	4
99	этого слова	1	4
100	во времени	2	4
101	никогда не	3	4
102	говоря словами	1	4
103	в их	3	4
104	его в	1	4
105	эстетический объект	7	4
106	не знает	1	4
107	или даже	1	4
108	так в	1	4
109	речи и	1	4
110	и что	1	4
111	далеко не	1	4
112	того же	1	4
113	с ее	1	4
114	в целом	2	4
115	и ее	2	4
116	и к	2	3
117	для себя	2	3
118	с этой	2	3
119	литературы как	1	3
120	эстетического объекта	5	3
121	своем составе	1	3
122	подобно тому	1	3
123	если бы	2	3
124	все эти	2	3
125	например в	1	3
126	имеет место	2	3
127	их в	1	3
128	никто не	1	3
129	роль в	2	3
130	в лирике	1	3
131	тем не	1	3
132	сводятся к	1	3
133	потому что	1	3
134	одной стороны	2	3
135	или иных	1	3
136	в одном	3	3
137	вслед за	2	3
138	о литературе	1	3
139	на две	2	3
140	художественное произведение	2	3
141	мог бы	2	3
142	во всей	2	3
143	понятие о	1	3
144	и для	3	3
145	таким образом	6	3
146	и то	3	3
147	художественного высказывания	1	3
148	с одной	2	3
149	и вот	1	3
150	в произведении	2	3
151	в художественной	1	3
152	с точки	5	3
153	к которому	1	3
154	прежде всего	9	3
155	а на	1	3
156	связи с	1	3
157	или в	1	3
158	в организации	1	3
159	одним из	1	3
160	объекта и	1	3
161	в контексте	1	3
162	в связи	2	3
163	и как	1	3
164	вовсе не	2	3
165	его эстетической	1	3
166	картины мира	1	3
167	однако если	1	3
168	тому как	1	3
169	в строке	1	3
170	с языком	1	3
171	в которой	3	3
172	в этой	1	3
173	и др	2	3
174	в узком	1	3
175	столь же	1	3
176	тех или	1	3
177	отнюдь не	1	3
178	воспринимающее сознание	1	3
179	для всех	1	2
180	один из	1	2
181	и здесь	1	2
182	и который	1	2
183	языкового знака	1	2
184	на этом	1	2
185	мы в	1	2
186	по себе	1	2
187	в них	2	2
188	этой точки	1	2
189	здесь мы	3	2
190	самом деле	3	2
191	заключается в	1	2
192	одно слово	1	2
193	к более	1	2
194	взаимодействия людей	1	2
195	с ними	2	2
196	вместе с	1	2
197	не вполне	1	2
198	себя и	1	2
199	говоря и	1	2
200	вследствие этого	1	2
201	всей своей	2	2
202	к другому	1	2
203	не входит	1	2
204	это и	1	2
205	еще и	4	2
206	ними и	1	2
207	при наличии	1	2
208	высказывания и	1	2
209	к нему	1	2
210	в значительной	1	2
211	и иных	1	2
212	на основе	1	2
213	времени в	1	2
214	не всегда	1	2
215	воздействия на	1	2
216	только на	1	2
217	вступает в	1	2
218	и это	1	2
219	превращается в	3	2
220	и наоборот	1	2
221	соответствии с	2	2
222	что она	1	2
223	для понимания	1	2
224	который в	1	2
225	в структуре	2	2
226	он и	1	2
227	в системе	1	2
228	в самой	1	2
229	только о	1	2
230	истории литературы	2	2
231	что они	2	2
232	материала в	4	2
233	в поэзии	5	2
234	одной из	1	2
235	теории литературы	1	2
236	несмотря на	2	2
237	повести гоголя	1	2
238	что такое	1	2
239	ее в	2	2
240	все это	4	2
241	или иную	1	2
242	с их	1	2
243	от всех	2	2
244	на себя	1	2
245	в конце	1	2
246	тому что	1	2
247	на фоне	4	2
248	зрения и	1	2
249	только и	4	2
250	в чем	2	2
251	об этом	1	2
252	тем более	1	2
253	как система	1	2
254	к одному	3	2
255	ту или	1	2
256	быть и	1	2
257	одно и	3	2
258	и является	2	2
259	автора и	1	2
260	за пределы	3	2
261	от своего	2	2
262	они хотят	1	2
263	человека и	1	2
264	собственно говоря	2	2
265	так же	2	2
266	и особенно	1	2
267	включает в	1	2
268	не сумеет	1	2
269	может и	1	2
270	в особенности	1	1
271	строя и	1	1
272	от него	1	1
273	произведение и	1	1
274	можно говорить	1	1
275	бы несколько	1	1
276	одном случае	1	1
277	человеческое тело	1	1
278	в хх	1	1
279	эстетическим объектом	1	1
280	на первом	1	1
281	в которую	2	1
282	эстетической функции	2	1
283	с вещами	1	1
284	и дает	1	1
285	его за	1	1
286	а у	1	1
287	следует иметь	1	1
288	что основной	1	1
289	событии художественного	1	1
290	ограниченного числа	1	1
291	тем как	1	1
292	в другой	1	1
