N	4gram	Vygotskiy_	DiskursI
1	в то же время	1	8
2	состоит в том что	3	7
3	с одной стороны и	3	5
4	дело в том что	2	5
5	в том что в	1	3
6	в том числе и	3	3
7	одно и то же	2	3
8	и то же время	1	2
9	в тех случаях когда	1	2
10	а по своей природе	1	2
11	одной и той же	2	2
12	и в то же	1	2
13	бы то ни было	1	2
14	в одно и то	1	2
15	если можно так выразиться	1	2
16	может быть сведено к	2	1
17	выводу о том что	1	1
18	в целом и в	1	1
19	является в данном случае	1	1
20	прежде всего в том	1	1
21	что же это такое	1	1
22	в той или иной	1	1
23	в одной и той	1	1
24	как и все прочие	1	1
25	развития с точки зрения	1	1
26	с другой стороны в	1	1
27	той ситуации в которой	1	1
28	в том что всякое	1	1
29	состоит в том чтобы	1	1
30	всего в том что	1	1
31	в такой же мере	3	1
32	лишь в тех случаях	1	1
33	или по крайней мере	1	1
34	одном и том же	1	1
35	в данном случае не	1	1
36	заключается в том что	6	1
37	или во всяком случае	2	1
38	по мере того как	1	1
39	но и потому что	1	1
40	в том что он	1	1
41	той или иной мере	1	1
42	одной стороны и к	1	1
43	заключается прежде всего в	1	1
44	в первую очередь на	1	1
45	как и вообще в	1	1
46	внешнее по отношению к	1	1
47	целом и в частности	1	1
