N	2gram	Bakhtin_Fr	Problema
1	и в	105	182
2	то есть	71	165
3	и не	34	152
4	вовсе не	25	145
5	то что	7	144
6	не есть	1	113
7	не только	24	104
8	потому что	6	89
9	в этом	22	88
10	может быть	11	82
11	в том	17	81
12	том что	9	81
13	не просто	3	80
14	только в	16	73
15	сказать что	12	72
16	но и	20	70
17	в виде	1	69
18	у нас	1	68
19	также и	3	68
20	и даже	10	66
21	по себе	1	64
22	даже и	5	63
23	не менее	2	58
24	о том	5	57
25	а не	1	56
26	так и	16	56
27	но в	16	55
28	так что	1	52
29	ни в	1	51
30	для нас	5	50
31	в себе	7	48
32	и вообще	5	48
33	было бы	4	46
34	прежде всего	26	45
35	в своей	8	45
36	что в	4	44
37	в его	24	44
38	не в	4	43
39	все эти	15	43
40	то же	6	42
41	как раз	3	42
42	таким образом	5	42
43	что он	5	40
44	так как	11	40
45	что мы	2	40
46	во всяком	2	39
47	не может	9	39
48	в этой	11	39
49	как бы	33	39
50	той или	5	38
51	хотя бы	2	37
52	в нем	16	37
53	того что	3	37
54	точки зрения	10	36
55	еще не	8	36
56	и все	7	36
57	в виду	5	34
58	уже не	3	34
59	и с	8	34
60	как и	15	34
61	в таком	2	33
62	не является	4	33
63	или иной	5	33
64	как символ	1	33
65	здесь не	3	32
66	в то	5	32
67	но не	7	32
68	так же	2	31
69	в своем	11	31
70	связи с	5	31
71	что такое	1	31
72	в конце	3	31
73	но это	5	31
74	все это	16	31
75	ясно что	1	30
76	подобного рода	1	30
77	и для	3	30
78	с другой	3	30
79	настоящее время	1	30
80	в настоящее	1	30
81	в связи	2	29
82	все же	10	29
83	можно сказать	4	29
84	перед нами	1	29
85	как мы	12	29
86	об этом	2	29
87	мы не	1	28
88	а в	4	28
89	есть только	3	28
90	и о	4	28
91	и это	3	27
92	и как	2	27
93	хотя и	4	27
94	ничего не	3	27
95	в результате	1	26
96	другой стороны	1	26
97	да и	5	26
98	вместе с	1	26
99	еще и	6	26
100	это не	4	26
101	и его	24	26
102	мы можем	2	25
103	и на	25	25
104	тем самым	1	25
105	с точки	6	25
106	всяком случае	2	25
