N	3gram	Vygotskiy_	RusskieA
1	в том что	33	49
2	состоит в том	7	29
3	тем не менее	1	14
4	в этом случае	5	12
5	вместе с тем	4	11
6	о том что	7	10
7	том что в	2	9
8	в том чтобы	3	9
9	для того чтобы	20	8
10	в данном случае	3	8
11	подобно тому как	6	8
12	в настоящее время	2	7
13	как мы увидим	1	7
14	состояла в том	2	7
15	мы не можем	2	7
16	не может быть	4	6
17	как мы видели	4	6
18	так же как	9	6
19	после того как	1	6
20	в связи с	6	5
21	к тому что	5	5
22	мы видели что	2	5
23	не что иное	2	4
24	и многие другие	1	4
25	как мы уже	2	4
26	в отличие от	3	4
27	что в этом	1	4
28	только тогда когда	2	4
29	в этих случаях	1	4
30	что иное как	2	4
31	в то время	4	4
32	можно было бы	8	4
33	во всяком случае	2	4
34	один из них	2	4
35	но вместе с	3	3
36	по отношению к	19	3
37	в какой степени	2	3
38	более или менее	1	3
39	до сих пор	3	3
40	же как и	2	3
41	которые имели место	1	3
42	мы не имеем	1	3
43	в свою очередь	4	3
44	и потому что	1	3
45	на то что	5	3
46	с точки зрения	12	3
47	к выводу что	3	3
48	приводит нас к	3	3
49	тому как в	3	3
50	и что в	2	3
51	с тем что	3	3
52	у нас нет	1	3
53	друг к другу	3	3
54	до того как	2	2
55	это не значит	1	2
56	одном ряду с	1	2
57	о том как	3	2
58	такое же значение	1	2
59	приводят нас к	2	2
60	но и на	1	2
61	как уже указано	1	2
62	не значит что	1	2
63	совершенно очевидно что	1	2
64	друг с другом	10	2
65	ничего общего с	3	2
66	потому что он	7	2
67	в одном ряду	1	2
68	мы должны будем	1	2
69	так как это	3	2
70	но все же	2	2
71	с другой стороны	8	2
72	в этой связи	1	2
73	для этой цели	1	2
74	в тех случаях	1	2
75	не только по	1	2
76	равно как и	1	2
77	между собой в	1	2
78	мы увидим что	1	2
79	можно сказать что	7	2
80	в этом и	2	2
81	вопрос о том	4	2
82	на самом деле	3	2
83	с таким же	3	2
84	не только в	1	2
85	так как в	1	2
86	тех случаях когда	1	2
87	с одной стороны	10	2
88	в этом отношении	7	2
89	он должен был	1	1
90	свете того что	2	1
91	он полагает что	1	1
92	в одном и	1	1
93	в том же	1	1
94	и как бы	1	1
95	с этим связан	1	1
96	мы должны были	1	1
97	а не на	2	1
98	основе которых лежит	2	1
99	но и по	1	1
100	никак не может	2	1
101	этого вопроса в	1	1
102	для обозначения одного	1	1
103	не может удовлетворить	1	1
104	что и те	1	1
105	до того момента	1	1
106	что он умеет	5	1
107	имели место в	1	1
108	одни и те	1	1
109	в первый раз	1	1
110	представляют собой не	1	1
111	то что обычно	1	1
112	и на другие	1	1
113	эту точку зрения	1	1
114	на нее как	1	1
115	потому что она	1	1
116	потому что в	4	1
117	и после этого	1	1
118	не встречаются в	1	1
119	одного и того	8	1
120	подтверждается и другими	1	1
121	как это не	1	1
122	сам по себе	1	1
123	что один из	1	1
124	бы говорить о	1	1
125	она показывает что	1	1
126	мы знаем что	2	1
127	что именно в	2	1
128	как например в	1	1
129	приходит к выводу	1	1
130	в такой же	3	1
131	идет речь это	1	1
132	как мы видим	1	1
133	предметом которого является	1	1
134	той и другой	1	1
135	по аналогии с	2	1
136	и таким образом	1	1
137	так как никто	1	1
138	к тому же	1	1
139	на этот вопрос	5	1
140	мы видим что	2	1
141	это означает что	1	1
142	и того же	8	1
143	совершенно такие же	1	1
144	себя и не	1	1
145	не может не	3	1
146	этот вопрос был	1	1
147	мы рассмотрели только	1	1
148	то же самое	7	1
149	того момента когда	1	1
150	значении этого слова	1	1
151	сама по себе	4	1
152	в другом месте	4	1
153	более подробно на	1	1
154	для объяснения этого	2	1
155	в применении к	1	1
156	в этой теории	2	1
157	в этом убеждает	1	1
158	тому что именно	1	1
159	во второй половине	1	1
160	чем можно объяснить	1	1
161	в том какие	1	1
162	и должен был	1	1
163	но он не	5	1
164	только по отношению	1	1
165	те и другие	11	1
166	если верно что	3	1
167	не только для	1	1
168	как это часто	1	1
169	тем что в	1	1
170	еще и в	1	1
171	и те же	1	1
172	обозначения одного и	1	1
173	одним из самых	1	1
174	и может быть	1	1
175	не имеют ничего	2	1
176	но и в	1	1
177	что означает эта	1	1
178	не совсем так	1	1
179	в качестве средства	2	1
180	не до конца	2	1
181	эта точка зрения	2	1
182	что не только	1	1
183	в целом ряде	1	1
184	то что в	1	1
185	может быть понято	2	1
186	как один из	1	1
187	состоит не в	1	1
188	имеют ничего общего	2	1
189	сказать что в	1	1
190	и состоит в	1	1
191	только в том	2	1
192	тем и другим	1	1
193	с того что	2	1
194	и что следовательно	2	1
195	независимо от того	2	1
196	на которую он	1	1
197	таким образом в	2	1
198	может быть правильно	1	1
199	может дать в	1	1
200	это не имеет	2	1
201	из того что	4	1
202	имеет место на	1	1
203	показывает что в	3	1
204	те или другие	1	1
205	что мы имеем	1	1
206	там где есть	1	1
207	смысле этого слова	2	1
208	в основе которых	2	1
209	самом деле как	1	1
210	это и не	1	1
211	между собой и	2	1
212	и это не	1	1
213	не только потому	1	1
214	данном случае мы	1	1
215	у нас на	1	1
216	в первую очередь	4	1
217	в собственном смысле	2	1
218	так что в	2	1
219	в связь с	1	1
220	это приводит нас	1	1
221	этот вопрос можно	1	1
222	по этому вопросу	1	1
223	в чем именно	1	1
224	то здесь мы	1	1
225	мы видели также	1	1
226	в свете того	2	1
227	и не только	1	1
228	в себе и	1	1
229	то время как	4	1
230	что и в	1	1
231	один из основных	1	1
232	состоящее в том	1	1
233	сводится к тому	1	1
