N	2gram	Losev_Prob	Mirosoze
1	и в	48	97
2	у достоевского	4	94
3	может быть	11	64
4	не только	28	63
5	в этом	31	55
6	но и	21	54
7	он не	4	53
8	а не	7	53
9	в нем	8	49
10	не может	6	49
11	у него	13	47
12	и не	29	39
13	никогда не	7	38
14	человеческого духа	4	38
15	в ней	4	37
16	потому что	21	37
17	не было	4	36
18	не в	16	34
19	и есть	4	33
20	для него	2	31
21	не есть	3	30
22	но он	5	30
23	человека в	3	30
24	человеческой природы	1	30
25	как и	10	29
26	достоевского есть	1	29
27	прежде всего	15	29
28	и он	5	27
29	в мире	1	27
30	но в	17	27
31	человека и	4	26
32	в своей	29	25
33	он был	5	25
34	и это	3	25
35	свободы и	4	24
36	и все	12	24
37	у нас	17	24
38	в своем	16	23
39	что в	12	23
40	что он	12	22
41	в самом	7	21
42	достоевского и	1	21
43	бога и	1	20
44	в себе	7	20
45	отношение к	3	20
46	в россии	2	19
47	как бы	10	19
48	до конца	4	19
49	ивана карамазова	1	18
50	в его	19	18
51	любви к	2	17
52	того что	8	17
53	и потому	4	17
54	том что	29	16
55	в том	25	16
56	на земле	11	16
57	то что	26	16
58	было бы	12	16
59	достоевского в	1	16
60	и его	11	16
61	духа в	2	15
62	в котором	5	15
63	не был	1	15
64	зла и	3	15
65	в этой	14	15
66	в конце	10	14
67	человек в	1	14
68	она не	1	14
69	нет ничего	3	14
70	так как	10	14
71	великом инквизиторе	1	14
72	русский народ	1	13
73	о великом	2	13
74	в легенде	1	13
75	и на	9	13
76	друг друга	1	13
77	и вот	1	13
78	в них	5	12
79	он сам	3	12
80	к нему	3	12
81	добра и	2	12
82	и у	8	12
83	но не	12	12
84	и зла	1	12
85	смысле слова	12	12
86	в человеке	1	12
87	в любви	1	12
88	это не	8	12
89	все это	8	12
90	и к	9	11
91	любовь к	1	11
92	с тем	7	11
93	уже не	12	11
94	хотя бы	11	11
95	духа и	2	11
96	в которой	7	11
97	достоевского но	1	11
98	в русской	4	11
99	человеческой личности	1	11
100	был бы	2	11
101	только в	21	11
102	как в	3	11
103	но это	7	11
104	и для	11	11
105	свобода и	1	11
106	жизни и	7	11
107	достоевского не	1	10
108	то же	6	10
109	так же	7	10
110	мировой гармонии	1	10
111	чем у	1	10
112	для человека	2	10
113	один из	2	10
114	не могут	3	10
115	не имеет	3	10
116	это и	4	10
117	в самой	5	10
118	человека к	1	10
119	все что	2	9
120	в бесах	1	9
121	из самых	1	9
122	к тому	7	9
123	к свободе	1	9
124	не мог	5	9
125	должно быть	1	9
126	что и	8	9
127	xix века	1	9
128	человек и	2	9
129	я не	3	9
130	не будет	4	9
131	доходит до	2	9
132	то есть	38	9
133	с ним	4	9
134	вместе с	15	9
135	в свою	4	9
136	и во	2	9
137	свободу и	1	9
138	образ и	1	9
139	бы и	1	9
