N	2gram	Bakhtin_Pr	Psycholo
1	то что	14	193
2	и в	83	190
3	в том	22	163
4	что в	5	123
5	потому что	9	114
6	том что	9	113
7	и что	3	108
8	может быть	23	107
9	таким образом	9	102
10	в этом	24	100
11	то есть	86	97
12	все время	2	86
13	в самом	7	82
14	как бы	27	80
15	для того	1	78
16	что он	6	76
17	не только	14	75
18	на то	2	73
19	и не	41	73
20	что она	2	71
21	точки зрения	17	69
22	не может	18	68
23	если мы	5	66
24	так же	4	63
25	так как	12	63
26	было бы	6	56
27	если бы	1	55
28	то же	10	54
29	о том	3	54
30	при этом	6	52
31	как и	13	51
32	что и	4	50
33	а не	19	50
34	что это	2	49
35	сказать что	12	46
36	по себе	3	46
37	только в	10	46
38	в сущности	15	46
39	заключается в	1	46
40	к тому	2	45
41	не в	10	45
42	в этой	3	43
43	показать что	1	43
44	никогда не	10	42
45	и все	14	42
46	вместе с	5	41
47	как это	2	40
48	но и	16	40
49	как раз	6	39
50	того что	1	39
51	же самое	1	38
52	и это	3	37
53	мы видим	2	37
54	и как	1	36
55	вовсе не	12	34
56	как на	1	34
57	и если	4	34
58	и его	13	34
59	тому что	1	33
60	все же	3	33
61	что все	3	33
62	когда он	2	33
63	в себе	10	32
64	все это	11	32
65	он не	5	31
66	мы не	7	31
67	в его	15	31
68	в ней	8	31
69	мы увидим	1	30
70	как будто	3	30
71	как в	10	30
72	и для	5	29
73	с точки	13	29
74	в нем	21	29
75	увидим что	1	28
76	что они	2	28
77	мы можем	9	28
78	и то	2	28
79	что мы	2	28
80	в своих	4	27
81	в основе	6	27
82	и на	27	27
83	а в	4	27
84	с другой	4	27
85	все то	4	27
86	так что	1	26
87	совершенно не	4	26
88	и здесь	4	25
89	жизни и	13	25
90	до сих	8	24
91	до конца	3	24
92	тем что	2	24
93	указывает на	2	24
94	и совершенно	3	24
95	в целом	3	24
96	в своем	2	23
97	сих пор	8	23
98	один из	7	23
99	что если	1	23
100	целый ряд	1	23
101	для этого	2	23
102	могут быть	5	23
103	казалось бы	4	22
104	с этим	3	22
105	из них	7	22
106	между тем	2	22
107	и даже	5	22
108	как она	1	22
109	в котором	8	21
110	в двух	3	21
111	в которых	2	21
112	той же	6	21
113	в своей	5	21
114	ни в	4	21
