N	3gram	Bakhtin_KF	Vvedenie
1	для того чтобы	1	22
2	в том что	2	15
3	не может быть	11	10
4	в этом смысле	3	10
5	тем не менее	2	9
6	до сих пор	1	7
7	в то же	2	6
8	то же время	2	6
9	во всяком случае	1	5
10	вопрос о том	2	5
11	по отношению к	22	4
12	с точки зрения	10	4
13	само по себе	1	4
14	и в этом	3	4
15	и тем не	1	3
16	той или иной	2	3
17	вместе с тем	1	3
18	и именно в	1	3
19	дело в том	1	3
20	но в то	1	3
21	в зависимости от	1	3
22	и то что	1	3
23	то же самое	1	3
24	что может быть	1	3
25	в известном смысле	1	3
26	в свою очередь	1	2
27	не в том	1	2
28	со стороны своего	1	2
29	на задний план	1	2
30	на том что	1	2
31	имеют дело с	1	2
32	в самом своем	1	2
33	хотя бы и	1	2
34	может быть в	3	2
35	только в том	1	2
36	смысле этого слова	1	2
37	в первом случае	1	2
38	в соответствии с	2	2
39	тем или иным	1	2
40	и того же	1	2
41	же самое что	1	2
42	во второй половине	1	2
43	влечет за собой	1	2
44	стороны своего содержания	1	2
45	одного и того	1	2
46	уже не только	1	2
47	может быть и	1	2
48	только в форме	1	1
49	бы и не	2	1
50	в том же	1	1
51	имеет дело лишь	1	1
52	от себя не	1	1
53	еще не значит	1	1
54	и та область	1	1
55	здесь нет никакого	1	1
56	со стороны ее	2	1
57	это может быть	1	1
58	не со стороны	2	1
59	он должен быть	1	1
60	в том смысле	1	1
61	как это было	1	1
62	не в этом	1	1
63	и в результате	1	1
64	на самом деле	3	1
65	то или иное	2	1
66	как момент в	1	1
67	и не потому	1	1
68	мы говорим о	2	1
69	отсюда следует что	1	1
70	дело не в	1	1
71	а именно в	1	1
72	во всех отношениях	2	1
73	не есть еще	1	1
74	и не в	1	1
75	не значит что	1	1
76	когда мы говорим	1	1
77	в средние века	1	1
78	можно и должно	1	1
79	если бы оно	1	1
80	только в этом	1	1
81	в лучшем случае	1	1
82	имеют в виду	1	1
83	и не нужно	1	1
84	того или иного	3	1
85	отношению к нему	4	1
86	в одном случае	1	1
87	вытекает из самого	1	1
88	может быть только	7	1
89	с ней то	1	1
90	самого по себе	1	1
91	не было бы	3	1
92	на этом пути	1	1
93	именно в этой	1	1
94	потому что в	1	1
95	не потому что	1	1
96	того что в	1	1
97	в настоящее время	1	1
98	бы оно было	1	1
99	во всех его	1	1
100	то что этот	1	1
101	в этом ее	1	1
102	в определенное время	1	1
103	том смысле в	1	1
104	имеем в виду	2	1
105	дело лишь с	1	1
106	смысле слова в	1	1
107	тогда когда оно	1	1
108	в нем не	1	1
109	но во всяком	1	1
110	жизнь в целом	1	1
111	все это можно	1	1
112	то ни было	2	1
113	как если бы	1	1
114	но это уже	2	1
115	не может не	1	1
116	но в этом	1	1
117	и вопрос о	1	1
118	в соответствующих местах	1	1
119	она может быть	1	1
120	и говорить о	1	1
121	к тому что	1	1
122	притом не только	1	1
123	бы то ни	2	1
124	между прочим и	1	1
125	ту или иную	1	1
126	только тогда когда	1	1
127	в значительной степени	1	1
128	том что между	1	1
129	и хх вв	2	1
130	друг для друга	1	1
131	в себя всю	1	1
132	отсюда ясно что	1	1
133	ясно и то	1	1
