N	2gram	Bakhtin_Pr	Problema
1	и в	38	182
2	то есть	46	165
3	и не	42	152
4	вовсе не	2	145
5	то что	8	144
6	не есть	6	113
7	не только	9	104
8	в этом	15	88
9	может быть	26	82
10	в том	8	81
11	том что	3	81
12	не просто	1	80
13	только в	13	73
14	сказать что	4	72
15	но и	9	70
16	в виде	2	69
17	у нас	2	68
18	также и	3	68
19	и даже	3	66
20	по себе	1	64
21	даже и	1	63
22	не менее	4	58
23	о том	4	57
24	тем не	3	56
25	а не	5	56
26	так и	5	56
27	но в	4	55
28	ни в	11	51
29	для нас	1	50
30	в себе	4	48
31	отнюдь не	19	48
32	и вообще	2	48
33	смысле слова	2	47
34	было бы	8	46
35	прежде всего	13	45
36	в своей	7	45
37	что в	7	44
38	в его	43	44
39	не в	7	43
40	все эти	5	43
41	то же	5	42
42	таким образом	10	42
43	и что	2	40
44	что он	2	40
45	что мы	1	40
46	не может	27	39
47	и тем	3	39
48	в этой	1	39
49	как бы	22	39
50	той или	2	38
51	в данном	4	38
52	хотя бы	4	37
53	в нем	15	37
54	того что	2	37
55	точки зрения	8	36
56	еще не	7	36
57	и все	3	36
58	и т	14	35
59	в виду	4	34
60	уже не	1	34
61	и с	17	34
62	как и	7	34
63	же самое	2	33
64	в таком	3	33
65	не является	3	33
66	т д	1	33
67	или иной	2	33
68	здесь не	4	32
69	в то	4	32
70	но не	12	32
71	едва ли	3	32
72	так же	1	31
73	в своем	5	31
74	связи с	2	31
75	но это	3	31
76	все это	3	31
77	ясно что	3	30
78	и для	11	30
79	с другой	7	30
80	настоящее время	1	30
81	в настоящее	1	30
82	в связи	2	29
83	все же	6	29
84	можно сказать	2	29
85	художественный образ	1	29
86	как мы	7	29
87	данном случае	4	28
88	а в	6	28
89	есть только	2	28
90	и о	5	28
91	и это	3	27
92	и как	8	27
93	хотя и	3	27
94	ничего не	6	27
95	в результате	1	26
96	другой стороны	4	26
97	да и	3	26
98	вместе с	1	26
99	это не	5	26
100	и его	16	26
101	мы можем	6	25
102	и на	3	25
103	тем самым	4	25
104	с точки	6	25
105	с тем	1	24
106	на самом	4	24
107	в нашем	4	24
108	не имеет	9	24
109	по своему	1	23
110	на то	2	23
111	при этом	5	23
112	а только	2	23
113	есть не	2	23
114	и к	3	22
115	раз и	2	22
116	только на	1	22
117	можно ли	1	22
118	никогда не	5	22
119	и является	1	22
120	всех этих	1	22
121	есть в	1	22
122	его в	9	22
123	и от	3	22
124	и есть	2	22
