N	2gram	Losev_Prob	Analitik
1	не только	28	71
2	и в	48	66
3	в качестве	9	61
4	но и	21	57
5	в том	25	52
6	может быть	11	52
7	в этом	31	51
8	в частности	5	51
9	как и	10	50
10	и не	29	48
11	а не	7	42
12	при этом	6	40
13	том что	29	40
14	то есть	38	35
15	так и	15	35
16	в мире	1	31
17	представляет собой	1	30
18	своего рода	1	30
19	состоит в	1	30
20	отнюдь не	14	29
21	как бы	10	29
22	не может	6	29
23	а в	8	28
24	в его	19	27
25	и его	11	27
26	не в	16	26
27	но не	12	26
28	в себе	7	24
29	не случайно	1	24
30	что в	12	22
31	и даже	24	22
32	к тому	7	22
33	в этой	14	22
34	о том	17	20
35	я в	4	20
36	в самом	7	19
37	то же	6	19
38	в своей	29	19
39	по отношению	2	19
40	с его	3	19
41	но в	17	19
42	в данном	6	18
43	в то	6	18
44	отношению к	2	18
45	тем самым	2	17
46	с другой	8	17
47	только в	21	17
48	со стороны	1	17
49	такого рода	4	17
50	или иной	4	17
51	что и	8	16
52	могут быть	2	16
53	то что	26	16
54	и на	9	15
55	не есть	3	15
56	между тем	2	15
57	уже не	12	15
58	прежде всего	15	15
59	в сущности	1	15
60	в их	4	15
61	не менее	8	14
62	того же	7	14
63	я и	1	14
64	той или	5	14
65	мы имеем	3	14
66	же время	1	14
67	данном случае	5	14
68	столь же	1	14
69	далеко не	6	14
70	по себе	5	13
71	точки зрения	17	13
72	тому же	5	13
73	в случае	1	13
74	он не	4	13
75	ничего не	3	13
76	как раз	7	13
77	для него	2	13
78	а также	8	13
79	в начале	6	13
80	и к	9	12
81	и сам	5	12
82	никогда не	7	12
83	как это	5	12
84	в первой	2	12
85	сводится к	1	12
86	как в	3	12
87	еще не	4	12
88	в той	5	11
89	даже в	2	11
90	имеем дело	1	11
91	по своей	3	11
92	в свою	4	11
93	это не	8	11
94	можно сказать	10	11
95	и как	10	11
96	нуждается в	2	11
97	именно в	11	10
98	все же	12	10
99	едва ли	13	10
100	с одной	5	10
101	в конце	10	10
102	было бы	12	10
103	однако в	4	10
104	отношения к	1	10
105	перед лицом	1	10
106	здесь не	12	10
107	со своей	1	10
108	того или	3	10
109	и самого	3	10
110	один из	2	10
111	на себя	2	10
112	говорит о	9	9
113	не столько	1	9
114	в результате	11	9
115	другой стороны	8	9
116	на фоне	2	9
117	одной стороны	5	9
118	свою очередь	2	9
119	том чтобы	3	9
120	в своем	16	9
121	по поводу	2	9
122	крайней мере	8	9
123	таким образом	20	9
124	во всех	2	9
125	в русской	4	9
126	за пределы	1	9
127	или иного	2	9
128	только не	1	9
129	вместе с	15	9
130	по крайней	8	9
131	вступает в	1	9
132	того что	8	9
133	что касается	5	9
134	дело с	1	8
135	о чем	2	8
136	не всегда	5	8
137	я с	2	8
138	одной из	5	8
139	в контексте	1	8
140	с ним	4	8
141	если бы	2	8
142	и все	12	8
143	что он	12	8
144	перед нами	14	8
145	не является	2	8
146	с точки	13	8
147	хотя и	10	8
148	этом отношении	4	8
149	человеческого я	4	8
150	времени и	1	8
151	дело не	1	8
152	он и	5	8
153	одного из	1	8
154	в финале	1	7
155	в году	9	7
156	во всяком	7	7
157	в противоположность	3	7
158	в другом	6	7
159	времени в	1	7
160	в одном	6	7
161	как мы	5	7
162	в нашем	5	7
163	который в	10	7
164	не мог	5	7
165	по природе	1	7
166	по преимуществу	2	7
167	внимание на	4	7
168	несмотря на	7	7
169	в ее	6	7
170	у него	13	7
171	в таком	4	7
172	героя и	1	7
173	личности и	1	7
174	и тем	4	7
175	и является	6	7
176	собственно говоря	1	7
177	в глазах	1	7
178	всяком случае	6	7
179	и для	11	7
180	жизни но	1	7
181	в литературе	5	7
182	все это	8	7
183	со своим	1	7
184	таком случае	2	7
185	однако не	2	7
186	в новом	1	7
187	на его	4	7
188	или иначе	3	7
189	во времени	1	7
190	художественного произведения	1	7
191	себя и	1	7
192	что иное	3	7
193	являет собой	1	7
194	как будто	9	7
195	вплоть до	2	7
196	иное как	3	7
197	во всем	5	6
198	для всех	2	6
199	русской литературе	3	6
200	те же	1	6
201	так или	3	6
202	или в	7	6
203	казалось бы	1	6
204	восходит к	1	6
205	хотя бы	11	6
206	превращается в	1	6
207	не что	3	6
