N	2gram	Voloshinov	Vladivir
1	и в	3	116
2	и не	1	67
3	не только	1	65
4	но и	1	47
5	в его	1	40
6	не может	4	31
7	для него	1	29
8	в то	1	25
9	точки зрения	1	23
10	может быть	1	23
11	не менее	1	19
12	а не	1	17
13	к тому	1	16
14	и все	1	16
15	то же	1	15
16	несмотря на	1	15
17	и на	1	14
18	связи с	1	12
19	с точки	1	10
20	в ней	1	10
21	и можно	1	9
22	же время	1	9
23	из этих	1	8
24	если бы	1	7
25	тому что	1	6
26	сравнении с	1	5
27	он в	1	5
28	один из	2	5
29	и больше	1	5
30	по своим	1	4
31	нет и	1	4
32	в особенности	1	4
33	тех же	1	4
34	вполне понятно	1	4
35	бы на	1	4
36	во второй	1	4
37	можно и	1	3
38	его от	1	3
39	бы в	1	3
40	больше ничего	1	3
41	с теми	1	3
42	без учета	1	2
43	именно с	1	2
44	вещей и	1	2
45	не из	1	2
46	если в	2	2
47	и должно	1	2
48	на месте	1	2
49	можно назвать	1	2
50	может не	1	2
51	ничего кроме	1	2
52	с другими	1	2
53	с самых	1	2
54	может и	1	2
55	и форму	1	1
56	исходя из	1	1
57	категорий то	1	1
58	может спасти	1	1
59	в системе	1	1
60	мы видим	1	1
61	впадает в	1	1
62	крупнейших представителей	1	1
63	вопрос что	1	1
64	в каждом	1	1
65	смысл и	1	1
66	часть книги	1	1
67	своих работ	1	1
68	этой проблемы	1	1
69	конечно и	1	1
70	еще большим	1	1
71	так называемая	1	1
72	на примере	1	1
73	вообще всякого	1	1
74	лучше всего	1	1
75	от общей	1	1
76	на нее	1	1
77	ни один	1	1
78	из крупнейших	1	1
79	деятельности в	1	1
80	вторая половина	1	1
