N	3gram	Voloshinov	Formalny
1	с точки зрения	6	40
2	не может быть	3	29
3	на самом деле	4	21
4	в связи с	1	16
5	во всяком случае	3	16
6	в самом деле	2	11
7	так и в	1	11
8	в этом отношении	1	11
9	в его целом	2	10
10	бы то ни	1	10
11	в большинстве случаев	3	9
12	для того чтобы	1	8
13	до сих пор	3	8
14	вместе с тем	1	8
15	с одной стороны	1	8
16	в применении к	1	7
17	то ни было	1	7
18	в высшей степени	1	7
19	и пр и	3	7
20	пр и пр	2	7
21	как мы знаем	1	7
22	и в этом	2	7
23	в том что	1	6
24	в данном случае	1	6
25	мы полагаем что	3	6
26	в этом смысле	3	5
27	связи с этим	1	5
28	мы не можем	1	5
29	не следует что	1	4
30	не могут быть	2	4
31	подобно тому как	1	4
32	с самого начала	4	4
33	в нем и	1	4
34	по аналогии с	2	4
35	а часто и	1	3
36	мы уже знаем	1	3
37	областях идеологического творчества	1	3
38	друг с другом	1	3
39	уже знаем что	1	3
40	то же самое	1	3
41	на первый план	1	3
42	всех областях идеологического	1	3
43	в том смысле	1	3
44	мы увидим что	1	3
45	во всех областях	1	3
46	нам кажется что	2	3
47	с его помощью	1	2
48	и столь же	1	2
49	все то что	2	2
50	в известной степени	1	2
51	это приводит к	1	2
52	форма и содержание	1	2
53	с этой точки	1	2
54	всех без исключения	1	2
55	но даже и	1	2
56	одних и тех	1	2
57	так и с	1	2
58	и прежде всего	1	2
59	роковую роль в	1	2
60	что между ними	1	2
61	за свой страх	1	2
62	и пр в	1	2
63	мы отвлечемся от	1	2
64	страх и риск	1	2
65	свой страх и	1	2
66	и входит в	1	2
67	может быть только	1	2
68	как со стороны	1	2
69	как это было	1	2
70	имеем в виду	1	2
71	этой точки зрения	1	2
72	один из моментов	1	2
73	как один из	1	2
74	и не нуждается	1	2
75	и тех же	1	2
76	со всех сторон	1	2
77	если мы отвлечемся	1	2
78	дело в том	1	2
79	так же как	2	2
80	мы имеем в	1	2
81	но отнюдь не	2	2
82	на один шаг	1	2
83	общем можно сказать	1	2
84	ни в чем	3	2
85	и ее требований	1	1
86	и пр при	2	1
87	не имеющие отношения	1	1
88	имеет значение и	1	1
89	но вместе с	1	1
90	можем сказать что	1	1
91	сводится к следующему	1	1
92	в субъективной психике	1	1
93	на такой почве	1	1
94	по сравнению с	3	1
95	же что и	1	1
96	идеологического творчества все	1	1
97	он не дает	1	1
98	точки зрения каждого	1	1
99	самом деле в	1	1
100	и самый предмет	1	1
101	и связанные с	1	1
102	как и с	1	1
103	так во всех	1	1
104	даже не пытается	1	1
105	и др но	1	1
106	же совершенно не	1	1
107	жизни таким образом	1	1
108	почти совершенно не	2	1
109	в коем случае	1	1
110	во внешнем мире	1	1
111	для нашего времени	1	1
112	мы еще не	1	1
113	метод к изучению	1	1
114	центр тяжести в	1	1
115	в общем можно	1	1
116	друг на друга	2	1
117	одного и того	1	1
118	вовсе не их	1	1
119	случае не может	1	1
120	все же в	1	1
121	мы знаем что	1	1
122	мы можем сказать	2	1
123	могут быть поняты	1	1
124	в этой плоскости	1	1
125	и не должна	1	1
126	вступать между собою	1	1
127	всех других областей	1	1
128	каждого из этих	1	1
129	в нем нет	2	1
130	и только из	1	1
131	в чем не	3	1
132	конечно не может	1	1
133	а с другой	1	1
134	чем иным как	1	1
135	и того же	1	1
136	но в основном	1	1
137	не подлежит конечно	1	1
138	так как он	1	1
139	и пр это	1	1
140	он не был	1	1
141	нет никаких оснований	2	1
142	в дальнейшей жизни	1	1
143	характерно для нашего	1	1
144	полном согласии с	1	1
145	или во всяком	1	1
146	и пр как	1	1
147	как это делала	1	1
148	между собою в	1	1
149	каждое из этих	1	1
150	что его должно	1	1
151	не имеет места	1	1
152	а то и	1	1
153	художественного творчества и	1	1
154	первый и основной	1	1
155	той или иной	1	1
156	только из него	1	1
157	прежде всего на	1	1
158	а вместе с	1	1
159	и может быть	2	1
160	вообще не существовало	1	1
161	не нуждается в	2	1
162	оно ни было	1	1
163	может быть даже	1	1
164	о том что	2	1
165	а иногда и	1	1
166	по крайней мере	3	1
167	для всех других	1	1
168	что же делает	1	1
169	можно сказать что	3	1
170	форму и содержание	1	1
171	вытекает из предшествующего	1	1
172	зависит от того	1	1
173	в некоторых отношениях	1	1
174	образом с точки	1	1
175	остановимся прежде всего	1	1
176	конца хiх начала	1	1
177	нем нет и	1	1
178	не чем иным	1	1
179	каких бы то	1	1
180	не что иное	1	1
181	и быть не	1	1
182	что иное как	1	1
183	ни в коем	1	1
184	если отвлечься от	1	1
185	sine qua non	1	1
186	в полном согласии	1	1
187	с ее объектом	1	1
188	может привести к	1	1
189	поэтому и не	1	1
190	и на наших	1	1
191	же как и	1	1
192	тесно примыкают к	1	1
193	организме и не	1	1
194	теперь мы должны	1	1
195	бы оно ни	1	1
196	это и есть	1	1
197	в основе их	1	1
198	таким образом с	1	1
199	можно было бы	1	1
200	его отношение к	1	1
201	же самое и	1	1
202	может быть при	1	1
203	несколько слов о	1	1
204	имеющие отношения к	1	1
