N	3gram	Tiupa_Lite	Narrotol
1	в том что	15	18
2	в данном случае	6	17
3	не только в	4	13
4	в отличие от	6	11
5	по отношению к	4	11
6	дамы с собачкой	2	11
7	к тому же	1	9
8	о том что	3	9
9	не может быть	5	8
10	тем не менее	4	8
11	не сводится к	3	8
12	в соответствии с	2	8
13	той или иной	1	8
14	то же время	12	8
15	по большей части	1	8
16	в то же	12	8
17	в этом отношении	5	8
18	и тем самым	2	6
19	состоит в том	8	6
20	мы имеем дело	2	6
21	с одной стороны	8	6
22	для того чтобы	1	5
23	но при этом	2	5
24	в свою очередь	2	5
25	на самом деле	1	5
26	подобно тому как	4	5
27	имеем дело с	1	5
28	в конечном счете	8	4
29	к тому что	1	4
30	в равной степени	2	4
31	от первого лица	1	4
32	во всяком случае	2	4
33	в коммуникативном событии	2	3
34	в самом деле	1	3
35	и не может	1	3
36	и представляет собой	1	3
37	до сих пор	1	3
38	в этом и	1	3
39	иметь в виду	1	3
40	речь идет о	3	3
41	в зависимости от	1	3
42	в связи с	4	3
43	при всей своей	2	3
44	пока еще не	1	3
45	а также и	1	3
46	едва ли не	5	3
47	присутствия в мире	1	3
48	в ответ на	1	3
49	а то и	2	3
50	на то что	1	3
51	к себе самому	1	3
52	так и не	1	3
53	с точки зрения	4	3
54	я в мире	3	3
55	дело в том	2	3
56	несет в себе	2	3
57	и то что	2	3
58	не случайно в	1	3
59	тогда как в	1	3
60	как уже говорилось	1	3
61	войне и мире	1	2
62	все то что	1	2
63	и в то	1	2
64	в той мере	1	2
65	дело не только	2	2
66	и т п	2	2
67	в е годы	3	2
68	в силу своей	3	2
69	далеко не всегда	1	2
70	собственно говоря и	1	2
71	и то же	1	2
72	в частности в	1	2
73	одного и того	1	2
74	первого и второго	1	2
75	на мой взгляд	1	2
76	в финале рассказа	1	2
77	не могло быть	2	2
78	не только на	1	2
79	но и от	1	2
80	и того же	1	2
81	двумя или несколькими	1	2
82	а с другой	2	2
83	перед нами не	1	2
84	по этой причине	2	2
85	оказывается всего лишь	1	2
86	в своего рода	1	2
87	своего и чужого	1	2
88	не только от	1	2
89	человеческого я в	1	2
