N	4gram	Voloshinov	Analitik
1	не что иное как	1	6
2	одного и того же	1	6
3	дело в том что	1	3
4	бы то ни было	1	3
5	с этой точки зрения	1	2
6	ни в коем случае	1	2
7	одних и тех же	1	2
8	одна и та же	1	1
9	мы имеем в виду	1	1
10	если бы он был	1	1
11	во всяком случае не	1	1
12	не может быть ничего	1	1
13	подобно тому как мы	1	1
14	бы оно ни было	1	1
15	нуждается в объекте в	1	1
16	или во всяком случае	1	1
17	вместе с ним и	1	1
18	и в этом смысле	2	1
19	в конечном счете только	1	1
20	ничего не говорит и	1	1
