N	3gram	Losev_Prob	Morfolog
1	и т д	20	60
2	в этих случаях	1	14
3	в этом случае	8	10
4	не может быть	5	9
5	в связи с	9	9
6	с точки зрения	9	6
7	тем не менее	23	6
8	связи с этим	1	5
9	подобно тому как	2	5
10	с другой стороны	11	5
11	в том что	17	4
12	на самом деле	5	4
13	к тому что	1	4
14	но все же	1	4
15	на то что	2	3
16	здесь прежде всего	1	3
17	о том что	8	3
18	в собственном смысле	1	3
19	как и в	2	3
20	для того чтобы	4	3
21	не значит что	2	3
22	в настоящее время	4	3
23	в то время	6	3
24	бы то ни	5	3
25	мы приходим к	1	3
26	в первом случае	1	3
27	далеко не все	1	3
28	на первый взгляд	3	3
29	собственном смысле слова	1	3
30	то время как	6	3
31	но никто не	1	2
32	и тем не	6	2
33	это не значит	1	2
34	о том как	4	2
35	но если это	1	2
36	дело не в	4	2
37	говорить о том	2	2
38	более или менее	2	2
39	он может быть	1	2
40	хотя и не	2	2
41	к другу и	1	2
42	т д в	1	2
43	и к целому	1	2
44	не что иное	6	2
45	это и не	3	2
46	можно было бы	6	2
47	точно так же	5	2
48	мы уже видели	1	2
49	в данном случае	12	2
50	мы имеем в	1	2
51	и в других	2	2
52	если это так	1	2
53	случае не является	2	2
54	то ни было	4	2
55	тех случаях когда	1	2
56	а вовсе не	3	2
57	во всяком случае	8	2
58	что иное как	6	2
59	в тех случаях	1	2
60	к вопросу о	1	2
61	с одной стороны	2	2
62	может быть заменен	1	2
63	в таких случаях	2	2
64	мы не будем	3	2
65	вопрос о том	1	2
66	друг к другу	1	2
67	может быть и	3	2
68	но то что	1	1
69	есть не что	6	1
70	нечто иное чем	3	1
71	тому что в	1	1
72	имеет ничего общего	3	1
73	т д и	5	1
74	и тот же	1	1
75	т д все	1	1
76	в тот момент	1	1
77	и могут быть	1	1
78	поставить вопрос как	1	1
79	к тому или	1	1
80	исследование не только	1	1
81	мы скажем что	2	1
82	имеется и в	1	1
83	но это и	1	1
84	на самого себя	1	1
85	и может быть	2	1
86	это так то	1	1
87	том или другом	3	1
88	то же в	1	1
89	однако если мы	1	1
90	в чем же	2	1
91	может быть заменена	1	1
92	то что не	1	1
93	здесь перед нами	2	1
94	и действительно в	1	1
95	того или другого	3	1
96	один и тот	1	1
97	здесь как и	1	1
98	ни в каких	1	1
99	как бы они	1	1
100	хотя это и	2	1
101	обстоит дело с	1	1
102	что же касается	5	1
103	с этой точки	1	1
104	а в другом	1	1
105	и независимо от	2	1
106	точки зрения их	1	1
107	можно сказать что	2	1
108	только в том	2	1
109	и когда мы	3	1
110	но если мы	1	1
111	связаны между собою	1	1
112	который может быть	1	1
113	во что бы	1	1
114	этот вопрос мы	1	1
115	здесь мы имеем	1	1
116	могло бы быть	2	1
117	с теми или	2	1
118	более и более	1	1
119	в то же	10	1
120	но и его	1	1
121	тех или иных	7	1
122	и то же	5	1
123	на этот вопрос	1	1
124	рук и ног	1	1
125	и есть то	2	1
126	то это не	2	1
127	в таком случае	7	1
128	и как они	1	1
129	когда перед нами	1	1
130	что бы то	1	1
131	и не всегда	1	1
132	до сих пор	4	1
133	совершенно ясно что	1	1
134	не потому что	1	1
135	все более и	1	1
136	не в той	3	1
137	во всех случаях	1	1
138	то мы не	1	1
139	если только он	1	1
140	т д можно	1	1
141	иметь в виду	2	1
142	одно и то	4	1
143	таким образом что	1	1
144	той или иной	16	1
145	как то в	1	1
146	бросается в глаза	1	1
147	так как они	1	1
148	вовсе не с	1	1
149	этом случае он	1	1
150	если бы мы	1	1
151	но как мы	1	1
152	это уже не	2	1
153	во всех этих	1	1
154	этих случаях не	1	1
155	в том или	2	1
156	которые могут быть	1	1
157	в этой работе	1	1
158	и в нашем	1	1
159	но если бы	3	1
160	а потому что	1	1
161	этого и не	1	1
162	может фигурировать и	1	1
163	иначе чем это	1	1
164	или вовсе не	1	1
165	может рассматриваться совершенно	1	1
166	том что он	2	1
167	не имеет ничего	3	1
168	это означает что	1	1
169	это было бы	2	1
170	сам он не	1	1
171	хотя бы только	1	1
172	на те или	1	1
173	сказать что всякий	1	1
174	а во втором	1	1
175	теми или другими	2	1
176	когда говорят о	1	1
177	этой точки зрения	2	1
178	можно сказать о	1	1
179	буквой а а	1	1
180	значит что его	1	1
181	они превращаются в	1	1
182	возникает вопрос а	1	1
183	это значит что	8	1
184	в другом случае	2	1
185	указанием на то	1	1
186	в целом и	1	1
187	и по существу	1	1
188	между прочим и	1	1
189	в одном случае	4	1
190	во втором случае	1	1
191	с религиозными представлениями	1	1
192	в третий раз	1	1
193	то это значит	3	1
194	так же и	3	1
195	но это не	1	1
196	что и в	3	1
197	те или иные	6	1
198	мы не можем	2	1
199	и в этой	1	1
200	чем это было	1	1
201	потому что они	2	1
202	было бы сказать	1	1
203	то ни стало	1	1
