N	2gram	Losev_Prob	StatiiOP
1	и в	62	103
2	в том	35	89
3	том что	25	77
4	в этом	25	76
5	что в	11	74
6	пушкина в	1	70
7	не только	33	60
8	и т	20	51
9	о том	14	47
10	у пушкина	9	46
11	но и	20	46
12	то что	42	44
13	что он	16	42
14	в его	10	42
15	и не	56	41
16	может быть	39	38
17	что пушкин	1	37
18	т е	1	33
19	пушкина и	3	33
20	было бы	14	32
21	т д	20	32
22	в этой	10	31
23	вовсе не	62	31
24	тем что	8	29
25	все это	9	29
26	таким образом	13	28
27	а в	9	27
28	а не	28	27
29	но в	17	26
30	что это	3	25
31	так и	16	25
32	и его	12	24
33	все же	10	23
34	точки зрения	14	23
35	не в	21	23
36	так что	21	23
37	потому что	40	23
38	для того	5	22
39	в которой	3	22
40	как в	10	22
41	того что	10	22
42	прежде всего	13	22
43	у нас	17	22
44	в области	2	22
45	того чтобы	4	21
46	до сих	4	20
47	это не	10	20
48	в своей	8	19
49	сих пор	4	19
50	в то	18	19
51	только в	33	19
52	в котором	3	18
53	с другой	14	18
54	он не	10	18
55	но также	2	18
56	пушкин и	1	18
57	об этом	7	18
58	не может	14	18
59	в самом	4	17
60	как на	2	17
61	между прочим	4	17
62	самом деле	6	17
63	как бы	11	17
64	в данном	14	17
65	в этих	6	16
66	с этим	5	16
67	сказать что	24	16
68	можно было	7	16
69	если бы	9	16
70	в ней	12	16
71	другой стороны	11	15
72	с тем	9	15
73	как и	15	15
74	по поводу	3	15
75	из этих	1	15
76	у него	1	15
77	я не	1	15
78	пушкина с	1	15
79	и на	4	15
80	например в	1	15
81	в отношении	4	15
82	как раз	11	15
83	для него	4	15
84	также и	22	15
85	то же	23	14
86	но все	5	14
87	так например	1	14
88	к тому	4	14
89	с точки	9	14
90	и что	9	14
91	была бы	2	14
92	в той	8	13
93	именно в	4	13
94	во всяком	14	13
95	в своем	7	13
96	из них	4	13
97	в качестве	10	13
98	а с	2	13
99	в конце	7	13
100	в нем	13	13
101	в языке	4	13
102	вместе с	3	13
103	всяком случае	8	13
104	но это	13	13
105	дело в	6	13
106	жизни и	7	13
107	тому что	5	13
108	в своих	2	12
109	не менее	24	12
110	хотя бы	6	12
111	что у	3	12
112	обстоятельство что	1	12
113	в первой	1	12
114	ни в	17	12
115	так как	14	12
116	что они	8	12
117	в них	6	11
118	в другом	4	11
119	никогда не	7	11
120	не было	6	11
121	ясно что	11	11
122	и с	11	11
123	и по	3	11
124	своего рода	1	11
125	вопрос о	2	11
126	все эти	14	11
127	это было	4	11
128	то обстоятельство	1	11
129	на то	6	11
130	кроме того	5	10
131	не столько	2	10
132	в виду	20	10
133	речь идет	1	10
134	так же	11	10
135	отметить что	1	10
136	в целом	9	10
137	что такое	4	10
138	что и	11	10
139	xix века	2	10
140	это слово	1	10
141	но он	1	10
142	во всех	4	10
143	а как	2	10
144	в каком	9	10
145	в истории	4	10
146	ничего не	4	10
147	ответ на	1	10
148	на самом	13	10
149	но не	6	10
150	в частности	4	10
151	в начале	3	10
152	и к	9	9
153	с этой	3	9
154	говорит о	1	9
155	можно сказать	10	9
156	в одном	4	9
157	говорит что	1	9
158	внимание на	2	9
159	несмотря на	4	9
160	и это	11	9
161	в чем	5	9
162	в каждом	1	9
163	и тем	16	9
164	во время	3	9
165	не является	19	9
166	такого рода	14	9
167	времени и	4	9
168	что же	9	9
169	и для	5	9
170	пушкиным и	2	9
171	для нас	23	9
172	что мы	12	9
173	там где	1	9
174	но ведь	2	8
175	и об	3	8
176	в результате	8	8
177	и даже	21	8
178	в речи	1	8
179	еще более	3	8
180	что она	5	8
181	к этому	2	8
182	связи с	10	8
183	одним из	2	8
184	и др	1	8
185	могут быть	2	8
186	к сожалению	1	8
187	нужно сказать	1	8
188	заключается в	8	8
189	в которых	3	8
190	не имеет	12	8
191	тем не	23	8
192	совершенно не	7	8
193	и более	6	8
194	мы имеем	7	8
195	при помощи	13	8
196	той же	2	8
197	до конца	1	8
198	подчеркнуть что	1	8
199	в их	2	8
200	а также	6	8
201	в какой	1	8
202	дело не	4	8
203	по мнению	2	8
204	отношение к	1	8
205	и о	8	8
206	это в	2	8
207	с которыми	2	7
208	и очень	6	7
209	о чем	4	7
210	по себе	36	7
211	представление о	1	7
212	отличается от	8	7
213	в это	1	7
214	а а	1	7
215	точка зрения	1	7
216	не просто	36	7
217	того же	2	7
218	гораздо более	6	7
219	в ее	6	7
220	при чем	1	7
221	что все	2	7
222	кажется что	2	7
223	как это	4	7
224	что для	4	7
225	из этого	5	7
226	во втором	1	7
227	то в	4	7
228	и то	17	7
229	нет никакого	4	7
230	то время	6	7
231	можно назвать	1	7
232	том как	4	7
233	еще не	12	7
234	очень мало	2	7
235	еще и	10	7
236	другое дело	5	7
237	что здесь	5	7
238	на этот	4	7
239	связан с	2	7
240	данном случае	12	7
241	уже в	5	7
242	мы находим	8	7
243	в виде	20	7
244	но с	2	7
245	что этот	1	7
246	говорит об	1	7
247	тем более	8	7
248	не все	1	7
249	конце концов	4	7
250	факт что	1	7
251	лишь в	1	7
252	вплоть до	3	7
253	что за	1	6
254	же и	7	6
255	на его	1	6
256	и сам	6	6
257	в жизни	1	6
258	говорить о	7	6
259	даже в	2	6
260	в отдельных	1	6
261	крайней мере	9	6
262	к нему	3	6
263	только не	6	6
264	время как	6	6
265	же как	5	6
266	о которых	3	6
267	этом смысле	5	6
268	этот вопрос	3	6
269	его как	3	6
270	в себе	23	6
271	и здесь	8	6
272	из которых	6	6
273	и все	13	6
274	том смысле	4	6
275	в известном	3	6
276	по крайней	9	6
277	языка и	4	6
278	идет о	1	6
279	обратить внимание	2	6
280	тем же	2	6
281	и во	5	6
282	что с	1	6
283	мы не	15	6
284	и за	2	6
285	ни на	5	6
286	независимо от	4	6
287	по существу	2	6
288	но я	1	6
289	при его	1	6
290	и вообще	20	6
291	разумеется что	1	6
292	этих двух	1	6
293	за то	1	6
294	его не	2	6
295	в литературном	1	6
296	что на	2	6
297	нас не	6	5
298	при этом	9	5
299	не как	1	5
300	по пути	1	5
301	уже не	12	5
302	то это	13	5
303	и такие	3	5
304	одной стороны	2	5
305	во многих	1	5
306	но они	4	5
307	конечно не	3	5
308	можно ли	8	5
309	до того	2	5
310	и далее	1	5
311	без всякого	8	5
312	том чтобы	1	5
313	что именно	3	5
314	никакого сомнения	1	5
315	что эти	1	5
316	с одной	3	5
317	хотя и	9	5
318	его в	4	5
319	не была	1	5
320	не о	2	5
321	на себя	1	5
322	что не	4	5
323	даже не	3	5
324	же касается	5	5
325	в сторону	1	5
326	не был	3	5
327	это были	1	5
328	если не	7	5
329	в тех	3	5
330	и почему	1	5
331	столь же	1	5
332	или иного	5	5
333	всех этих	6	5
334	не так	8	5
335	утверждать что	3	5
336	должна быть	1	5
337	для себя	6	5
338	из таких	1	5
339	о которой	2	5
340	поэтому в	2	5
341	не на	2	5
342	оно не	1	5
343	конечно и	2	5
344	в слове	4	5
345	никто не	5	5
346	не знали	2	5
347	ни с	5	5
348	думать что	1	5
349	свое время	1	5
350	в очень	2	5
351	и если	11	5
352	пушкин хотел	1	5
353	которую он	1	5
354	не потому	1	5
355	нет и	1	5
356	ее в	2	5
357	но если	12	5
358	точку зрения	1	5
359	в свое	1	5
360	это и	11	5
361	такое же	1	5
362	раз в	1	5
363	на нее	1	5
364	а то	4	5
365	на тему	1	5
366	вообще не	5	5
367	на память	1	5
368	представляет собою	2	5
369	нас к	2	5
370	является не	2	5
371	и потому	13	5
372	того или	8	5
373	и только	10	5
374	тот факт	1	5
375	как он	2	5
376	на это	1	5
377	к ней	2	5
378	одного из	1	5
379	как будто	11	5
380	находим в	3	4
381	и другие	4	4
382	все что	1	4
383	только что	4	4
384	которые не	1	4
385	не являются	4	4
386	и без	9	4
387	в первом	1	4
388	из двух	1	4
389	а именно	12	4
390	что ни	1	4
391	свою собственную	3	4
392	не имели	2	4
393	казалось бы	3	4
394	не существует	6	4
395	не могли	2	4
396	не всегда	1	4
397	и те	1	4
398	на сцене	2	4
