N	4gram	Losev_Dial	Problema
1	и тем не менее	2	15
2	не что иное как	6	14
3	ни в каком случае	2	12
4	в то время как	6	12
5	или по крайней мере	4	11
6	есть не что иное	3	11
7	и т д и	8	9
8	на самом же деле	1	8
9	т д и т	7	8
10	уж во всяком случае	1	7
11	не чем иным как	1	7
12	не говоря уже о	6	7
13	и уж тем более	1	7
14	д и т д	7	7
15	то это значит что	3	6
16	заключается в том что	1	6
17	взятая сама по себе	1	6
18	по крайней мере в	3	6
19	бы то ни было	1	6
20	в том смысле что	1	5
21	можно ли сказать что	1	5
22	ни в чем не	1	5
23	тем не менее в	1	5
24	во что бы то	1	4
25	что бы то ни	1	4
26	одно и то же	2	4
27	если иметь в виду	2	4
28	ни в коем случае	4	4
29	в связи с этим	1	4
30	бы то ни стало	1	4
31	так же как и	1	4
32	вовсе не есть ни	1	3
33	уже по одному тому	2	3
34	ни в каком смысле	5	3
35	и в то же	2	3
36	это не значит что	1	3
37	а это значит что	2	3
38	по одному тому что	3	3
39	с этой точки зрения	4	3
40	когда мы говорим что	1	3
41	с одной стороны и	1	3
42	отличаются друг от друга	1	3
43	в каком смысле не	3	3
44	но в то же	1	3
45	сама по себе а	1	2
46	при помощи того или	1	2
47	как мы уже сказали	1	2
48	в том что в	1	2
49	не сама по себе	1	2
50	одной и той же	4	2
51	уже о том что	2	2
52	по себе вовсе еще	1	2
53	только тогда когда есть	2	2
54	мы имеем в виду	1	2
55	это значит что мы	3	2
56	и то и другое	1	2
57	помощи того или иного	1	2
58	ничего общего не имеет	1	2
59	и т д все	1	2
60	ничем не отличается от	4	2
61	ничего не говорит о	2	2
62	сам по себе а	1	2
63	если это так то	1	2
64	говоря уже о том	2	2
65	только на то что	2	2
66	внимание на то что	1	2
67	в себе не содержит	2	2
68	если принять во внимание	1	2
69	мы до сих пор	1	2
70	здесь имеется в виду	1	2
71	себе вовсе еще не	1	2
72	не есть ни просто	1	1
73	ни от чего не	5	1
74	ни одна из этих	1	1
75	миф может существовать вне	1	1
76	общего не имеет с	1	1
77	мы как раз и	1	1
78	по крайней мере не	1	1
79	можно ли будет в	1	1
80	необходимо иметь в виду	1	1
81	это не есть ни	1	1
82	с той или иной	1	1
83	это значит что его	1	1
84	с точки зрения самого	1	1
85	она не есть ни	3	1
86	кого бы то ни	1	1
87	и сам по себе	1	1
88	не имеет никакого отношения	3	1
89	и т д в	2	1
90	уже сама по себе	1	1
91	в то же время	3	1
92	сам по себе отнюдь	1	1
93	вовсе не думает что	1	1
94	поскольку речь идет о	1	1
95	не содержащий в себе	1	1
96	в том что они	1	1
97	друг от друга и	1	1
98	в чистом виде есть	1	1
99	этой точки зрения в	1	1
100	имеет никакого отношения к	2	1
101	мифа в то время	1	1
102	от чего не отличается	1	1
103	в такой же мере	1	1
104	по себе отнюдь еще	1	1
105	что она есть нечто	1	1
106	т е есть ничто	1	1
107	с тем или другим	1	1
108	ни сказать ни помыслить	1	1
109	и повелительно требует своего	1	1
110	по самой своей природе	1	1
111	если его брать как	2	1
112	то время как в	1	1
113	в таком случае вы	1	1
114	случае не есть ни	1	1
115	что все на свете	1	1
116	и в вопросе о	1	1
117	нельзя ни сказать ни	1	1
118	и все на свете	3	1
119	идет речь именно о	2	1
120	свой смысл и свое	1	1
121	это есть не что	1	1
122	уж тем более не	1	1
123	быть так или иначе	1	1
124	но о том что	1	1
125	которое ничего не знает	1	1
126	и может быть даже	1	1
127	же это может быть	1	1
128	то ни было другого	1	1
129	можно только тогда когда	3	1
130	сказать что она есть	1	1
131	заключается не в том	1	1
132	оно ничем не отличается	2	1
133	дело вовсе не в	1	1
134	в том что все	1	1
135	о котором уже нельзя	1	1
136	себе отнюдь еще не	1	1
137	о том как он	1	1
138	что в данном случае	1	1
139	не только есть нечто	1	1
140	различить и противопоставить все	1	1
141	по себе отнюдь не	1	1
142	и та или иная	1	1
143	не есть простая сумма	1	1
144	это значит что оно	1	1
145	мы начинаем говорить о	1	1
146	будет в таком случае	1	1
147	не выдерживает никакой критики	1	1
148	что тут имеется в	1	1
149	а мы как раз	1	1
150	несмотря ни на какую	1	1
151	мы вовсе не имеем	1	1
152	не тем что оно	1	1
153	если оно ничем не	1	1
154	это и есть настоящее	1	1
155	есть то что мы	2	1
156	с точки зрения истории	1	1
157	вопрос о том как	1	1
158	ли будет в таком	1	1
159	даже если бы мы	1	1
160	тут не может быть	1	1
161	можно прямо сказать что	1	1
162	ничего нельзя ни сказать	1	1
163	сам по себе и	1	1
164	а не что-нибудь иное	1	1
165	и есть то что	1	1
166	не говорит ни о	1	1
167	уходящая в бесконечную даль	1	1
168	в коем случае не	4	1
169	есть та или иная	1	1
170	необходимо категорически утверждать что	1	1
171	это значит что он	4	1
172	мы находим например у	1	1
173	но как только мы	1	1
174	до полного их слияния	1	1
175	до сих пор говорили	1	1
176	не содержит в себе	1	1
177	в каком случае нельзя	1	1
178	он не может быть	1	1
179	тут имеется в виду	1	1
180	даже и не просто	1	1
181	и в этом смысле	1	1
182	это и значит что	1	1
183	и у меня в	1	1
184	не есть также и	1	1
185	в самом деле если	1	1
