N	4gram	Losev_Dial	Problema
1	и тем не менее	1	15
2	не что иное как	4	14
3	ни в каком случае	5	12
4	в то время как	2	12
5	или по крайней мере	2	11
6	есть не что иное	3	11
7	дело в том что	1	10
8	взятые сами по себе	1	9
9	в каком случае не	3	9
10	и т д и	3	9
11	не имеет ничего общего	3	9
12	на самом же деле	2	8
13	т д и т	3	8
14	не говоря уже о	1	7
15	д и т д	3	7
16	то это значит что	2	6
17	по крайней мере в	3	6
18	ни в какой мере	1	5
19	имеет ничего общего с	3	5
20	в том смысле что	3	5
21	до сих пор мы	1	5
22	ни в чем не	1	5
23	в какой мере не	1	5
24	тем не менее в	1	5
25	же в таком случае	1	4
26	с той или другой	1	4
27	одно и то же	8	4
28	если иметь в виду	2	4
29	и с точки зрения	1	4
30	ни в коем случае	1	4
31	в связи с этим	2	4
32	так же как и	1	4
33	интереснее всего то что	1	3
34	вовсе не есть ни	1	3
35	уже по одному тому	1	3
36	ни в каком смысле	1	3
37	и в то же	3	3
38	и вместе с тем	1	3
39	это не значит что	3	3
40	несмотря на то что	2	3
41	по одному тому что	1	3
42	если бы не было	1	3
43	когда мы говорим что	1	3
44	с одной стороны и	3	3
45	в том что он	1	3
46	но в то же	1	3
47	говорить о том что	1	3
48	сама по себе а	1	2
49	в конце концов не	1	2
50	и то же и	1	2
51	все более и более	1	2
52	же самое мы должны	1	2
53	не сама по себе	1	2
54	одной и той же	1	2
55	убеждаемся в том что	1	2
56	нечего и говорить о	1	2
57	только тогда когда есть	1	2
58	должны сказать и о	1	2
59	мы должны сказать и	1	2
60	это значит что мы	1	2
61	несмотря ни на какие	1	2
62	и то и другое	3	2
63	самое мы должны сказать	1	2
64	и т д все	2	2
65	т д все это	2	2
66	только и состоит из	1	2
67	в этом смысле есть	1	2
68	но в конце концов	1	2
69	важно только то что	1	2
70	то же самое мы	1	2
71	и ни в какой	1	2
72	и о том что	1	2
73	и ни в каком	1	2
74	в то или иное	1	2
75	как бы она ни	1	2
76	сама по себе она	1	2
77	если принять во внимание	1	2
78	бы она ни была	1	2
79	отчет в том что	1	2
80	и говорить о том	1	2
81	это не имеет ничего	1	2
82	все больше и больше	1	2
83	мы убеждаемся в том	1	2
84	само по себе не	1	1
85	светлой природой и отличается	1	1
86	и до сих пор	1	1
87	идти дальше поэтому для	1	1
88	даже больше того как	1	1
89	и ни на что	2	1
90	обладает светлой природой и	1	1
91	что они вовсе не	1	1
92	в том и в	1	1
93	если вы хотите чтобы	1	1
94	вовсе не обязательно чтобы	1	1
95	здесь нет никакой возможности	1	1
96	с той или иной	1	1
97	кажутся до известной степени	1	1
98	по себе по своему	1	1
99	пустыми и холодными синее	1	1
100	если мы говорим о	1	1
101	том и в другом	1	1
102	каком случае не есть	1	1
103	в том смысле как	1	1
104	с точки зрения самого	2	1
105	то это вовсе не	1	1
106	не только возможна но	1	1
107	не имеет никакого отношения	1	1
108	и с другой стороны	2	1
109	между тем и другим	1	1
110	это вовсе не значит	1	1
111	оно во всяком случае	1	1
112	потому что он есть	1	1
113	и т д в	1	1
114	поэтому чтобы не сбиться	1	1
115	и т д мы	1	1
116	всегда так или иначе	1	1
117	уже сама по себе	1	1
118	в то же время	7	1
119	на очень высокой ноте	1	1
120	что на самом деле	1	1
121	нас а потому что	1	1
122	миф не есть ни	3	1
123	и как будто бы	1	1
124	также и учение о	1	1
125	но это не значит	1	1
126	в серые зимние дни	1	1
127	случае нельзя сказать что	1	1
128	имеет никакого отношения к	1	1
129	познания добра и зла	1	1
130	а не потому что	1	1
131	только в том чтобы	1	1
132	и даже больше того	2	1
133	его не просто как	1	1
134	есть дерево а не	1	1
135	мы видим синими так	1	1
136	стороны и с другой	1	1
137	что все на свете	1	1
138	взятая в чистом виде	1	1
139	и все на свете	1	1
140	свой смысл и свое	1	1
141	вопрос о том что	1	1
142	по себе вовсе не	1	1
143	но о том что	1	1
144	то же самое и	1	1
145	не был бы выражением	1	1
146	можно только тогда когда	1	1
147	как бы ее ни	1	1
148	что не есть она	1	1
149	во многих отношениях даже	1	1
150	есть так или иначе	2	1
151	от нас ускользает так	1	1
152	природой и отличается ясностью	1	1
153	то что не есть	1	1
154	не потому что они	1	1
155	дело вовсе не в	1	1
156	нужды ни в каком	1	1
157	том или ином отношении	1	1
158	до сих пор не	1	1
159	сама по себе но	2	1
160	то же и в	1	1
161	известной степени просторными но	1	1
162	в которых постоянно находишься	1	1
163	это значит что всякий	1	1
164	только возможна но и	1	1
165	не есть она сама	1	1
166	не содержат в себе	1	1
167	можно сказать только то	1	1
168	как один из видов	2	1
169	до известной степени просторными	1	1
170	комнат в которых постоянно	1	1
171	всегда обладает светлой природой	1	1
172	несмотря на весь свой	1	1
173	возможна но и необходима	1	1
174	но даже и просто	1	1
175	еще ничего не говорит	1	1
176	есть символ второй степени	1	1
177	на какую-то другую действительность	1	1
178	дерево есть дерево а	1	1
179	одной стороны и с	1	1
180	не существует и что	1	1
181	о том что в	1	1
182	здесь в связи с	1	1
183	видим синими так и	1	1
184	значит ли это что	2	1
185	в жизни и в	1	1
186	на том или другом	1	1
187	не было бы в	1	1
188	дальше поэтому для комнат	1	1
189	поэтому для комнат в	1	1
190	вовсе не значит что	1	1
191	такого чего не было	1	1
192	крайней мере в том	1	1
193	по крайней мере три	1	1
194	может содержать в себе	3	1
195	несмотря на всю ее	2	1
196	ни с чем не	1	1
197	же самое и в	1	1
198	нет нужды ни в	1	1
199	и в том и	1	1
