N	2gram	Propp_Isto	Formalny
1	и в	41	95
2	т е	34	94
3	и не	12	78
4	может быть	19	66
5	в этом	19	61
6	не может	19	57
7	и пр	2	53
8	вовсе не	6	53
9	таким образом	15	52
10	и его	11	51
11	так и	8	50
12	точки зрения	4	47
13	в нем	12	42
14	в его	4	42
15	прежде всего	6	41
16	с точки	1	40
17	как и	8	39
18	и т	29	37
19	в самом	2	35
20	не в	12	35
21	а не	9	34
22	но и	20	33
23	то же	12	32
24	самом деле	1	32
25	не только	30	30
26	в том	14	26
27	если бы	3	26
28	то что	12	25
29	при этом	7	24
30	в своей	4	24
31	на почве	1	24
32	было бы	4	23
33	связи с	3	23
34	в ней	4	23
35	в то	6	22
36	и ее	6	22
37	и с	4	21
38	что в	21	21
39	как бы	8	21
40	между ними	1	20
41	с тем	8	20
42	не менее	5	20
43	входит в	1	20
44	как мы	6	20
45	и от	5	20
46	в их	4	20
47	по себе	2	19
48	хотя бы	1	19
49	т д	25	19
50	не могут	3	19
51	все это	9	19
52	все же	14	18
53	в связи	3	18
54	т п	1	18
55	должна быть	3	18
56	только в	10	18
57	и все	6	18
58	с его	4	18
59	все эти	8	18
60	и их	1	18
61	именно как	1	17
62	как в	17	17
63	во всяком	3	16
64	с другой	20	16
65	так же	6	16
66	всяком случае	3	16
67	потому что	13	16
68	именно в	2	15
69	все время	2	15
70	должно быть	1	15
71	его в	7	15
72	бы в	1	15
73	во всех	8	15
74	и на	12	15
75	так как	21	15
76	но в	7	15
77	в литературе	2	15
78	в жизни	2	14
79	только на	2	14
80	в своем	3	14
81	в ее	3	14
82	в этой	2	14
83	что он	29	14
84	вместе с	17	14
85	еще не	13	14
86	если мы	1	14
87	и потому	1	14
88	жизни и	3	14
89	в целом	2	14
90	в результате	1	13
91	тем что	11	13
92	что и	13	13
93	говорит он	1	13
94	ни в	4	13
95	как его	2	13
96	могут быть	3	13
97	независимо от	3	13
98	как таковой	1	13
99	сводится к	3	13
100	со стороны	3	13
101	что же	2	13
102	того что	7	13
103	как ее	1	13
104	она не	3	13
105	а в	12	13
106	там где	7	12
107	уже не	8	12
108	к тому	4	12
