N	4gram	Potebnia_M	Problema
1	не что иное как	2	14
2	в то время как	1	12
3	или по крайней мере	2	11
4	дело в том что	3	10
5	и т д и	1	9
6	не имеет ничего общего	1	9
7	не говоря уже о	1	7
8	д и т д	1	7
9	заключается в том что	1	6
10	бы то ни было	1	6
11	имеет ничего общего с	1	5
12	в том смысле что	2	5
13	тем не менее в	2	5
14	во что бы то	1	4
15	уже с самого начала	2	4
16	что бы то ни	1	4
17	указывает на то что	1	4
18	еще и потому что	1	4
19	во всяком случае не	1	4
20	бы то ни стало	1	4
21	одного и того же	6	3
22	с этой точки зрения	1	3
23	с одной стороны и	2	3
24	сама по себе и	1	3
25	тем не менее он	1	3
26	в том что он	1	3
27	хотя бы даже и	1	3
28	прежде чем перейти к	1	3
29	но тем не менее	6	2
30	все более и более	2	2
31	одной и той же	3	2
32	мы в то же	1	2
33	уже о том что	1	2
34	один и тот же	1	2
35	и то и другое	2	2
36	не может обойтись без	1	2
37	говоря уже о том	1	2
38	только в том что	5	2
39	не только в том	1	2
40	с такой точки зрения	1	2
41	мы до сих пор	1	2
42	но с другой стороны	2	2
43	само по себе не	1	1
44	даже и в таком	1	1
45	то это было бы	1	1
46	между внешним и внутренним	1	1
47	и в таком случае	1	1
48	и как бы ни	2	1
49	в том смысле как	1	1
50	и ни для кого	1	1
51	для того чтобы она	1	1
52	и т д в	1	1
53	в то же время	3	1
54	может быть не только	1	1
55	ни в одном из	1	1
56	указание на то что	1	1
57	то есть только в	1	1
58	здесь как и во	1	1
59	тем не менее если	1	1
60	от одного предмета к	1	1
61	в одном и том	3	1
62	с другой стороны и	1	1
63	существует только тогда когда	1	1
64	с другой стороны он	1	1
65	тем не менее и	1	1
66	в том что все	1	1
67	и во всех случаях	1	1
68	в том случае если	1	1
69	не для того чтобы	1	1
70	одного предмета к другому	1	1
71	но даже и в	1	1
72	не только потому что	1	1
73	по себе еще не	1	1
74	на то что в	1	1
75	мы видели выше что	1	1
76	то ни стало свести	1	1
77	тем не менее они	1	1
78	и в том и	1	1
79	ни для кого не	2	1
80	с точки зрения истории	1	1
81	одном и том же	3	1
82	и во многих других	1	1
83	сказать что и в	1	1
84	с тем что мы	1	1
85	можно было бы сказать	1	1
86	не сказали бы что	1	1
87	но это не так	1	1
88	и в этом смысле	3	1
89	до того что не	1	1
90	и в этом отношении	1	1
91	тем что в нем	1	1
