N	3gram	Vygotskiy_	FransuaR
1	в то же	1	55
2	мы уже говорили	2	43
3	как мы уже	2	28
4	в том что	33	27
5	в том числе	2	27
6	до сих пор	3	27
7	с точки зрения	12	20
8	в этом отношении	7	20
9	для того чтобы	20	17
10	том числе и	2	17
11	о том что	7	17
12	в связи с	6	16
13	как мы видели	4	16
14	но и в	1	15
15	не может быть	4	13
16	с одной стороны	10	13
17	в той же	3	13
18	на самом деле	3	13
19	в известной мере	1	12
20	с другой стороны	8	12
21	в другом месте	4	12
22	в отличие от	3	11
23	можно сказать что	7	11
24	таким образом и	1	10
25	той или иной	1	10
26	в данном случае	3	10
27	в конце концов	2	10
28	не только в	1	10
29	мы видим что	2	9
30	по отношению к	19	9
31	так и в	1	9
32	в свое время	2	9
33	таким образом в	2	8
34	более или менее	1	8
35	мы видели что	2	8
36	после того как	1	8
37	в самом деле	6	7
38	в то время	4	7
39	о том как	3	7
40	включает в себя	2	7
41	можно было бы	8	7
42	прежде всего в	1	7
43	на первый план	2	7
44	в настоящее время	2	7
45	подобно тому как	6	7
46	не подлежит сомнению	1	7
47	как мы видим	1	7
48	в следующей главе	2	7
49	о чем мы	1	6
50	к тому же	1	6
51	но все же	2	6
52	имеем в виду	1	6
53	в свою очередь	4	6
54	с самого начала	8	6
55	одной стороны и	2	5
56	в применении к	1	5
57	подлежит никакому сомнению	1	5
58	друг с другом	10	5
59	мы уже указывали	1	5
60	то же самое	7	5
61	по сравнению с	9	5
62	и в частности	3	5
63	мы имеем в	1	5
64	во всяком случае	2	5
65	и тот же	5	5
66	не подлежит никакому	1	5
67	в том же	1	5
68	в первом случае	2	5
69	потому что он	7	5
70	вместо того чтобы	5	5
71	только то что	2	5
72	как бы в	1	5
73	как раз в	1	5
74	то что в	1	4
75	имеет в виду	1	4
76	том что в	2	4
77	в собственном смысле	2	4
78	и той же	3	4
79	сказать что в	1	4
80	не только для	1	4
81	таким образом все	1	4
82	не нуждается в	1	4
83	связи с этим	1	4
84	на этот вопрос	5	4
85	так же как	9	4
86	и то что	6	4
87	как мы увидим	1	4
88	во второй половине	1	4
89	в самом начале	2	4
90	что и в	1	4
91	одной и той	3	4
92	как раз и	1	4
93	и не может	3	4
94	но он не	5	4
95	мы находим в	1	4
96	в сущности это	2	4
97	и во всей	1	4
98	один и тот	5	4
99	во всех областях	1	4
100	о котором мы	1	4
101	и как бы	1	3
102	в этом процессе	1	3
103	не знает и	1	3
104	потому что в	4	3
105	друг от друга	5	3
106	но и с	1	3
107	в нашем примере	2	3
108	видим таким образом	1	3
109	те же самые	4	3
110	смысле этого слова	2	3
111	и в отношении	1	3
112	они вовсе не	1	3
113	не только не	7	3
114	и того же	8	3
115	и т.п и	1	3
116	совершенно иначе чем	1	3
117	вместе с тем	4	3
118	еще и в	1	3
119	в себе и	1	3
120	в целом ряде	1	3
121	свидетельствуют о том	1	3
122	как один из	1	3
123	но на самом	1	3
124	является одним из	2	3
125	в вопросе о	3	3
126	как и во	1	3
127	прямо сказать что	1	3
128	в этом смысле	5	3
129	можно прямо сказать	1	3
130	далеко за пределы	4	3
131	одного и того	8	3
132	именно потому что	3	3
133	те и другие	11	3
134	тех или иных	2	3
135	а с другой	3	3
136	есть не что	2	3
137	бы то ни	1	3
138	говорит об этом	1	3
139	одним из самых	1	3
140	заключается в том	12	3
141	не что иное	2	3
142	с таким же	3	3
143	более глубокий и	1	3
144	в основе этого	2	3
145	но как раз	2	3
146	все эти три	2	3
147	и те и	1	3
148	мы видим таким	1	3
149	что иное как	2	3
150	может быть в	1	2
151	она никогда не	1	2
152	в одном и	1	2
153	и в новой	1	2
154	точка зрения на	1	2
155	никак не может	2	2
156	как мы говорили	1	2
157	в себя и	1	2
158	и в другом	3	2
159	как и его	1	2
160	никто не знает	1	2
161	в первый раз	1	2
162	области мысли и	1	2
163	его отношение к	3	2
164	совершенно так же	1	2
165	с ним в	1	2
166	потому что она	1	2
167	сам по себе	1	2
168	но при этом	2	2
169	таким образом что	2	2
170	той же проблемы	1	2
171	и вместе с	1	2
172	между этими двумя	2	2
173	мы узнаем что	1	2
174	только на его	1	2
175	что это не	1	2
176	образом связаны с	1	2
177	имел в виду	1	2
178	то ни было	1	2
179	из того что	4	2
180	все эти явления	1	2
181	самое существенное в	1	2
182	то что он	3	2
183	самым существенным образом	1	2
184	и только в	1	2
185	и может быть	1	2
186	в том чтобы	3	2
187	первый из них	2	2
188	да и в	1	2
189	может быть правильно	1	2
190	ступени своего развития	1	2
191	находит свое выражение	1	2
192	к самой природе	1	2
193	именно в этом	3	2
194	с помощью которого	3	2
195	чем мы говорили	1	2
196	по своей природе	2	2
197	хотя бы в	2	2
198	не могут быть	3	2
199	он говорит об	1	2
200	ключ ко всей	1	2
201	новые и новые	1	2
202	в полной мере	1	2
203	он еще не	1	2
204	и на все	1	2
205	что уже в	1	2
206	видим что в	1	2
207	но и на	1	2
208	в сущности к	1	2
209	мы знаем что	2	2
210	о том насколько	1	2
211	все более и	3	2
212	и не только	1	2
213	так и по	1	2
214	только в пределах	3	2
215	и по отношению	1	2
216	после всего сказанного	1	2
217	в известном смысле	7	2
218	только тогда когда	2	2
219	для этой цели	1	2
220	не могли не	1	2
221	ничего общего с	3	2
222	мы встречаемся с	1	2
223	более и более	3	2
224	ни на что	1	2
225	в своей речи	1	2
226	того как он	2	2
227	в письменной и	1	2
228	быть правильно поставлена	1	2
229	в этом случае	5	2
230	том что он	3	2
231	же как и	2	2
232	мы не можем	2	2
233	в другом случае	2	2
234	и в известной	1	2
235	и в области	2	2
236	на эту тему	1	2
237	к жизни и	1	2
238	друг к другу	3	2
239	что с ним	1	2
240	тем самым он	1	1
241	в силу их	2	1
242	оно имеет не	1	1
243	он говорит что	1	1
244	ту же функцию	1	1
245	выходит далеко за	3	1
246	это не значит	1	1
247	составляет самое ядро	1	1
248	тесно связана с	1	1
249	из прошлого в	1	1
250	одном ряду с	1	1
251	все эти факты	1	1
252	в направлении к	1	1
253	и связанное с	1	1
254	такое же значение	1	1
255	и многие другие	1	1
256	имеют ничего общего	2	1
257	на том что	1	1
258	и тогда когда	1	1
259	один из них	2	1
260	имеет не только	1	1
261	что он умеет	5	1
262	если же мы	1	1
263	но оказывается что	1	1
264	во всех трех	1	1
265	таким образом на	1	1
266	то что обычно	1	1
267	за собой и	1	1
268	но если мы	2	1
269	не могут иметь	1	1
270	точки зрения такое	1	1
271	во всех подробностях	1	1
272	они не могут	1	1
273	то в чем	5	1
274	что для того	1	1
275	не совпадает с	1	1
276	с целым рядом	1	1
277	возвращает нас к	1	1
278	а не наоборот	1	1
279	так как она	2	1
280	он и в	1	1
281	кроме того что	2	1
282	именно в этой	1	1
283	в обоих случаях	2	1
284	данном случае не	2	1
285	он не знает	1	1
286	его не только	1	1
287	становится еще более	1	1
288	и таким образом	1	1
289	и тем самым	3	1
290	непосредственно связанная с	1	1
291	в единую систему	1	1
292	что в этой	1	1
293	тем самым и	1	1
294	что именно в	2	1
295	не может иметь	1	1
296	но вместе с	3	1
297	предметом нашего исследования	1	1
298	не знает ни	1	1
299	в развитии этой	1	1
300	имеет дело с	1	1
301	то как он	1	1
302	все его книги	1	1
303	по прямой линии	1	1
304	на этот раз	1	1
305	двух сторон со	1	1
306	всю последующую жизнь	1	1
307	один из наиболее	1	1
308	одной из важнейших	1	1
309	сторону того же	1	1
310	так как в	1	1
311	же самое что	2	1
312	в нашем исследовании	1	1
313	в тех случаях	1	1
314	можно так выразиться	1	1
315	такие понятия как	1	1
316	лежащие в основе	1	1
317	здесь и там	1	1
318	таким образом мы	2	1
319	но это и	1	1
320	сводится в сущности	1	1
321	чуть ли не	1	1
322	она так же	1	1
323	в виду только	1	1
324	и во всяком	1	1
325	видим что все	1	1
326	и в силу	1	1
327	которая в его	1	1
328	мы и должны	1	1
329	из того факта	1	1
330	мы видим в	2	1
331	непосредственно связан с	1	1
332	с того что	2	1
333	в духе его	1	1
334	именно тем что	1	1
335	к тому чтобы	4	1
336	было бы сказать	1	1
337	то в этом	1	1
338	так и с	1	1
339	совпадает с его	1	1
340	в результате этого	1	1
341	если бы она	1	1
342	этому вопросу и	1	1
343	нет никаких оснований	2	1
344	с двух сторон	2	1
345	и даже с	1	1
346	что оно может	1	1
347	гораздо большей степени	1	1
348	что он должен	2	1
349	не в меньшей	1	1
350	с памятью и	1	1
351	имели место в	1	1
352	и это не	1	1
353	так же точно	1	1
354	мы уже выяснили	1	1
355	но прежде чем	2	1
356	в своем развитии	7	1
