N	4gram	Vygotskiy_	Stilisti
1	в то же время	1	7
2	одно и то же	2	5
3	одной и той же	2	4
4	все больше и больше	1	2
5	одном и том же	1	2
6	но для того чтобы	1	2
7	мы имели в виду	1	2
8	вместе с тем и	1	2
9	в зависимости от того	1	2
10	в то же самое	1	2
11	в тех случаях когда	1	2
12	и в то же	1	2
13	то же самое время	1	2
14	само по себе не	1	1
15	мы должны были бы	1	1
16	как мы уже знаем	1	1
17	ничем не связанных между	1	1
18	мы уже видели что	2	1
19	имели в виду прежде	1	1
20	и т.д и т.д	1	1
21	по сравнению с его	1	1
22	но об этом мы	1	1
23	о котором мы говорили	1	1
24	во всех своих частях	1	1
25	в одном и том	1	1
26	убедиться в том что	2	1
27	который мы наблюдаем в	1	1
28	в виду прежде всего	1	1
29	не связанных между собой	1	1
30	но вместе с тем	4	1
31	чтобы убедиться в том	1	1
32	заключает в себе две	1	1
33	таким же точно образом	1	1
34	речи но все же	1	1
35	только благодаря тому что	1	1
36	ответа на вопрос о	1	1
37	в одной и той	1	1
38	с которой мы встречаемся	1	1
39	в собственном смысле слова	4	1
40	к которому он принадлежит	1	1
