N	2gram	Trubetskoy	Problemy
1	и в	26	106
2	и не	8	90
3	как бы	12	70
4	может быть	10	66
5	в его	5	56
6	в этом	15	52
7	в нем	4	51
8	не может	4	49
9	как и	1	44
10	что он	4	44
11	точки зрения	13	40
12	но и	9	40
13	для него	3	39
14	и его	1	39
15	а не	5	38
16	то же	4	36
17	не только	10	36
18	то что	7	33
19	но в	7	33
20	прежде всего	2	32
21	он не	4	29
22	в то	4	29
23	все это	6	29
24	и все	2	28
25	в одном	3	27
26	не в	2	27
27	же время	2	26
28	в самом	4	25
29	и с	10	25
30	к нему	7	25
31	с точки	6	25
32	в сущности	1	25
33	не как	2	24
34	самом деле	1	24
35	и на	2	23
36	по себе	1	22
37	таким образом	22	22
38	там где	1	21
39	все же	6	20
40	никогда не	5	20
41	только в	4	20
42	потому что	7	20
43	что в	9	19
44	с его	2	19
45	отношению к	3	19
46	уже не	3	18
47	по отношению	1	18
48	в себе	6	18
49	еще не	2	18
50	но не	8	18
51	все эти	6	18
52	и к	5	17
53	с ним	1	17
54	а в	4	17
55	в том	11	17
56	это не	1	17
57	так и	6	17
58	так же	5	16
59	если бы	3	16
60	в своей	1	16
61	о мире	1	15
62	у него	1	15
63	и для	5	15
64	и наконец	2	15
65	в своем	3	14
66	как раз	1	14
67	в конце	6	14
68	а как	1	14
69	в отношении	6	14
70	так как	9	14
71	лишь в	5	14
72	но все	7	13
73	с другими	4	13
74	его в	1	13
75	в мире	5	13
76	и это	2	13
77	при этом	3	12
78	даже в	1	12
79	и как	3	12
80	и даже	3	12
81	к тому	6	12
82	во всяком	6	12
83	в котором	4	12
84	что и	6	12
85	так сказать	1	12
86	так что	3	12
87	и что	4	12
88	было бы	1	12
89	между тем	2	12
90	как в	1	12
91	том что	7	12
92	но это	1	12
93	ничего не	1	12
94	в одной	1	12
95	тем что	1	11
96	их в	1	11
97	входит в	1	11
98	с другой	8	11
99	он сам	1	11
100	должно быть	1	11
101	это слово	1	11
102	бы в	1	11
103	мы уже	1	11
104	не могут	2	11
105	бы и	1	11
106	так чтобы	2	11
107	этого слова	1	11
108	конце концов	3	11
109	самого начала	2	10
110	сих пор	5	10
111	до сих	5	10
112	для себя	1	10
113	в слове	1	10
114	приводит к	2	10
115	той же	1	10
116	в самой	2	10
117	к одному	1	10
118	слова с	1	10
119	далеко не	4	10
120	как не	1	10
121	отношение к	5	10
122	в той	1	9
123	другой стороны	1	9
124	в них	2	9
125	хотя бы	3	9
126	друг с	5	9
127	с самого	3	9
128	из одного	1	9
129	могут быть	1	9
130	всяком случае	6	9
131	ни в	1	9
132	да и	1	9
133	и потому	6	9
134	человека в	1	9
135	в результате	3	8
136	и до	1	8
137	о том	6	8
138	из них	7	8
139	несмотря на	6	8
140	ни было	2	8
141	одним из	2	8
142	здесь не	1	8
143	и у	8	8
144	и от	4	8
145	мы должны	6	8
146	что это	3	8
147	с ними	1	8
148	и так	1	8
149	наконец в	2	8
150	как к	1	8
151	уже в	2	8
152	того что	3	8
153	это и	1	8
154	с их	1	8
155	с другом	5	8
156	знает и	1	8
157	и о	3	8
158	уже говорили	1	7
159	в виду	2	7
160	в жизни	1	7
161	отличается от	2	7
162	в себя	1	7
163	только на	1	7
164	сказать что	2	7
165	что все	4	7
166	что она	1	7
167	что они	1	7
168	не было	2	7
169	лишь на	1	7
170	себя как	1	7
171	в этих	4	7
172	и следовательно	1	7
173	во всех	2	7
174	то ни	2	7
175	его к	1	7
176	и ее	1	7
177	бы то	2	7
178	его с	1	7
179	в процессе	2	7
180	он в	2	7
181	на этот	4	7
182	тот же	2	7
183	в их	1	7
184	в виде	4	7
185	но эта	1	7
186	мира и	1	7
187	и их	1	7
188	такой же	1	7
189	кроме того	1	6
190	него в	1	6
191	в своих	1	6
192	не менее	3	6
193	и нет	3	6
194	с этим	1	6
195	должна была	2	6
196	превращается в	2	6
197	конечно не	2	6
198	этого мира	1	6
199	как на	8	6
200	среди них	2	6
201	на почве	1	6
202	эта особенность	1	6
203	на этом	1	6
204	а с	7	6
205	но зато	1	6
206	все те	1	6
207	этот вопрос	1	6
208	в этой	4	6
209	себя в	1	6
210	во время	4	6
211	и здесь	2	6
212	отношения к	1	6
213	в которых	4	6
214	в отличие	1	6
215	и во	1	6
216	он может	1	6
217	друг друга	1	6
218	которым он	1	6
219	и пр	1	6
220	но с	3	6
221	по существу	2	6
222	на его	1	6
223	на них	1	6
224	отличие от	1	6
225	в начале	2	6
226	идет о	1	6
227	он знает	1	6
228	жизни и	2	6
229	на то	2	6
230	и только	4	6
231	для этого	2	6
232	но для	1	6
233	те же	2	5
234	с собой	1	5
235	именно в	2	5
236	с тем	18	5
237	по своим	2	5
238	а между	1	5
239	в глаза	1	5
240	к которому	2	5
241	того же	6	5
242	крайней мере	5	5
243	этот мир	1	5
244	тому же	5	5
245	в чем	1	5
246	в такой	1	5
247	той или	2	5
248	в уста	1	5
249	ибо в	1	5
250	однако в	1	5
251	в общем	8	5
252	один из	2	5
253	та же	1	5
254	то есть	4	5
255	со всеми	2	5
256	героев и	2	5
257	вместе с	15	5
258	по крайней	5	5
259	ни на	1	5
260	совершенно не	1	5
261	мы не	1	5
262	но именно	1	5
263	том же	1	5
264	в ее	1	5
265	они не	1	5
266	он как	1	5
267	является лишь	1	5
268	по своему	2	5
269	лежит в	1	5
270	но при	2	5
271	в ней	1	5
272	быть и	2	5
273	когда он	3	5
274	же что	1	5
275	благодаря этому	2	5
276	или иной	2	5
277	мира в	1	5
278	все что	2	4
279	к другу	2	4
280	мы и	1	4
281	только что	2	4
282	с этой	3	4
283	по мере	1	4
284	более или	5	4
285	в первом	1	4
286	друг к	1	4
287	в одно	2	4
288	на друга	2	4
289	всего этого	1	4
290	за собой	3	4
291	друг на	2	4
292	или менее	5	4
293	такой как	1	4
294	во всей	1	4
295	от них	2	4
296	все в	1	4
297	он тоже	1	4
298	тем не	3	4
299	что такое	1	4
300	связи с	9	4
301	в которой	3	4
302	и своего	1	4
303	то в	1	4
304	время как	1	4
305	не есть	1	4
306	в сторону	1	4
307	в эту	2	4
308	на себе	1	4
309	эти слова	1	4
310	именно потому	1	4
311	этих трех	1	4
312	с ее	1	4
313	всех этих	1	4
314	с идеей	2	4
315	мы видели	2	4
316	из которых	4	4
317	если не	2	4
318	быть даже	2	4
319	и действительно	2	4
320	вследствие этого	1	4
321	нет в	1	4
322	ибо не	1	4
323	совпадает с	1	4
324	и если	3	4
325	сознании и	2	4
326	и лишь	1	4
327	сами по	1	4
328	только с	1	4
329	он должен	1	4
330	заставляет его	1	4
331	что оно	4	4
332	тоже не	1	4
333	перестает быть	2	4
334	этом отношении	2	4
335	что с	1	4
336	все и	1	4
337	смысле этого	1	4
338	бы с	1	4
339	к концу	3	4
340	это было	1	4
341	в каждой	1	4
342	а так	3	4
343	особенно в	2	4
344	это как	1	4
345	ни один	2	4
346	и прежде	1	4
347	таким же	1	4
348	о чем	1	3
349	чтобы в	1	3
350	жизнь в	1	3
351	мысли о	1	3
352	является для	1	3
353	есть то	1	3
354	без труда	1	3
355	можно сказать	3	3
356	и отчасти	1	3
357	в данном	1	3
358	жизни а	1	3
359	но они	1	3
360	художественном творчестве	1	3
361	настоящее время	1	3
362	одной из	5	3
363	что даже	1	3
364	только не	2	3
365	мы видим	1	3
366	даже там	1	3
367	мы знаем	1	3
368	он умеет	1	3
369	чем у	1	3
370	этими двумя	2	3
371	чем в	1	3
372	пути и	1	3
373	к чему	1	3
374	что его	1	3
375	в таком	3	3
376	следовательно и	1	3
377	между собой	1	3
378	в смысле	4	3
379	и мир	2	3
380	могли бы	1	3
381	материалом для	1	3
382	мы можем	2	3
383	от характера	1	3
384	совсем не	1	3
385	его жизнь	1	3
386	по своей	2	3
387	и есть	1	3
388	значение в	1	3
389	и по	4	3
390	чтобы не	1	3
391	и особенно	2	3
392	и сами	2	3
393	том или	1	3
394	должны быть	1	3
395	и при	3	3
396	от этой	1	3
397	и делает	1	3
398	кто же	1	3
399	себе не	1	3
400	совершенно иное	1	3
401	то время	1	3
402	его о	1	3
403	все они	1	3
404	именно тем	1	3
405	не является	1	3
406	на нее	3	3
407	того чтобы	5	3
408	оно является	2	3
409	и больше	2	3
410	без всякого	1	3
411	тем же	1	3
412	лишь о	1	3
413	в сознании	1	3
414	этот второй	1	3
415	в настоящее	1	3
416	его можно	2	3
417	связан с	2	3
418	именно к	1	3
419	или к	1	3
420	данном случае	1	3
421	того как	1	3
422	не для	1	3
423	которых он	1	3
424	что так	1	3
425	в других	3	3
426	на которой	1	3
427	у нас	1	3
428	однако не	1	3
429	на одном	1	3
430	и могут	1	3
431	не удалось	1	3
432	из этих	10	3
433	не с	2	3
434	только то	1	3
435	человека и	1	3
436	признать что	2	3
437	которые в	2	3
438	же в	1	3
439	бытия в	1	3
440	и другие	3	2
441	в душе	1	2
442	быть по	1	2
443	указывает на	1	2
444	со всем	1	2
445	за исключением	1	2
446	и взаимодействие	1	2
447	из всех	3	2
448	но тем	1	2
449	одно из	2	2
450	не сливаясь	1	2
451	иначе как	1	2
452	она является	1	2
453	в музыке	1	2
454	эти черты	2	2
455	в корне	1	2
456	всех тех	1	2
457	а именно	1	2
458	роль в	1	2
459	души в	1	2
460	тон но	1	2
461	и того	1	2
462	тем с	2	2
463	было в	1	2
464	силы и	2	2
465	эти проблемы	1	2
466	только как	1	2
467	но даже	1	2
468	для того	5	2
469	не всегда	2	2
470	в этот	1	2
471	с помощью	1	2
472	когда она	1	2
473	между отдельными	1	2
474	на пути	2	2
475	уже как	1	2
476	совершенно неправильно	1	2
477	что еще	1	2
478	себе в	1	2
479	свою очередь	1	2
480	быть в	1	2
481	в нашем	1	2
482	же она	1	2
483	к этому	3	2
484	а следовательно	1	2
485	к этим	1	2
486	и душа	1	2
487	этого и	1	2
488	и весь	1	2
489	собой и	1	2
490	нельзя сказать	1	2
491	после того	1	2
492	других для	1	2
493	и заставляет	2	2
494	с одной	7	2
495	теперь же	1	2
496	личной жизни	1	2
497	а и	1	2
498	было лишь	1	2
499	имеется и	1	2
500	в качестве	3	2
501	слове о	1	2
502	находит свое	1	2
503	и других	1	2
504	прежде чем	1	2
505	в нарушении	1	2
506	в идее	1	2
507	на одну	1	2
508	между этими	2	2
509	этом последнем	1	2
510	же как	3	2
511	одном из	1	2
512	и перед	2	2
513	от этого	1	2
514	не был	1	2
515	для создания	1	2
516	ли это	2	2
517	и является	2	2
518	не могла	2	2
519	должны были	1	2
520	и глубоко	1	2
521	них не	2	2
522	иной раз	2	2
523	из этого	2	2
524	радости и	1	2
525	одного и	1	2
526	мире как	1	2
527	к сожалению	3	2
528	мире и	1	2
529	от нее	1	2
530	не так	1	2
531	а потому	1	2
532	во втором	1	2
533	социальной жизни	1	2
534	и этот	1	2
535	не позволяет	1	2
536	как с	1	2
537	его уже	1	2
538	известно что	1	2
539	на западе	3	2
540	тогда когда	2	2
541	смысле слова	1	2
542	настоящего времени	1	2
543	и должно	1	2
544	у другого	1	2
545	это уже	1	2
546	не исчерпывается	2	2
547	к сознанию	1	2
548	этой точки	2	2
549	от своего	1	2
550	иметь в	1	2
551	с ней	3	2
552	их и	1	2
553	в россии	2	2
554	еще хуже	1	2
555	она и	1	2
556	в одних	1	2
557	эти явления	1	2
558	к его	2	2
559	такою же	1	2
560	не имеет	5	2
561	из которого	3	2
562	всей своей	1	2
563	еще и	1	2
564	тем или	1	2
565	она была	1	2
566	совершенно иной	2	2
567	до настоящего	1	2
568	в свою	2	2
569	в значительной	3	2
570	по сравнению	2	2
571	героем и	1	2
572	его нельзя	1	2
573	не могло	2	2
574	и об	1	2
575	чтобы она	1	2
576	не потому	2	2
577	ее с	2	2
578	целый ряд	4	2
579	русский народ	3	2
580	друга и	1	2
581	ибо он	1	2
582	известной степени	1	2
583	что здесь	1	2
584	заметить что	1	2
585	их с	1	2
586	в образе	2	2
587	из него	2	2
588	найти в	1	2
589	в другое	2	2
590	уже с	3	2
591	такое же	1	2
592	то они	1	2
593	в прямом	1	2
594	ничем не	4	2
595	иной характер	2	2
596	и открыто	1	2
597	всякий человек	1	2
598	героев не	1	2
599	самой этой	2	2
600	только он	1	2
601	образом в	5	2
602	этом не	1	2
603	и друг	1	2
604	положение в	2	2
605	случае не	3	2
606	бы быть	1	2
607	как она	1	2
608	этот раз	1	2
609	мировоззрения в	1	2
610	вернемся к	1	2
611	один и	1	2
612	наоборот все	1	2
613	друг за	3	2
614	каждая из	3	2
615	а просто	1	2
616	эти последние	1	2
617	человека все	1	2
618	одну из	1	2
619	что касается	1	2
620	не следует	1	2
621	в рамках	3	2
622	всех его	1	2
623	же самое	2	2
624	вступают в	1	2
625	элементов в	1	2
626	наконец на	1	2
627	все более	1	2
628	образ его	1	2
629	надо было	2	2
630	может и	1	2
631	и совершенно	1	2
632	не к	2	2
633	словами в	1	2
634	мировоззрением и	1	1
635	мир не	1	1
636	они являются	1	1
637	господствует и	1	1
638	для всех	2	1
639	котором они	1	1
640	случае в	1	1
641	можно говорить	1	1
642	этого в	1	1
643	в момент	1	1
644	и равнодушия	1	1
645	с толку	1	1
646	творчества в	1	1
647	к этой	1	1
648	и люди	2	1
649	в сферу	1	1
650	людей но	1	1
651	сливаясь с	1	1
652	а у	1	1
653	формы в	1	1
654	эта новая	1	1
655	взаимодействия между	1	1
656	к учению	1	1
657	призыв к	1	1
658	она уже	1	1
659	великих художников	1	1
660	человек есть	1	1
661	что человек	1	1
662	другой с	1	1
663	требует от	2	1
664	а другие	1	1
665	связь между	1	1
666	же эти	1	1
667	его тело	1	1
668	люди и	1	1
669	черты в	1	1
670	из двух	1	1
671	а во-вторых	1	1
672	его мировоззрения	1	1
673	мысль о	2	1
674	но по	3	1
675	другие наоборот	1	1
676	и требует	1	1
677	эквивалента в	1	1
678	давно уже	1	1
679	показаться что	1	1
680	находит себе	1	1
681	власти над	1	1
682	но пока	1	1
683	начинается с	1	1
684	может случиться	1	1
685	а самому	1	1
686	его все	1	1
687	только для	2	1
688	чтобы добиться	1	1
689	людьми а	1	1
690	конечно очень	1	1
691	себя не	1	1
692	так например	2	1
693	связано с	2	1
694	а вместе	1	1
695	не изменяя	1	1
696	бы этому	1	1
697	и образ	1	1
698	на этой	1	1
699	не существует	1	1
700	знаем о	1	1
701	не могли	1	1
702	про него	1	1
703	конкретные формы	1	1
704	воли к	1	1
705	о которых	1	1
706	говорить не	1	1
707	учению о	1	1
708	ничто не	1	1
709	прямо от	1	1
710	и другой	2	1
711	времени в	1	1
712	точно так	3	1
713	в строгом	1	1
714	уже почти	1	1
715	друга что	1	1
716	привела к	1	1
717	природы но	1	1
718	любви к	1	1
719	связей с	1	1
720	всегда и	3	1
721	до самого	1	1
722	соприкасается с	1	1
723	и остается	1	1
724	некоторое время	1	1
725	к ним	3	1
726	бога и	4	1
727	это тоже	1	1
728	ней и	1	1
729	они всегда	1	1
730	чтобы они	1	1
731	он создал	1	1
