N	2gram	Losev_Prob	VerxiiNi
1	и в	48	26
2	таким образом	20	22
3	с тем	7	18
4	в этом	31	15
5	вместе с	15	15
6	точки зрения	17	13
7	как бы	10	12
8	в том	25	11
9	не только	28	10
10	и с	10	10
11	может быть	11	10
12	из этих	2	10
13	что в	12	9
14	так как	10	9
15	связи с	11	9
16	но и	21	9
17	в области	3	9
18	в общем	1	8
19	и у	8	8
20	и не	29	8
21	как на	1	8
22	главным образом	1	8
23	с другой	8	8
24	но не	12	8
25	с одной	5	7
26	но все	6	7
27	в эпоху	5	7
28	том что	29	7
29	потому что	21	7
30	одной стороны	5	7
31	а с	4	7
32	то что	26	7
33	но в	17	7
34	из них	4	7
35	к нему	3	7
36	так и	15	6
37	в конце	10	6
38	несмотря на	7	6
39	все это	8	6
40	что и	8	6
41	в отношении	8	6
42	представление о	2	6
43	все эти	12	6
44	все же	12	6
45	с богами	1	6
46	к тому	7	6
47	о том	17	6
48	во всяком	7	6
49	и потому	4	6
50	всяком случае	6	6
51	мы должны	1	6
52	с точки	13	6
53	в себе	7	6
54	того же	7	6
55	и к	9	5
56	до сих	3	5
57	том числе	2	5
58	в его	19	5
59	к жизни	1	5
60	тому же	5	5
61	более или	1	5
62	в мире	1	5
63	не имеет	3	5
64	или менее	1	5
65	сих пор	3	5
66	по крайней	8	5
67	того чтобы	3	5
68	для того	4	5
69	так же	7	5
70	отношение к	3	5
71	одной из	5	5
72	в силу	6	5
73	богов и	4	5
74	а не	7	5
75	и для	11	5
76	крайней мере	8	5
77	никогда не	7	5
78	в самом	7	4
79	что оно	2	4
80	ничем не	1	4
81	то есть	38	4
82	и по	2	4
83	народных масс	1	4
84	то же	6	4
85	боги и	3	4
86	из которых	2	4
87	только в	21	4
88	в этих	3	4
89	должен был	2	4
90	с другими	1	4
91	учение о	4	4
92	что он	12	4
93	и вместе	3	4
94	к своим	1	4
95	в смысле	8	4
96	в котором	5	4
97	и тогда	4	4
98	он не	4	4
99	и что	9	4
100	далеко не	6	4
101	а в	8	4
102	богами и	3	4
103	в этой	14	4
104	числе и	1	4
105	бога и	1	4
106	и от	7	4
107	не может	6	4
108	что все	1	4
109	в виде	25	4
110	в то	6	4
111	и только	4	4
112	в нем	8	4
113	уже с	1	3
114	и другие	4	3
115	с этой	4	3
116	и при	2	3
117	при этом	6	3
118	душ и	1	3
119	для него	2	3
120	из всех	2	3
121	что это	4	3
122	тем не	8	3
123	и если	2	3
124	в качестве	9	3
125	в результате	11	3
126	связывается с	1	3
127	так или	3	3
128	и даже	24	3
129	если бы	2	3
130	в которой	7	3
131	или иначе	3	3
132	с ней	3	3
133	на нее	1	3
134	с самого	3	3
135	в таком	4	3
136	случае не	2	3
137	в связи	11	3
138	ясно что	11	3
139	и как	10	3
140	как о	6	3
141	но по	3	3
142	если в	2	3
143	не менее	8	3
144	и таким	1	3
145	в других	5	3
146	а так	1	3
147	и нет	4	3
148	что эти	1	3
149	можно сказать	10	3
150	но с	1	3
151	за собой	1	3
152	хотя бы	11	3
153	в значительной	3	3
154	представляет собой	1	3
155	так что	18	3
156	а после	2	3
157	у них	1	3
158	когда он	3	3
159	точно так	4	3
160	в одном	6	3
161	оказывается что	5	3
162	большей частью	1	3
163	русский народ	1	3
164	и те	1	3
165	не вполне	2	3
166	этих богов	1	3
167	всегда и	2	3
168	к ним	3	3
169	и о	9	3
170	отношению к	2	3
171	в своем	16	3
172	уже не	12	3
173	с течением	1	3
174	к этому	2	3
175	всех богов	3	3
176	конце концов	7	3
177	своей индивидуальности	1	3
178	того что	8	3
179	бы то	4	2
180	под разными	1	2
181	все что	2	2
182	поэтому что	1	2
183	для всех	2	2
184	один из	2	2
185	и здесь	1	2
186	ему в	3	2
187	и на	9	2
188	смотреть на	2	2
189	на небе	2	2
190	только что	2	2
191	и сейчас	2	2
192	свидетельствует о	4	2
193	эпоху когда	1	2
194	и люди	2	2
195	народные массы	1	2
196	уже в	4	2
197	тогда когда	4	2
198	или по	1	2
199	мы имеем	3	2
200	именно из	1	2
201	ни было	2	2
202	добра и	2	2
203	этом отношении	4	2
204	с тех	1	2
205	только не	1	2
206	те же	1	2
207	не как	3	2
208	всем и	1	2
209	душой человека	1	2
210	прежде всего	15	2
211	из своих	1	2
212	требует от	1	2
213	одно из	2	2
214	они в	1	2
215	большей радости	1	2
216	не могут	3	2
217	когда же	1	2
218	со всеми	5	2
219	в них	5	2
220	из него	1	2
221	не было	4	2
222	к его	5	2
223	не потому	1	2
224	этой точки	2	2
225	не в	16	2
226	образом если	1	2
227	а также	8	2
228	в виду	3	2
229	в россии	2	2
230	одним из	1	2
231	по существу	2	2
232	именно в	11	2
