N	2gram	Bakhtin_Pr	Problemy
1	и в	59	106
2	и не	66	90
3	как бы	40	70
4	может быть	38	66
5	в его	44	56
6	в этом	40	52
7	в нем	38	51
8	чужое слово	2	49
9	не может	31	49
10	из подполья	14	48
11	как и	21	44
12	что он	16	44
13	у достоевского	35	43
14	точки зрения	36	40
15	но и	22	40
16	для него	23	39
17	и его	21	39
18	а не	30	38
19	о себе	12	37
20	то же	15	36
21	не только	26	36
22	в пределах	13	35
23	то что	21	33
24	но в	7	33
25	прежде всего	17	32
26	он не	11	29
27	в то	15	29
28	все это	12	29
29	и все	4	28
30	в одном	14	27
31	не в	10	27
32	к другому	2	27
33	к себе	2	26
34	же время	10	26
35	в самом	19	25
36	и с	10	25
37	к нему	13	25
38	с точки	21	25
39	в сущности	11	25
40	себе самому	3	25
41	с самим	3	24
42	не как	15	24
43	вовсе не	13	24
44	героя и	11	24
45	самом деле	9	24
46	рядом с	16	23
47	и на	15	23
48	слова и	2	23
49	по себе	13	22
50	в каждом	11	22
51	что я	2	22
52	таким образом	22	22
53	там где	12	21
54	как мы	10	21
55	все же	9	20
56	никогда не	19	20
57	только в	15	20
58	потому что	20	20
59	что же	5	19
60	что в	14	19
61	достоевского в	21	19
62	с его	14	19
63	отношению к	17	19
64	слова в	4	19
65	уже не	14	18
66	по отношению	17	18
67	в себе	9	18
68	еще не	11	18
69	о нем	16	18
70	на самом	5	18
71	но не	13	18
72	все эти	12	18
73	слово о	8	18
74	и к	5	17
75	себе самом	9	17
76	самим собою	3	17
77	с ним	13	17
78	а в	9	17
79	в том	17	17
80	это не	13	17
81	так и	13	17
82	человека из	4	17
83	так же	10	16
84	если бы	12	16
85	в своей	17	16
86	этом смысле	12	16
87	в другом	1	16
88	о мире	6	15
89	у него	9	15
90	до конца	11	15
91	и для	5	15
92	достоевского не	18	15
93	чужим словом	1	15
94	и наконец	5	15
95	и сам	5	14
96	в своем	12	14
97	как раз	9	14
98	в конце	9	14
99	а как	8	14
100	по замыслу	1	14
101	другого человека	4	14
102	в отношении	3	14
103	слово героя	7	14
104	себя самого	5	14
105	так как	11	14
106	я не	7	14
107	он и	9	14
108	лишь в	4	14
109	но все	8	13
110	на него	4	13
111	точка зрения	14	13
112	с другими	11	13
113	его в	6	13
114	большинстве случаев	3	13
115	в мире	10	13
116	мир достоевского	12	13
117	и это	5	13
118	внутренний диалог	1	13
119	достоевского и	14	13
120	героя в	9	13
121	роман достоевского	11	13
122	в романе	12	13
123	себя и	4	13
124	перед нами	8	13
125	в романах	15	13
126	голосов в	4	13
127	творчестве достоевского	6	13
128	романа достоевского	14	13
129	в большинстве	3	13
130	в целом	8	13
131	при этом	5	12
132	даже в	7	12
133	отношении к	3	12
134	достоевского как	17	12
135	и как	10	12
136	и даже	4	12
137	чужому слову	1	12
138	и слово	6	12
139	к тому	1	12
140	во всяком	5	12
141	в котором	6	12
142	авторское слово	1	12
143	к чужому	2	12
144	что и	10	12
145	не знает	5	12
146	так сказать	8	12
147	себе и	3	12
148	мире достоевского	10	12
149	так что	3	12
150	для достоевского	9	12
151	и что	2	12
152	за пределы	10	12
153	было бы	10	12
154	между тем	5	12
155	одного сознания	10	12
156	как в	10	12
157	том что	15	12
158	у меня	4	12
159	но это	7	12
160	ничего не	8	12
161	слово в	3	12
162	в одной	9	12
163	последнее слово	10	12
164	в плане	5	12
165	пределах одного	1	11
166	тем что	5	11
167	их в	8	11
168	человек из	5	11
169	входит в	11	11
170	с другой	3	11
171	ни одного	4	11
172	он сам	9	11
173	должно быть	4	11
174	это слово	1	11
175	слово и	1	11
176	бы в	7	11
177	видения и	10	11
178	мы уже	4	11
179	в форме	8	11
180	не могут	6	11
181	в двойнике	1	11
182	дело идет	12	11
183	бы и	6	11
184	сливается с	6	11
185	так чтобы	3	11
186	самого героя	10	11
187	этого слова	3	11
188	своему предмету	1	11
189	сознания и	9	11
190	она не	9	11
