N	2gram	Losev_Prob	Vvedenie
1	и т	2	45
2	т д	1	39
3	в том	25	38
4	в этом	31	35
5	и в	48	35
6	может быть	11	30
7	том что	29	30
8	не только	28	26
9	для того	4	23
10	того чтобы	3	22
11	таким образом	20	21
12	также и	21	20
13	не может	6	19
14	то что	26	19
15	потому что	21	18
16	только в	21	16
17	со стороны	1	16
18	о том	17	16
19	так как	10	15
20	представляет собой	1	14
21	в общем	1	14
22	что в	12	13
23	в самом	7	13
24	и не	29	13
25	в нем	8	13
26	в его	19	12
27	того что	8	12
28	xix в	4	12
29	в их	4	12
30	точки зрения	17	12
31	что такое	1	12
32	как на	1	12
33	то же	6	11
34	в ее	6	11
35	по себе	5	11
36	в данном	6	11
37	этом смысле	4	11
38	ясно что	11	11
39	как мы	5	11
40	прежде всего	15	10
41	не в	16	10
42	вопрос о	2	10
43	между тем	2	10
44	в той	5	10
45	уже и	4	10
46	но в	17	10
47	науки о	1	9
48	дело с	1	9
49	тем не	8	9
50	все же	12	9
51	из этих	2	9
52	но не	12	9
53	и как	10	9
54	не менее	8	9
55	в истории	1	9
56	это не	8	8
57	в качестве	9	8
58	именно в	11	8
59	о котором	4	8
60	а только	5	8
61	можно было	4	8
62	с другой	8	8
63	и то	6	7
64	до сих	3	7
65	смысле слова	12	7
66	в большей	2	7
67	к выводу	1	7
68	как и	10	7
69	самом деле	3	7
70	но и	21	7
71	выводу что	1	7
72	сих пор	3	7
73	с течением	1	7
74	было бы	12	7
75	только как	1	7
76	этот вопрос	1	7
77	как бы	10	7
78	один из	2	6
79	об этом	11	6
80	все это	8	6
81	не могут	3	6
82	его в	9	6
83	тем что	2	6
84	с тем	7	6
85	в какой	5	6
86	а именно	12	6
87	вместе с	15	6
88	науки в	1	6
89	же время	1	6
90	и это	3	6
91	так например	1	6
92	вовсе не	18	6
93	уже не	12	6
94	мере в	4	6
95	и даже	24	6
96	хотя бы	11	6
97	до н	5	6
98	каждой из	1	6
99	и что	9	6
100	как он	2	6
101	сказать что	13	6
102	могут быть	2	6
103	том чтобы	3	6
104	и его	11	6
105	в то	6	6
106	а в	8	6
107	н э	18	6
108	иное как	3	6
109	смотреть на	2	5
110	уже в	4	5
111	внимание на	4	5
112	с этой	4	5
113	хотя и	10	5
114	науки и	2	5
115	что и	8	5
116	в виду	3	5
117	другой стороны	8	5
118	с их	1	5
119	в них	5	5
120	в г	1	5
121	но с	1	5
122	одним из	1	5
123	дело в	4	5
124	что не	3	5
125	не есть	3	5
126	что он	12	5
127	что иное	3	5
128	одно из	2	5
129	от этого	4	5
130	по своему	3	5
131	данном случае	5	5
132	во всяком	7	5
133	так что	18	5
134	и тем	4	5
135	а не	7	5
136	дело не	1	5
137	в различных	1	5
138	не что	3	5
139	т п	1	5
140	а как	2	5
141	не просто	12	5
142	как это	5	5
143	всяком случае	6	5
144	в особенности	1	4
145	науки на	1	4
146	в более	1	4
147	в прямом	1	4
148	только что	2	4
149	здесь нет	4	4
150	с одной	5	4
151	тогда когда	4	4
152	любовь к	1	4
153	с точки	13	4
154	этом отношении	4	4
155	о чем	2	4
156	как раз	7	4
157	в результате	11	4
158	в виде	25	4
159	в себе	7	4
160	видит в	3	4
161	должен был	2	4
162	так или	3	4
163	но все	6	4
164	из двух	1	4
165	или иначе	3	4
166	в одном	6	4
167	в котором	5	4
168	заключается в	1	4
169	и ее	2	4
170	как она	1	4
171	в своей	29	4
172	да и	5	4
173	в чем	3	4
174	должен быть	2	4
175	к тому	7	4
176	по крайней	8	4
177	чтобы понять	1	4
178	еще не	4	4
179	однако не	2	4
180	не имеет	3	4
181	времени и	1	4
182	в каждом	2	4
183	еще и	6	4
184	как о	6	4
185	даже и	11	4
186	одной стороны	5	4
187	это только	1	4
188	взять в	1	4
189	по отношению	2	4
190	мы имеем	3	4
191	не вполне	2	4
192	действительность в	2	4
193	так называемых	1	4
194	в и	1	4
195	истории и	1	4
196	крайней мере	8	4
197	можно сказать	10	4
198	отношению к	2	4
199	одной из	5	4
200	в области	3	4
201	все более	1	4
202	и для	11	4
203	из них	4	4
204	всего того	2	3
205	своего рода	1	3
206	и к	9	3
207	и этого	2	3
208	с этим	3	3
209	разбираться в	1	3
210	можно говорить	1	3
211	и здесь	1	3
212	и на	9	3
213	этой области	1	3
214	того как	5	3
215	зависит от	1	3
216	и вот	1	3
217	на том	1	3
218	такого рода	4	3
219	обе эти	1	3
220	именно как	1	3
221	при этом	6	3
222	что это	4	3
223	в сущности	1	3
224	говорит о	9	3
225	из которых	2	3
226	не как	3	3
227	то более	3	3
228	в отношении	8	3
229	в этих	3	3
230	чем в	1	3
231	связи с	11	3
232	если бы	2	3
233	себе что	1	3
234	и сам	5	3
235	а также	8	3
236	в силу	6	3
237	в очень	1	3
238	во внимание	1	3
239	за собой	1	3
240	история и	1	3
241	прошлом и	1	3
242	в конце	10	3
243	вообще не	1	3
244	сама по	2	3
245	и науки	1	3
246	по содержанию	2	3
247	как в	3	3
248	нисколько не	7	3
249	в известном	2	3
250	в каком	1	3
251	он мог	1	3
252	той или	5	3
253	xx в	1	3
254	бы и	1	3
255	на этой	2	3
256	и других	1	3
