N	2gram	Voloshinov	KFilosof
1	может быть	17	45
2	в его	4	42
3	в нем	4	32
4	не может	8	29
5	и не	4	28
6	и в	16	28
7	не есть	2	22
8	для меня	2	22
9	только в	4	18
10	и его	8	18
11	а не	1	17
12	в этом	9	15
13	для него	6	13
14	как момент	1	13
15	точки зрения	8	13
16	к нему	1	12
17	мир в	1	12
18	ни в	5	12
19	но не	1	12
20	и это	6	12
21	в своей	2	11
22	все эти	5	11
23	во всех	3	11
24	все это	4	10
25	с точки	6	10
26	его целом	2	10
27	и есть	3	10
28	и для	2	10
29	и все	4	9
30	но и	4	9
31	как бы	5	9
32	если бы	1	8
33	быть только	1	8
34	в мире	1	8
35	со стороны	1	8
36	было бы	2	8
37	лишь в	1	8
38	в себя	1	8
39	жизни и	3	8
40	себя в	1	8
41	во всем	1	7
42	и здесь	1	7
43	этот момент	1	7
44	что и	2	7
45	вовсе не	1	7
46	уже не	1	7
47	совершенно не	8	7
48	то что	3	7
49	конечно не	6	7
50	на основе	2	7
51	поступка и	1	7
52	момент в	2	7
53	и только	9	7
54	отнюдь не	4	7
55	но эта	1	6
56	менее всего	1	6
57	я не	1	6
58	не имеет	1	6
59	в смысле	1	6
60	смысл и	1	6
61	в том	3	6
62	и их	4	6
63	и действительно	2	6
64	отношение к	5	6
65	жизнь как	1	6
66	теоретического познания	1	6
67	он не	2	6
68	но это	2	6
69	со всем	1	5
70	со своего	1	5
71	то же	2	5
72	ко всему	1	5
73	мы имеем	1	5
74	не только	7	5
75	с ним	2	5
76	но как	2	5
77	его в	4	5
78	не знает	2	5
79	в основе	3	5
80	но в	4	5
81	но ведь	2	5
82	как и	2	5
83	все же	1	5
84	жизни в	1	5
85	себя и	2	5
86	еще не	5	5
87	что я	1	5
88	время и	1	5
89	хотя бы	4	5
90	и содержание	2	5
91	в одном	3	5
92	ни одно	1	5
93	а в	3	5
94	я и	6	5
95	культуры и	1	5
96	никогда не	2	5
97	что в	3	4
98	все попытки	1	4
99	при этом	6	4
100	ни было	2	4
101	что это	2	4
102	о нем	1	4
103	для нас	2	4
104	прежде всего	9	4
105	в своих	1	4
106	как его	1	4
107	и момент	1	4
108	с ними	4	4
109	мира и	3	4
110	том что	3	4
111	в чем	5	4
112	в каком	2	4
113	моей жизни	2	4
114	и жизни	1	4
115	входит в	1	4
116	только как	3	4
117	во всей	2	4
118	времени и	1	4
119	чем не	3	4
120	и т.д	1	4
121	к ним	2	4
122	из него	1	4
123	жизни но	1	3
124	и может	4	3
125	та же	1	3
126	и на	4	3
127	на язык	3	3
128	и пр	12	3
129	мы не	2	3
130	ним и	1	3
131	тогда когда	1	3
132	всем его	1	3
133	и этот	2	3
134	и этим	2	3
135	сознания и	2	3
136	на самом	4	3
137	в виду	1	3
138	и делает	1	3
139	самом деле	6	3
140	изнутри ее	1	3
141	в корне	1	3
142	не дает	1	3
143	не менее	2	3
144	по своему	2	3
145	его жизни	1	3
146	войти в	2	3
147	в момент	1	3
148	той или	1	3
149	это и	1	3
150	в конкретной	1	3
151	моменты и	1	3
152	что не	2	3
153	отсюда и	1	3
154	в свою	1	3
155	и ни	1	3
156	в другом	1	3
157	для того	1	3
158	в ней	1	3
159	и та	1	3
160	других людей	1	3
161	к чему	1	3
162	этом смысле	3	3
163	от того	1	3
164	человека и	1	3
165	на своем	1	3
166	мы здесь	1	3
167	нем и	1	3
168	нет и	2	3
169	могут быть	3	3
170	о том	2	3
171	теории и	1	3
172	и единство	1	3
173	тот же	1	3
174	ничего не	1	3
175	бы то	1	2
176	события и	1	2
177	один из	2	2
178	бы он	1	2
179	и мы	2	2
180	и содержания	1	2
181	и отсюда	1	2
182	можно ли	1	2
183	и того	1	2
184	дело с	1	2
185	одна и	1	2
186	еще более	1	2
187	конечно в	1	2
188	все ценности	1	2
189	а это	1	2
190	это уже	1	2
191	так и	4	2
192	этот мир	1	2
193	и то	1	2
194	в качестве	1	2
195	и ценность	1	2
196	сводится к	2	2
197	смысла в	1	2
198	все остальное	1	2
199	со всеми	2	2
200	оно не	2	2
201	он может	1	2
202	даны в	1	2
203	всех его	2	2
204	в сознании	1	2
205	дело в	1	2
206	в мир	2	2
207	и эта	1	2
208	не следует	1	2
209	в жизни	2	2
210	и эстетический	1	2
211	с тем	1	2
212	и как	3	2
213	весь мир	1	2
214	что он	2	2
215	и она	3	2
216	на волю	1	2
217	от этого	1	2
218	это было	1	2
219	под ним	1	2
220	философии но	1	2
221	ничего общего	1	2
222	жизни является	1	2
223	а для	1	2
224	деятельности и	1	2
225	и мир	1	2
226	к этому	2	2
227	и потому	3	2
228	его и	1	2
229	может иметь	2	2
230	ведь это	1	2
231	а с	1	2
232	в данном	1	2
233	и других	2	2
234	же с	1	2
235	вытекает из	1	2
236	вопрос о	1	2
237	она не	1	2
238	того чтобы	1	2
239	то ни	1	2
240	совсем не	2	2
241	но всегда	1	2
242	быть не	1	2
243	к себе	3	2
244	общего не	1	2
245	кажется что	2	2
246	не будет	2	2
247	в него	5	2
248	говорить о	2	2
249	для этого	2	2
250	всех других	2	2
251	этим не	1	2
252	всей его	1	2
253	и всех	2	2
254	это только	1	2
255	лишь моментом	1	2
256	имеем в	1	2
257	в этой	4	2
258	т.е не	2	2
259	философии жизни	1	2
260	что есть	1	2
261	своем месте	1	2
262	но нет	1	2
263	все остальные	2	2
264	включая сюда	1	2
265	что только	1	2
266	абстрактный момент	1	2
267	или иной	1	2
268	бы оно	1	2
269	с его	7	2
270	в области	3	2
271	его к	1	2
272	человек не	1	2
273	каждый момент	1	2
274	с ее	4	2
275	и ее	4	2
276	едва ли	3	2
277	одного и	1	2
278	для самого	1	1
279	мир не	1	1
280	в самом	2	1
281	и к	6	1
282	мире и	1	1
283	на почве	1	1
284	целом это	1	1
285	только не	1	1
286	ориентируется в	1	1
287	все что	4	1
288	как это	3	1
289	в единую	1	1
290	и культуры	1	1
291	образом и	1	1
292	только путем	1	1
293	мы видим	2	1
294	изнутри самой	1	1
295	до сих	3	1
296	рождение и	2	1
297	в душе	2	1
298	исключительно на	1	1
299	логическому и	1	1
300	так как	4	1
301	же и	1	1
302	как с	2	1
303	только что	1	1
304	зависит от	1	1
305	т.е в	2	1
306	все люди	1	1
307	на ее	1	1
308	значение для	1	1
309	во власти	1	1
310	мог бы	1	1
311	сознание в	1	1
312	ее самой	1	1
313	не будем	1	1
314	отношения к	3	1
315	момента в	2	1
316	несмотря на	1	1
317	что мир	1	1
318	освободиться от	1	1
319	события его	1	1
320	со всех	1	1
321	и наконец	4	1
322	художественного творчества	4	1
323	для всего	1	1
324	хотя и	1	1
325	по принципу	1	1
326	и связанных	1	1
327	как раз	1	1
328	день и	1	1
329	с чем	1	1
330	ее в	2	1
331	и говорить	2	1
332	и через	2	1
333	можно сказать	4	1
334	из предшествующего	1	1
335	в человеке	1	1
336	факт моего	1	1
337	только при	1	1
338	не являются	1	1
339	теряет свою	1	1
340	здесь в	1	1
341	в движение	1	1
342	что между	1	1
343	к предмету	1	1
344	как таковым	1	1
345	отвлечься от	1	1
346	связанная с	1	1
347	есть еще	1	1
348	творчества и	1	1
349	связь с	1	1
350	в конечном	3	1
351	поэтому и	2	1
352	и даже	4	1
353	в духе	1	1
354	утверждение что	1	1
355	не более	1	1
356	конечно и	1	1
357	оно ни	1	1
358	мы живем	1	1
359	него т.е	1	1
360	именно оно	1	1
361	заемным светом	1	1
362	и с	8	1
363	от своего	1	1
364	разрыва между	1	1
365	остается и	2	1
366	с ней	1	1
367	и можно	1	1
368	жизнь в	1	1
369	это содержание	1	1
370	пробиться к	1	1
371	т.е вся	1	1
372	и теряет	1	1
373	месте и	1	1
374	свой смысл	1	1
375	даже более	1	1
376	при нашем	1	1
377	форму и	1	1
378	он будет	1	1
379	отвлеченно взятая	1	1
380	и начало	1	1
381	а то	1	1
382	всю жизнь	2	1
383	конечном счете	2	1
384	здесь же	2	1
385	к такой	1	1
386	это какой-то	1	1
387	светом в	1	1
388	характер и	1	1
389	как не	2	1
390	может стать	1	1
391	их в	3	1
392	да мы	1	1
393	большинстве случаев	3	1
394	человека конечно	1	1
395	и так	2	1
396	вместе с	3	1
397	могущие быть	1	1
398	на этом	3	1
399	все сплошь	1	1
400	при таком	1	1
401	в этих	3	1
402	его все	2	1
403	т.е как	1	1
404	они не	2	1
405	мы только	1	1
406	приводит к	1	1
407	на все	1	1
408	моменты или	1	1
409	находится на	2	1
410	только себя	1	1
411	остановимся на	1	1
412	отличается от	1	1
413	между собой	2	1
414	по самому	1	1
415	между ними	3	1
416	зависимости от	1	1
417	том смысле	1	1
418	и лежат	1	1
419	на его	1	1
420	на границе	2	1
421	делает его	1	1
422	в эту	1	1
423	основных чертах	1	1
424	нем нет	2	1
425	и таким	2	1
426	но к	1	1
427	к тому	1	1
428	сих пор	3	1
429	где оно	1	1
430	культурного творчества	1	1
431	бы ни	1	1
432	не был	1	1
433	что конечно	1	1
434	только для	5	1
435	и психологический	1	1
436	с этим	2	1
437	но оно	3	1
438	что эти	1	1
439	сам же	1	1
440	жизнь человека	1	1
441	нет ничего	1	1
442	во всяком	3	1
443	единую ткань	1	1
444	действительного и	1	1
445	все и	2	1
446	нуждается в	5	1
447	мы можем	9	1
448	не существует	2	1
449	событие жизни	1	1
450	пробиться в	2	1
451	не он	1	1
452	и такие	1	1
453	каких бы	1	1
454	что мы	2	1
455	а просто	1	1
456	на один	1	1
457	себе свою	1	1
458	не имеют	1	1
459	в философии	1	1
460	мы уже	2	1
461	в основных	1	1
462	на некоторых	1	1
463	другими словами	2	1
464	всяком случае	3	1
465	и оценок	1	1
466	разобранный нами	1	1
467	его не	1	1
468	ни один	1	1
469	выходит из	1	1
470	так чтобы	1	1
471	акт ее	1	1
472	ту же	2	1
473	предметов и	1	1
474	бездна между	1	1
475	вся жизнь	1	1
476	ли будет	1	1
477	этом пути	1	1
478	возврат в	3	1
479	у меня	1	1
480	является и	1	1
481	биологический и	1	1
482	и оно	3	1
483	в этот	2	1
484	человека все	1	1
485	мы должны	1	1
486	по поводу	1	1
487	это сознание	1	1
488	действительно великолепное	1	1
489	растворяется в	1	1
490	когда он	1	1
491	на чем	1	1
492	и теперь	3	1
493	только на	3	1
494	должны быть	1	1
495	в которую	1	1
496	таким путем	2	1
497	отношений между	1	1
498	всюду мы	1	1
499	и желания	1	1
500	же самое	1	1
501	где же	1	1
502	говоря о	1	1
503	главным образом	1	1
504	абстрактные моменты	1	1
505	но отнюдь	2	1
506	уже и	1	1
507	пр и	3	1
508	действительно бывшем	1	1
509	вся культура	3	1
510	в каких	1	1
511	это может	1	1
512	цели и	2	1
513	в большинстве	3	1
514	любви к	1	1
515	а во	1	1
516	связанных с	2	1
517	бы по	1	1
518	нами и	1	1
519	я в	1	1
520	же на	1	1
521	определения и	1	1
522	но мы	4	1
523	из сознания	1	1
524	не подлежит	1	1
525	следует что	1	1
526	считаем нужным	1	1
527	она может	1	1
528	к следующему	2	1
529	сознания т.е	1	1
530	своей жизни	2	1
531	т.е только	1	1
532	если мы	2	1
533	плотью и	1	1
534	по которой	1	1
535	их а	1	1
536	той же	1	1
537	и др	3	1
538	социальные и	1	1
539	это приводит	1	1
540	о его	1	1
541	всех сторон	1	1
542	что может	1	1
543	человека как	1	1
544	взаимоотношение двух	1	1
545	в нашем	1	1
546	все моменты	1	1
547	находится в	2	1
548	него все	1	1
549	трансцендентальный метод	1	1
550	как я	1	1
551	лучше всего	1	1
552	с которым	1	1
553	столь же	1	1
554	же в	1	1
555	что она	1	1
556	и о	2	1
557	с нашим	1	1
558	говорить об	1	1
559	одна из	1	1
560	и по	2	1
561	имеет места	1	1
562	были в	1	1
563	это в	1	1
564	к другим	2	1
565	и имеют	1	1
566	жизни рождение	1	1
567	к этим	1	1
568	и входит	1	1
569	того же	2	1
570	него что	1	1
571	человека но	1	1
572	не случайно	1	1
573	в один	4	1
574	ко всякому	3	1
575	не можем	2	1
576	и т.п	2	1
577	как мы	4	1
578	было с	1	1
579	мысли и	4	1
580	формы и	1	1
581	на пользу	1	1
582	он действительно	1	1
583	шопенгауэр и	1	1
584	своего развития	1	1
585	ее не	1	1
586	единство в	1	1
587	в историю	2	1
